order_date,Bookcases
2015-09-24,0.0
2015-09-25,300.5328
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,616.998
2015-10-29,0.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,222.666
2015-11-10,0.0
2015-11-11,521.96
2015-11-12,67.9932
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,305.9745
2015-11-18,424.116
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,275.952
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,411.332
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,883.92
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-12,254.9745
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2016-01-02,452.45
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,0.0
2016-02-06,283.92
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,0.0
2016-02-28,0.0
2016-03-02,0.0
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,512.94
2016-03-09,0.0
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,141.96
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,359.058
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-02,0.0
2016-04-04,0.0
2016-04-05,352.45
2016-04-06,0.0
2016-04-07,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-16,523.26
2016-04-17,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,509.9575
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-06-01,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-28,482.94
2016-06-29,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,301.96
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,127.764
2016-07-16,0.0
2016-07-17,427.38599999999997
2016-07-18,0.0
2016-07-19,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,704.9
2016-07-26,0.0
2016-07-27,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-05,0.0
2016-08-06,369.1992
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,687.4
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-16,301.47
2016-08-17,0.0
2016-08-21,586.398
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-27,0.0
2016-08-28,307.666
2016-08-29,0.0
2016-09-01,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,704.531
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-10,361.96
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,46.384
2016-09-16,0.0
2016-09-18,0.0
2016-09-19,61.96
2016-09-20,0.0
2016-09-21,194.32
2016-09-22,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,156.156
2016-10-04,0.0
2016-10-05,66.294
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-13,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,425.833
2016-11-01,0.0
2016-11-02,512.499
2016-11-03,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-19,0.0
2016-11-20,622.164
2016-11-21,388.0928
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,170.98
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,681.408
2016-12-01,0.0
2016-12-03,359.499
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,69.576
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,359.058
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,590.058
2016-12-25,610.548
2016-12-26,0.0
2016-12-27,663.5032
2016-12-28,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-02,173.94
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,451.136
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-28,0.0
2017-01-30,48.58
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,239.98
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,176.784
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,241.332
2017-03-15,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,72.294
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,301.47
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,299.975
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,743.604
2017-04-09,556.665
2017-04-10,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,257.499
2017-04-18,0.0
2017-04-19,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-02,0.0
2017-06-04,136.784
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,599.165
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,239.666
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,353.568
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,579.136
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,504.9
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-28,177.45
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,241.96
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,156.3728
2017-08-29,163.88
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.0
2017-09-03,543.684
2017-09-04,0.0
2017-09-05,0.0
2017-09-06,722.352
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,273.666
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,163.88
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,477.666
2017-09-26,424.9575
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,523.92
2017-10-01,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,90.882
2017-10-11,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,241.64600000000002
2017-10-18,0.0
2017-10-20,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,0.0
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,261.96
2017-11-09,0.0
2017-11-10,341.96
2017-11-11,0.0
2017-11-12,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,376.538
2017-11-21,113.568
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,339.92
2017-11-25,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-02,781.864
2017-12-03,205.666
2017-12-04,0.0
2017-12-05,81.94
2017-12-06,0.0
2017-12-08,405.86
2017-12-09,0.0
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-23,141.372
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,212.94
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,84.98
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,600.754
2018-02-09,0.0
2018-02-10,203.983
2018-02-11,0.0
2018-02-13,0.0
2018-02-16,0.0
2018-02-17,89.0664
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,231.92
2018-02-26,0.0
2018-02-28,0.0
2018-03-02,441.96
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,257.568
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,205.3328
2018-04-01,482.664
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,440.624
2018-04-15,0.0
2018-04-16,102.833
2018-04-17,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,387.136
2018-04-24,0.0
2018-04-25,344.981
2018-04-26,0.0
2018-04-27,220.2656
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,314.352
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,89.991
2018-05-06,623.4648
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-11,209.979
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-18,302.94
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,115.96
2018-05-29,0.0
2018-05-30,446.6264
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,241.568
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-09,0.0
2018-06-10,514.165
2018-06-11,174.42
2018-06-12,0.0
2018-06-13,0.0
2018-06-15,77.728
2018-06-16,0.0
2018-06-17,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-24,0.0
2018-06-25,400.784
2018-06-26,0.0
2018-06-27,0.0
2018-06-30,435.999
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,87.21
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,0.0
2018-07-16,0.0
2018-07-18,0.0
2018-07-20,0.0
2018-07-21,302.94
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,115.96
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-03,183.372
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,145.74
2018-08-07,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,130.98
2018-08-26,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-31,0.0
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,239.666
2018-09-04,825.174
2018-09-05,0.0
2018-09-07,0.0
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,782.94
2018-09-16,0.0
2018-09-18,0.0
2018-09-19,72.588
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,241.96
2018-09-23,180.588
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,0.0
2018-10-02,217.764
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-06,0.0
2018-10-07,307.666
2018-10-08,0.0
2018-10-09,314.352
2018-10-10,0.0
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-19,328.3992
2018-10-20,0.0
2018-10-21,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-26,0.0
2018-10-27,556.665
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,199.98
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,0.0
2018-11-13,205.9992
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,327.7328
2018-11-18,0.0
2018-11-19,0.0
2018-11-20,183.968
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,321.568
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-01,141.96
2018-12-02,242.352
2018-12-03,0.0
2018-12-04,0.0
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-09,148.257
2018-12-10,0.0
2018-12-11,0.0
2018-12-13,287.976
2018-12-14,0.0
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,119.833
2018-12-19,102.018
2018-12-20,0.0
2018-12-21,0.0
2018-12-22,220.98
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,191.984
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,78.8528
2018-12-29,0.0
2018-12-30,323.136
