order_date,Accessories
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,3.152
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,7.16
2015-10-03,142.488
2015-10-04,0.0
2015-10-05,99.98
2015-10-06,9.09
2015-10-07,0.0
2015-10-08,23.472
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,345.0
2015-10-12,0.0
2015-10-13,48.74
2015-10-14,177.0
2015-10-15,0.0
2015-10-16,179.97
2015-10-17,119.976
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,319.968
2015-10-21,0.0
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,40.776
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,1.98
2015-10-31,251.91
2015-11-01,0.0
2015-11-03,89.97
2015-11-04,360.0
2015-11-05,157.766
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,10.99
2015-11-11,102.13
2015-11-12,79.512
2015-11-14,0.0
2015-11-15,772.47
2015-11-16,0.0
2015-11-17,99.98
2015-11-18,0.0
2015-11-19,76.49600000000001
2015-11-20,0.0
2015-11-21,94.99
2015-11-22,0.0
2015-11-23,35.534
2015-11-24,111.79
2015-11-25,24.672
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,139.93
2015-11-29,0.0
2015-11-30,102.24
2015-12-01,0.0
2015-12-02,245.70999999999998
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,408.744
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,103.92
2015-12-09,0.0
2015-12-10,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,298.976
2015-12-15,0.0
2015-12-16,494.98
2015-12-17,0.0
2015-12-19,247.8
2015-12-20,585.36
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,62.85
2015-12-26,0.0
2015-12-27,498.0
2015-12-28,0.0
2015-12-29,119.8
2015-12-30,75.952
2016-01-02,89.584
2016-01-03,398.4
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-12,10.384
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,149.97
2016-02-06,18.528
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,500.752
2016-02-10,0.0
2016-02-14,71.976
2016-02-15,139.95
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,29.99
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,538.92
2016-02-28,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-05,10.312
2016-03-06,0.0
2016-03-07,119.85
2016-03-08,0.0
2016-03-09,113.52
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,15.02
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,466.336
2016-03-23,239.97
2016-03-24,0.0
2016-03-26,16.776
2016-03-27,0.0
2016-03-28,166.24
2016-03-29,53.25
2016-03-30,0.0
2016-03-31,0.0
2016-04-02,98.096
2016-04-04,0.0
2016-04-05,239.94
2016-04-06,25.488
2016-04-07,383.952
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,85.14
2016-04-13,199.96
2016-04-14,0.0
2016-04-16,43.56
2016-04-17,422.97
2016-04-18,147.924
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,367.512
2016-05-04,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,46.688
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,255.968
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,207.984
2016-05-26,167.944
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,151.96
2016-05-31,0.0
2016-06-01,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,2.376
2016-06-09,72.6
2016-06-11,53.7
2016-06-12,0.0
2016-06-13,67.98
2016-06-14,0.0
2016-06-15,11.672
2016-06-16,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,319.984
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,75.0
2016-06-25,0.0
2016-06-26,41.9
2016-06-28,0.0
2016-06-29,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,34.8
2016-07-06,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-16,599.9
2016-07-17,0.0
2016-07-18,519.96
2016-07-19,0.0
2016-07-23,0.0
2016-07-24,279.86
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-30,209.93
2016-08-01,0.0
2016-08-02,199.98
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,247.8
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-16,31.176
2016-08-17,282.88
2016-08-21,21.728
2016-08-22,0.0
2016-08-23,251.91
2016-08-24,105.96
2016-08-25,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,114.52
2016-08-31,36.51
2016-09-01,0.0
2016-09-03,147.35
2016-09-04,754.326
2016-09-05,0.0
2016-09-06,46.32
2016-09-07,649.93
2016-09-08,0.0
2016-09-10,0.0
2016-09-11,19.99
2016-09-12,21.98
2016-09-13,199.96
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,747.068
2016-09-18,717.12
2016-09-19,66.36
2016-09-20,0.0
2016-09-21,151.2
2016-09-22,617.976
2016-09-24,23.2
2016-09-26,289.8
2016-09-27,0.0
2016-09-28,0.0
2016-10-01,108.768
2016-10-02,143.04
2016-10-03,71.98400000000001
2016-10-04,0.0
2016-10-05,341.04
2016-10-08,0.0
2016-10-09,619.95
2016-10-10,0.0
2016-10-11,31.95
2016-10-12,17.9
2016-10-13,0.0
2016-10-15,603.8399999999999
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,27.696
2016-10-19,270.0
2016-10-20,239.97
2016-10-22,0.0
2016-10-23,148.32
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,0.0
2016-11-02,447.93
2016-11-03,89.97
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,491.87
2016-11-10,79.9
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,350.856
2016-11-14,396.628
2016-11-15,0.0
2016-11-17,0.0
2016-11-19,0.0
2016-11-20,13.98
2016-11-21,416.884
2016-11-22,27.168
2016-11-23,0.0
2016-11-24,13.98
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,556.896
2016-11-28,0.0
2016-11-29,21.48
2016-11-30,0.0
2016-12-01,0.0
2016-12-03,36.784
2016-12-04,0.0
2016-12-05,86.98400000000001
2016-12-07,0.0
2016-12-08,236.0
2016-12-09,0.0
2016-12-10,127.428
2016-12-11,393.294
2016-12-12,322.308
2016-12-13,285.09
2016-12-14,50.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,166.24
2016-12-20,356.768
2016-12-21,787.9200000000001
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-26,0.0
2016-12-27,85.392
2016-12-28,54.384
2016-12-30,0.0
2016-12-31,0.0
2017-01-02,0.0
2017-01-03,195.68
2017-01-04,0.0
2017-01-05,191.472
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,349.95
2017-01-10,69.98
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,254.97
2017-01-16,90.57
2017-01-17,717.96
2017-01-21,0.0
2017-01-22,55.176
2017-01-23,99.98
2017-01-24,0.0
2017-01-25,0.0
2017-01-28,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,100.0
2017-02-08,0.0
2017-02-09,121.83
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,89.97
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,12.99
2017-02-22,36.24
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-03,41.72
2017-03-04,159.98
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,27.96
2017-03-09,199.75
2017-03-10,66.842
2017-03-11,45.98
2017-03-12,0.0
2017-03-13,379.96
2017-03-14,0.0
2017-03-15,83.976
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,58.58
2017-03-24,0.0
2017-03-26,119.976
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,31.984
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,89.97
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,431.928
2017-04-09,0.0
2017-04-10,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,700.704
2017-04-16,35.168
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,99.99
2017-04-24,258.696
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,564.496
2017-05-05,0.0
2017-05-06,26.176
2017-05-07,199.95
2017-05-08,58.112
2017-05-09,93.98
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,120.0
2017-05-14,185.528
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,66.26
2017-05-22,95.1
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,111.912
2017-05-27,0.0
2017-05-28,131.6
2017-05-29,0.0
2017-05-31,0.0
2017-06-02,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,557.12
2017-06-07,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,629.94
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,47.754
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,30.0
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,147.868
2017-06-21,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,174.546
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,50.12
2017-07-01,30.84
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,29.0
2017-07-15,0.0
2017-07-16,75.98
2017-07-17,428.4
2017-07-18,15.576
2017-07-19,389.97
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,109.95
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,167.28
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,179.97
2017-08-08,0.0
2017-08-09,0.0
2017-08-11,0.0
2017-08-13,71.98
2017-08-14,279.96
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,254.97
2017-08-22,0.0
2017-08-23,668.38
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,95.976
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,548.17
2017-09-03,0.0
2017-09-04,279.95
2017-09-05,116.0
2017-09-06,31.86
2017-09-08,92.75200000000001
2017-09-09,0.0
2017-09-10,0.0
2017-09-12,20.7
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,0.0
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,249.95
2017-09-20,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,499.95
2017-09-26,531.976
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,209.97
2017-09-30,0.0
2017-10-01,79.512
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,67.96
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,191.976
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-20,0.0
2017-10-21,204.24
2017-10-22,0.0
2017-10-23,0.0
2017-10-25,0.0
2017-10-27,0.0
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,68.112
2017-11-03,154.95
2017-11-04,0.0
2017-11-05,813.6500000000001
2017-11-06,0.0
2017-11-07,599.946
2017-11-08,0.0
2017-11-09,479.97
2017-11-10,458.86400000000003
2017-11-11,191.938
2017-11-12,31.984
2017-11-13,0.0
2017-11-14,499.98
2017-11-15,99.39
2017-11-16,0.0
2017-11-17,0.0
2017-11-19,0.0
2017-11-20,283.86400000000003
2017-11-21,81.576
2017-11-22,24.032
2017-11-23,0.0
2017-11-25,219.976
2017-11-26,59.97
2017-11-27,97.35
2017-11-28,101.7
2017-11-29,58.416
2017-11-30,0.0
2017-12-01,0.0
2017-12-02,165.6
2017-12-04,78.15
2017-12-05,0.0
2017-12-06,0.0
2017-12-08,84.672
2017-12-09,79.02
2017-12-10,44.75
2017-12-11,555.76
2017-12-12,633.902
2017-12-13,63.88
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,21.21
2017-12-17,165.6
2017-12-19,0.0
2017-12-20,66.3
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,255.68
2017-12-25,800.14
2017-12-26,89.97
2017-12-27,40.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,16.59
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,169.064
2018-01-15,110.576
2018-01-16,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,799.9200000000001
2018-01-22,0.0
2018-01-23,95.984
2018-01-24,0.0
2018-01-26,0.0
2018-01-27,71.976
2018-01-28,689.88
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-09,127.984
2018-02-10,0.0
2018-02-11,0.0
2018-02-13,799.96
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,109.53
2018-02-19,0.0
2018-02-20,31.992
2018-02-21,47.904
2018-02-23,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-28,0.0
2018-03-02,479.94
2018-03-04,0.0
2018-03-05,299.97
2018-03-06,0.0
2018-03-07,49.08
2018-03-08,0.0
2018-03-09,199.98
2018-03-10,111.96
2018-03-11,63.88
2018-03-12,0.0
2018-03-13,214.95
2018-03-14,0.0
2018-03-16,159.984
2018-03-17,128.66
2018-03-18,27.816
2018-03-19,299.5
2018-03-20,503.93
2018-03-21,0.0
2018-03-23,0.0
2018-03-24,26.0
2018-03-25,0.0
2018-03-26,197.21
2018-03-27,39.992
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,360.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,617.976
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,195.726
2018-04-11,227.07
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,25.98
2018-04-17,274.89
2018-04-20,0.0
2018-04-21,59.516
2018-04-22,0.0
2018-04-23,200.748
2018-04-24,69.98
2018-04-25,107.97
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,2.376
2018-05-01,48.9
2018-05-02,159.56
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,408.744
2018-05-07,79.99
2018-05-08,0.0
2018-05-09,199.98
2018-05-11,0.0
2018-05-12,87.4
2018-05-13,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-18,36.048
2018-05-19,404.09000000000003
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,68.46
2018-05-23,0.0
2018-05-25,120.0
2018-05-26,23.08
2018-05-27,125.352
2018-05-28,271.968
2018-05-29,0.0
2018-05-30,35.36
2018-06-01,0.0
2018-06-02,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,89.544
2018-06-09,0.0
2018-06-10,132.52
2018-06-11,0.0
2018-06-12,63.92
2018-06-13,0.0
2018-06-15,0.0
2018-06-16,479.952
2018-06-17,101.34
2018-06-18,0.0
2018-06-19,225.448
2018-06-20,389.91999999999996
2018-06-21,0.0
2018-06-22,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,431.928
2018-06-29,62.31
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,796.6959999999999
2018-07-08,191.9
2018-07-09,0.0
2018-07-10,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,140.97
2018-07-15,41.9
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-20,389.97
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,559.7
2018-07-24,0.0
2018-07-25,0.0
2018-07-27,234.95
2018-07-28,0.0
2018-07-29,90.57
2018-07-30,0.0
2018-07-31,41.424
2018-08-01,0.0
2018-08-03,39.816
2018-08-04,0.0
2018-08-05,79.78
2018-08-06,0.0
2018-08-07,319.16
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,174.95
2018-08-13,1.584
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,98.16
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,33.18
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,71.98
2018-08-28,0.0
2018-08-29,0.0
2018-08-31,659.9
2018-09-01,19.99
2018-09-03,385.77000000000004
2018-09-04,111.0
2018-09-05,89.568
2018-09-07,406.944
2018-09-08,211.128
2018-09-09,514.5360000000001
2018-09-10,446.706
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,59.98
2018-09-16,119.96000000000001
2018-09-17,89.97
2018-09-18,101.34
2018-09-19,239.534
2018-09-20,345.41
2018-09-21,151.96
2018-09-23,539.894
2018-09-24,745.78
2018-09-25,119.96
2018-09-26,0.0
2018-09-28,54.384
2018-09-29,239.976
2018-09-30,159.98
2018-10-01,104.75
2018-10-02,0.0
2018-10-03,371.97
2018-10-04,0.0
2018-10-05,63.824
2018-10-06,319.96
2018-10-08,275.96000000000004
2018-10-09,0.0
2018-10-10,0.0
2018-10-13,209.94
2018-10-14,46.36
2018-10-15,0.0
2018-10-16,18.528
2018-10-17,0.0
2018-10-19,0.0
2018-10-20,0.0
2018-10-21,28.4
2018-10-22,0.0
2018-10-23,55.2
2018-10-24,0.0
2018-10-26,19.99
2018-10-27,0.0
2018-10-28,50.176
2018-10-29,0.0
2018-10-30,442.4
2018-10-31,0.0
2018-11-01,0.0
2018-11-03,284.026
2018-11-04,166.696
2018-11-05,550.74
2018-11-06,125.91
2018-11-07,507.65000000000003
2018-11-08,0.0
2018-11-10,351.742
2018-11-11,0.0
2018-11-12,167.28
2018-11-13,547.694
2018-11-14,167.952
2018-11-15,0.0
2018-11-16,139.96
2018-11-17,671.12
2018-11-18,132.52
2018-11-19,0.0
2018-11-20,2.97
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,74.112
2018-11-24,0.0
2018-11-25,0.0
2018-11-26,38.04
2018-11-27,309.89
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,479.952
2018-12-01,20.37
2018-12-02,0.0
2018-12-03,227.07999999999998
2018-12-04,798.718
2018-12-05,304.42
2018-12-06,0.0
2018-12-07,179.98399999999998
2018-12-08,358.06
2018-12-09,251.32999999999998
2018-12-10,663.25
2018-12-11,156.292
2018-12-13,0.0
2018-12-14,471.79
2018-12-15,0.0
2018-12-16,339.9
2018-12-17,0.0
2018-12-18,149.32
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,71.0
2018-12-22,806.754
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,190.728
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
