order_date,Binders
2016-08-01,0.0
2016-08-02,6.368
2016-08-05,1.362
2016-08-06,6.23
2016-08-07,50.855999999999995
2016-08-08,461.748
2016-08-09,1217.568
2016-08-10,64.75
2016-08-11,0.0
2016-08-13,17.0
2016-08-15,0.0
2016-08-16,6.486000000000001
2016-08-17,52.2
2016-08-21,112.416
2016-08-22,50.112
2016-08-23,0.0
2016-08-24,2.724
2016-08-25,3.798
2016-08-27,5.104
2016-08-28,41.36
2016-08-29,0.0
2016-08-31,137.24
2016-09-01,133.72
2016-09-03,6.368
2016-09-04,17.418
2016-09-05,49.492
2016-09-06,56.16
2016-09-07,20.541
2016-09-08,0.0
2016-09-10,0.0
2016-09-11,209.6
2016-09-12,0.0
2016-09-13,15.504000000000001
2016-09-14,38.86
2016-09-15,83.448
2016-09-16,0.0
2016-09-17,48.096000000000004
2016-09-18,65.08
2016-09-19,0.0
2016-09-21,14.6
2016-09-22,3.204
2016-09-24,36.924
2016-09-25,108.85500000000002
2016-09-26,351.859
2016-09-27,15.08
2016-09-28,82.872
2016-10-01,25.442
2016-10-02,164.54
2016-10-03,32.07
2016-10-04,0.0
2016-10-05,0.0
2016-10-08,0.0
2016-10-09,13.086
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,12.56
2016-10-13,0.0
2016-10-15,3.96
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,40.0
2016-10-20,0.0
2016-10-22,5.176
2016-10-23,9.672
2016-10-24,3.592
2016-10-25,0.0
2016-10-26,14.301
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,437.88
2016-11-01,0.0
2016-11-02,158.812
2016-11-03,0.0
2016-11-05,130.914
2016-11-06,4.401
2016-11-07,1393.6909999999998
2016-11-08,194.30700000000002
2016-11-09,27.96
2016-11-10,74.76
2016-11-11,0.0
2016-11-12,9.9
2016-11-13,157.986
2016-11-14,19.96
2016-11-15,213.228
2016-11-16,0.0
2016-11-17,0.0
2016-11-19,5.984
2016-11-20,198.506
2016-11-21,75.724
2016-11-22,17.1
2016-11-23,23.912
2016-11-24,120.384
2016-11-25,0.0
2016-11-26,75.77
2016-11-27,6.24
2016-11-28,0.0
2016-11-29,13.088000000000001
2016-11-30,162.92100000000002
2016-12-01,119.384
2016-12-03,697.074
2016-12-05,411.264
2016-12-06,17.604
2016-12-07,28.048
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,156.688
2016-12-12,24.448
2016-12-13,67.08
2016-12-14,11.856
2016-12-15,51.312
2016-12-16,0.0
2016-12-17,122.47999999999999
2016-12-18,0.0
2016-12-19,7.04
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,39.712
2016-12-25,157.9
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-30,0.0
2016-12-31,1204.52
2017-01-02,0.0
2017-01-03,11.88
2017-01-04,104.58
2017-01-05,0.0
2017-01-07,0.0
2017-01-08,136.878
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,49.536
2017-01-16,11.648
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,26.336
2017-01-23,0.0
2017-01-24,31.36
2017-01-25,43.12
2017-01-28,0.0
2017-01-30,69.968
2017-01-31,1270.99
2017-02-01,0.0
2017-02-02,36.4
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,15.92
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,398.352
2017-02-16,5.8
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,88.43
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,56.82
2017-02-28,0.0
2017-03-01,0.0
2017-03-03,447.86
2017-03-04,128.4
2017-03-05,0.0
2017-03-06,3.771
2017-03-07,0.0
2017-03-08,88.014
2017-03-09,51.8
2017-03-10,0.0
2017-03-11,17.46
2017-03-12,0.0
2017-03-13,173.51299999999998
2017-03-14,41.904
2017-03-15,4.544
2017-03-17,32.54
2017-03-18,0.0
2017-03-19,31.086
2017-03-20,16.821
2017-03-21,3.168
2017-03-22,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,17.04
2017-03-27,32.54
2017-03-28,0.0
2017-03-29,71.128
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,17.944
2017-04-02,0.0
2017-04-03,99.846
2017-04-04,588.784
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,1209.896
2017-04-09,40.632
2017-04-10,80.136
2017-04-12,49.832
2017-04-13,0.0
2017-04-14,25.06
2017-04-15,189.588
2017-04-16,25.3
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,24.456
2017-04-21,53.168
2017-04-22,28.485
2017-04-23,269.608
2017-04-24,7.0920000000000005
2017-04-25,25.62
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,7.712
2017-05-01,2.742
2017-05-02,45.576
2017-05-03,2.182
2017-05-05,12.448
2017-05-06,3.208
2017-05-07,85.232
2017-05-08,0.0
2017-05-09,31.711999999999996
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-14,81.354
2017-05-15,533.38
2017-05-16,0.0
2017-05-17,32.86
2017-05-18,0.0
2017-05-19,57.328
2017-05-20,58.753
2017-05-21,5.7620000000000005
2017-05-22,0.0
2017-05-23,6.294
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,9.64
2017-05-27,0.0
2017-05-28,22.72
2017-05-29,34.027
2017-05-30,43.230000000000004
2017-05-31,7.152
2017-06-02,62.88
2017-06-04,0.0
2017-06-05,21.552
2017-06-06,75.81
2017-06-07,4.784
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,63.6
2017-06-12,49.104
2017-06-13,33.568
2017-06-14,39.936
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,56.44
2017-06-18,4.626
2017-06-19,0.0
2017-06-20,47.43
2017-06-21,223.54000000000002
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,38.088
2017-06-26,8.02
2017-06-27,0.0
2017-06-28,49.28
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,75.036
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-07,15.135
2017-07-08,48.0
2017-07-09,0.0
2017-07-10,44.856
2017-07-12,0.0
2017-07-14,68.24799999999999
2017-07-15,0.0
2017-07-16,30.560000000000002
2017-07-17,12.816
2017-07-18,1.872
2017-07-19,86.16
2017-07-20,0.0
2017-07-21,13.029
2017-07-22,5.4
2017-07-23,16.168
2017-07-24,0.0
2017-07-25,130.056
2017-07-28,1369.764
2017-07-29,29.61
2017-07-30,9.264
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,12.544
2017-08-03,0.0
2017-08-04,36.716
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,15.24
2017-08-09,16.218
2017-08-11,119.42
2017-08-12,0.0
2017-08-13,42.072
2017-08-14,0.0
2017-08-15,18.882
2017-08-16,0.0
2017-08-17,15.712
2017-08-18,2.068
2017-08-19,448.792
2017-08-20,0.0
2017-08-21,46.111999999999995
2017-08-22,33.982
2017-08-23,0.0
2017-08-26,146.688
2017-08-27,29.0
2017-08-28,41.596
2017-08-29,5.274
2017-08-30,37.764
2017-08-31,0.0
2017-09-02,64.31099999999999
2017-09-03,1250.318
2017-09-04,174.54
2017-09-05,125.10100000000001
2017-09-06,3.204
2017-09-08,100.16
2017-09-09,69.984
2017-09-10,330.664
2017-09-11,64.208
2017-09-12,20.704
2017-09-13,0.0
2017-09-14,673.568
2017-09-15,910.648
2017-09-16,0.0
2017-09-17,232.4
2017-09-18,4.616
2017-09-19,98.158
2017-09-20,404.32399999999996
2017-09-22,7.506
2017-09-23,35.945
2017-09-24,448.752
2017-09-25,5.022
2017-09-26,22.44
2017-09-27,2.907
2017-09-28,0.0
2017-09-29,90.17999999999999
2017-09-30,1.964
2017-10-01,5.388
2017-10-02,825.142
2017-10-03,0.0
2017-10-04,30.4
2017-10-06,58.730000000000004
2017-10-07,27.264
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,4.095
2017-10-11,0.0
2017-10-13,82.462
2017-10-14,0.0
2017-10-15,396.28
2017-10-16,0.0
2017-10-17,334.14000000000004
2017-10-18,0.0
2017-10-20,19.296
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,101.89599999999999
2017-10-28,157.047
2017-10-29,11.744
2017-10-30,28.752
2017-10-31,0.0
2017-11-01,0.0
2017-11-03,84.27799999999999
2017-11-04,11.888
2017-11-05,203.42
2017-11-06,0.0
2017-11-07,426.464
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,314.11199999999997
2017-11-11,131.632
2017-11-12,28.018
2017-11-13,3.136
2017-11-14,10.556
2017-11-15,1054.928
2017-11-16,8.32
2017-11-17,10.776
2017-11-18,61.12
2017-11-19,44.036
2017-11-20,150.365
2017-11-21,0.0
2017-11-22,206.608
2017-11-23,0.0
2017-11-24,1237.176
2017-11-25,473.88800000000003
2017-11-26,215.245
2017-11-27,152.0
2017-11-28,21.482
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,88.08
2017-12-02,695.136
2017-12-03,18.192
2017-12-04,17.256
2017-12-05,579.5260000000001
2017-12-06,1298.112
2017-12-08,12.957
2017-12-09,276.86600000000004
2017-12-10,833.5120000000001
2017-12-11,373.968
2017-12-12,18.693
2017-12-13,6.096
2017-12-14,23.12
2017-12-15,2.214
2017-12-16,4.788
2017-12-19,51.70199999999999
2017-12-20,15.42
2017-12-22,112.264
2017-12-23,5.553
2017-12-24,27.882
2017-12-25,33.568
2017-12-26,4.992
2017-12-27,0.0
2017-12-29,52.128
2017-12-30,13.308
2017-12-31,198.144
2018-01-01,23.817999999999998
2018-01-02,44.513999999999996
2018-01-06,33.74
2018-01-07,2.808
2018-01-08,0.0
2018-01-09,274.491
2018-01-12,760.98
2018-01-13,0.0
2018-01-14,8.478
2018-01-15,37.06
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,286.056
2018-01-22,0.0
2018-01-23,24.618
2018-01-24,276.784
2018-01-26,7.16
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,131.744
2018-01-30,58.34
2018-02-02,30.96
2018-02-03,9.111
2018-02-04,0.0
2018-02-05,243.992
2018-02-06,46.24
2018-02-09,252.784
2018-02-10,0.0
2018-02-11,21.336
2018-02-13,0.0
2018-02-16,0.0
2018-02-17,5.715
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,4.956
2018-02-25,1.788
2018-02-26,0.0
2018-02-28,9.84
2018-03-02,138.954
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,381.01
2018-03-06,14.976
2018-03-07,25.92
2018-03-08,171.2
2018-03-09,30.84
2018-03-10,13.092
2018-03-11,908.2139999999999
2018-03-12,40.41
2018-03-13,205.18
2018-03-14,0.0
2018-03-16,95.33699999999999
2018-03-17,40.376
2018-03-18,182.994
2018-03-19,61.944
2018-03-20,0.0
2018-03-21,50.016000000000005
2018-03-23,34.76
2018-03-24,0.0
2018-03-25,185.92
2018-03-26,0.0
2018-03-27,17.76
2018-03-28,68.742
2018-03-29,0.0
2018-03-30,5.715
2018-03-31,112.128
2018-04-01,121.68
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,8.1
2018-04-07,5.328
2018-04-09,533.566
2018-04-10,4.419
2018-04-11,11.364
2018-04-12,29.7
2018-04-13,895.92
2018-04-14,19.536
2018-04-15,15.57
2018-04-16,42.652
2018-04-17,42.588
2018-04-20,183.42000000000002
2018-04-21,5.628
2018-04-22,0.0
2018-04-23,104.64
2018-04-24,19.136
2018-04-25,87.24799999999999
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,85.35
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,90.58800000000001
2018-05-04,13.911000000000001
2018-05-05,44.052
2018-05-06,79.601
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,147.92
2018-05-11,26.032
2018-05-12,53.408
2018-05-13,1214.49
2018-05-14,58.17
2018-05-15,4.752
2018-05-16,0.0
2018-05-18,169.048
2018-05-19,159.28
2018-05-20,49.568
2018-05-21,0.0
2018-05-22,1.592
2018-05-23,1.188
2018-05-25,693.76
2018-05-26,0.0
2018-05-27,70.4
2018-05-28,3.564
2018-05-29,43.41
2018-05-30,3.89
2018-06-01,57.698
2018-06-02,0.0
2018-06-03,8.466000000000001
2018-06-04,123.99000000000001
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,95.124
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,22.86
2018-06-12,104.328
2018-06-13,0.0
2018-06-15,0.0
2018-06-16,5.936
2018-06-17,62.976
2018-06-18,0.0
2018-06-19,6.888
2018-06-20,51.312
2018-06-21,129.89600000000002
2018-06-22,44.523
2018-06-24,182.994
2018-06-25,0.0
2018-06-26,102.368
2018-06-27,0.0
2018-06-29,1220.012
2018-06-30,75.792
2018-07-01,169.99
2018-07-02,5.232
2018-07-03,0.0
2018-07-05,17.71
2018-07-06,2.946
2018-07-07,17.472
2018-07-08,109.54400000000001
2018-07-09,1.08
2018-07-10,0.0
2018-07-11,29.8
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,4.448
2018-07-15,26.55
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,7.656
2018-07-20,839.8100000000001
2018-07-21,196.278
2018-07-22,0.0
2018-07-23,42.24
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,9.984
2018-07-29,33.48
2018-07-30,76.776
2018-07-31,878.48
2018-08-01,54.896
2018-08-03,0.0
2018-08-04,3.318
2018-08-05,125.88
2018-08-06,0.0
2018-08-07,56.84
2018-08-10,0.0
2018-08-11,490.37399999999997
2018-08-12,100.704
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,13.428
2018-08-17,1233.826
2018-08-19,493.00600000000003
2018-08-20,239.12
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,28.416
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,878.576
2018-08-28,99.68
2018-08-29,3.24
2018-08-31,6.672
2018-09-01,22.92
2018-09-03,125.176
2018-09-04,631.1379999999999
2018-09-05,0.0
2018-09-08,42.616
2018-09-09,18.657
2018-09-10,802.4680000000001
2018-09-12,45.78
2018-09-13,0.0
2018-09-14,22.194000000000003
2018-09-16,541.6379999999999
2018-09-17,53.943999999999996
2018-09-18,10.08
2018-09-19,23.022
2018-09-20,11.784
2018-09-21,34.362
2018-09-22,782.0110000000001
2018-09-23,105.66399999999999
2018-09-24,54.28
2018-09-25,16.855
2018-09-26,948.216
2018-09-28,79.431
2018-09-29,46.672
2018-09-30,11.646
2018-10-01,144.304
2018-10-02,257.284
2018-10-04,0.0
2018-10-05,135.648
2018-10-06,0.0
2018-10-07,54.694
2018-10-08,0.0
2018-10-09,31.055999999999997
2018-10-10,0.0
2018-10-12,181.712
2018-10-14,78.512
2018-10-15,0.0
2018-10-16,124.75
2018-10-17,0.0
2018-10-20,166.778
2018-10-21,75.495
2018-10-22,3.168
2018-10-23,13.326
2018-10-24,0.0
2018-10-26,114.72
2018-10-27,5.607
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,102.65599999999999
2018-10-31,0.0
2018-11-01,25.12
2018-11-02,590.352
2018-11-03,34.127
2018-11-04,16.652
2018-11-05,194.53
2018-11-06,20.202
2018-11-07,59.952
2018-11-08,0.0
2018-11-09,9.64
2018-11-10,1036.228
2018-11-11,158.176
2018-11-12,60.496
2018-11-13,574.244
2018-11-14,34.278
2018-11-15,0.0
2018-11-16,1.824
2018-11-17,61.861999999999995
2018-11-18,28.68
2018-11-20,84.056
2018-11-21,191.536
2018-11-22,0.0
2018-11-23,301.5
2018-11-24,382.125
2018-11-25,0.0
2018-11-26,126.91199999999999
2018-11-27,722.852
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,68.472
2018-12-01,74.272
2018-12-02,859.8000000000001
2018-12-03,127.326
2018-12-04,5.346
2018-12-05,305.76
2018-12-06,0.0
2018-12-08,112.904
2018-12-09,211.18099999999998
2018-12-10,169.11700000000002
2018-12-11,43.712
2018-12-13,0.0
2018-12-14,64.96
2018-12-15,0.0
2018-12-16,74.47999999999999
2018-12-17,51.864
2018-12-18,53.907999999999994
2018-12-19,36.672
2018-12-20,57.336
2018-12-21,23.88
2018-12-22,7.971
2018-12-23,13.84
2018-12-24,156.348
2018-12-25,254.161
2018-12-26,3.132
2018-12-27,0.0
2018-12-28,62.032
2018-12-29,12.53
2018-12-30,87.4
