order_date,Tables
2015-09-28,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,143.432
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,328.59
2015-10-21,1000.9100000000001
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,945.036
2015-11-04,573.728
2015-11-05,0.0
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,629.064
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,490.44
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-13,0.0
2015-12-14,136.53
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-19,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,53.316
2015-12-24,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,523.764
2015-12-31,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,1018.104
2016-01-12,0.0
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,102.438
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-18,35.544
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,493.92
2016-02-28,0.0
2016-03-01,0.0
2016-03-02,787.53
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,171.96
2016-03-17,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-02,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-09,369.912
2016-04-10,0.0
2016-04-11,0.0
2016-04-14,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,191.5155
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-07,244.006
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,796.425
2016-06-23,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,199.836
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,358.58
2016-07-26,393.165
2016-07-27,0.0
2016-07-30,0.0
2016-07-31,1090.782
2016-08-01,1004.976
2016-08-02,277.5
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,1005.2560000000001
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-25,0.0
2016-08-27,0.0
2016-08-28,103.481
2016-08-29,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,508.59
2016-09-08,0.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,1082.886
2016-09-15,801.96
2016-09-16,0.0
2016-09-17,344.22
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-24,0.0
2016-09-25,1044.63
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,957.5775
2016-10-12,209.67
2016-10-13,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,364.776
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,347.361
2016-10-25,253.176
2016-10-26,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,0.0
2016-11-01,301.96
2016-11-02,1038.84
2016-11-03,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,1024.38
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-17,0.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-22,206.962
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,821.5255
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,801.96
2016-12-11,364.95
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,1053.164
2016-12-20,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,51.588
2016-12-28,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-02,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,181.797
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,313.722
2017-01-28,0.0
2017-01-30,626.1
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,557.728
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,550.431
2017-02-15,0.0
2017-02-16,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,836.592
2017-03-03,637.896
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,145.98
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,244.006
2017-03-12,0.0
2017-03-13,557.585
2017-03-14,0.0
2017-03-15,0.0
2017-03-17,0.0
2017-03-18,189.882
2017-03-19,0.0
2017-03-20,697.16
2017-03-21,99.372
2017-03-22,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-12,343.92
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,205.176
2017-04-21,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,0.0
2017-05-01,370.62
2017-05-02,0.0
2017-05-03,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,174.286
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-31,0.0
2017-06-02,0.0
2017-06-04,177.225
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-09,692.94
2017-06-11,902.712
2017-06-12,0.0
2017-06-13,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,376.866
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,0.0
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,863.128
2017-08-01,0.0
2017-08-02,136.464
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,513.024
2017-08-09,0.0
2017-08-11,0.0
2017-08-12,771.4405
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,161.28
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-26,447.84
2017-08-27,244.615
2017-08-28,0.0
2017-08-29,241.92
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,1041.2459999999999
2017-09-03,0.0
2017-09-04,0.0
2017-09-06,0.0
2017-09-08,747.51
2017-09-09,0.0
2017-09-10,300.93
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-16,0.0
2017-09-17,0.0
2017-09-18,383.438
2017-09-19,0.0
2017-09-20,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,393.165
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,330.588
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,239.372
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,727.45
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,142.182
2017-10-17,0.0
2017-10-18,0.0
2017-10-20,0.0
2017-10-21,661.176
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,0.0
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-03,842.94
2017-11-04,876.3
2017-11-05,863.128
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-12,674.352
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,630.024
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,0.0
2017-11-26,313.176
2017-11-27,331.023
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,366.009
2017-12-02,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-10,0.0
2017-12-12,0.0
2017-12-14,0.0
2017-12-16,0.0
2017-12-18,377.45
2017-12-19,455.97
2017-12-20,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-26,902.712
2017-12-27,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,913.43
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,892.98
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,399.672
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,210.98
2018-01-24,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,69.375
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,0.0
2018-02-13,0.0
2018-02-16,0.0
2018-02-17,936.9300000000001
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,386.91
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-28,0.0
2018-03-02,0.0
2018-03-03,399.672
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,933.408
2018-03-11,154.764
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,697.16
2018-03-20,0.0
2018-03-21,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,292.1
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,411.8
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,854.4745
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,1048.35
2018-04-30,0.0
2018-05-01,933.262
2018-05-02,0.0
2018-05-03,373.47
2018-05-04,300.904
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,286.85
2018-05-11,0.0
2018-05-12,285.48
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,171.288
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,384.768
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,0.0
2018-06-09,108.925
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,452.94
2018-06-13,0.0
2018-06-15,120.96
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,457.485
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-24,0.0
2018-06-25,871.4
2018-06-26,0.0
2018-06-27,0.0
2018-06-29,307.314
2018-06-30,1044.63
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,215.148
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,801.6
2018-07-20,0.0
2018-07-21,124.404
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,436.70399999999995
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,418.296
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,568.728
2018-08-22,524.54
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-29,0.0
2018-08-31,0.0
2018-09-01,283.56
2018-09-02,491.054
2018-09-03,0.0
2018-09-05,0.0
2018-09-07,0.0
2018-09-08,765.625
2018-09-09,0.0
2018-09-10,0.0
2018-09-11,512.19
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,300.904
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-28,0.0
2018-09-29,344.22
2018-09-30,0.0
2018-10-01,0.0
2018-10-03,171.288
2018-10-04,0.0
2018-10-05,206.352
2018-10-06,0.0
2018-10-07,154.764
2018-10-08,0.0
2018-10-09,719.095
2018-10-10,0.0
2018-10-12,673.344
2018-10-14,0.0
2018-10-15,510.24
2018-10-17,0.0
2018-10-19,115.643
2018-10-20,284.364
2018-10-21,262.11
2018-10-22,426.205
2018-10-23,878.64
2018-10-24,517.405
2018-10-26,356.85
2018-10-27,189.576
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,251.006
2018-10-31,0.0
2018-11-02,0.0
2018-11-04,523.764
2018-11-05,166.5
2018-11-07,350.352
2018-11-08,0.0
2018-11-09,0.0
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,1017.1650000000001
2018-11-20,0.0
2018-11-21,70.98
2018-11-22,0.0
2018-11-23,127.785
2018-11-24,435.168
2018-11-25,0.0
2018-11-26,257.94
2018-11-27,0.0
2018-11-29,0.0
2018-12-01,0.0
2018-12-02,0.0
2018-12-03,521.96
2018-12-04,0.0
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-08,1004.024
2018-12-09,896.328
2018-12-11,721.875
2018-12-13,0.0
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,273.06
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
