order_date,Paper
2016-06-14,0.0
2016-06-15,9.568
2016-06-16,27.216
2016-06-18,32.688
2016-06-19,6.48
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,79.056
2016-06-26,43.056
2016-06-28,15.552
2016-06-29,24.96
2016-07-02,67.504
2016-07-03,6.72
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,21.12
2016-07-09,6.58
2016-07-10,0.0
2016-07-11,29.97
2016-07-12,0.0
2016-07-13,48.84
2016-07-14,18.496
2016-07-16,80.88
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,124.22
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,12.96
2016-07-26,0.0
2016-07-27,0.0
2016-07-30,0.0
2016-07-31,19.44
2016-08-01,0.0
2016-08-02,8.4
2016-08-05,0.0
2016-08-06,83.92
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,287.82
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-17,36.288
2016-08-21,137.708
2016-08-22,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-27,114.2
2016-08-28,0.0
2016-08-29,0.0
2016-08-31,79.28
2016-09-01,0.0
2016-09-03,0.0
2016-09-04,284.26
2016-09-05,36.84
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,26.4
2016-09-11,38.88
2016-09-12,28.9
2016-09-13,69.93
2016-09-14,0.0
2016-09-15,28.512
2016-09-16,0.0
2016-09-17,143.35999999999999
2016-09-18,199.18
2016-09-19,22.96
2016-09-20,61.4
2016-09-21,23.92
2016-09-22,32.4
2016-09-24,0.0
2016-09-25,76.2
2016-09-26,259.13599999999997
2016-09-28,0.0
2016-10-01,0.0
2016-10-02,114.28999999999999
2016-10-03,0.0
2016-10-04,20.736
2016-10-05,0.0
2016-10-08,0.0
2016-10-09,23.92
2016-10-10,45.36
2016-10-11,0.0
2016-10-12,51.84
2016-10-13,0.0
2016-10-15,5.344
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,17.94
2016-10-19,34.44
2016-10-20,24.56
2016-10-22,0.0
2016-10-23,108.584
2016-10-24,25.92
2016-10-25,0.0
2016-10-26,131.904
2016-10-28,0.0
2016-10-29,33.4
2016-10-30,0.0
2016-10-31,19.98
2016-11-01,13.52
2016-11-02,0.0
2016-11-03,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,83.94
2016-11-08,110.88
2016-11-09,28.692
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,31.252
2016-11-14,37.0
2016-11-15,0.0
2016-11-16,179.82
2016-11-17,138.72
2016-11-19,0.0
2016-11-20,19.65
2016-11-21,0.0
2016-11-22,155.62
2016-11-25,0.0
2016-11-26,10.95
2016-11-29,19.92
2016-11-30,49.58
2016-12-01,184.58
2016-12-03,201.108
2016-12-04,85.96
2016-12-05,22.68
2016-12-07,12.96
2016-12-09,34.02
2016-12-11,112.752
2016-12-12,166.72
2016-12-13,32.400000000000006
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,4.98
2016-12-17,0.0
2016-12-18,20.736
2016-12-19,146.18
2016-12-20,72.6
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,274.68600000000004
2016-12-25,68.208
2016-12-26,212.64
2016-12-27,224.54
2016-12-28,0.0
2016-12-30,68.52
2016-12-31,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,25.92
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,78.864
2017-01-14,89.568
2017-01-15,142.1
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,12.96
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,18.0
2017-01-28,0.0
2017-01-30,156.512
2017-01-31,72.25200000000001
2017-02-01,105.52
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-06,0.0
2017-02-07,30.352
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,146.82
2017-02-14,4.77
2017-02-15,0.0
2017-02-16,5.184
2017-02-19,70.88
2017-02-20,16.496
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,26.38
2017-03-03,209.224
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,12.96
2017-03-09,17.94
2017-03-10,14.9
2017-03-11,0.0
2017-03-12,32.94
2017-03-13,111.32
2017-03-14,5.184
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,31.104
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,22.48
2017-03-25,0.0
2017-03-26,17.64
2017-03-27,0.0
2017-03-28,5.98
2017-03-29,59.007999999999996
2017-03-30,11.34
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,10.272
2017-04-04,27.81
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,37.94
2017-04-08,93.32
2017-04-09,0.0
2017-04-10,12.96
2017-04-12,70.702
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,143.7
2017-04-16,123.088
2017-04-17,0.0
2017-04-18,9.664
2017-04-21,51.84
2017-04-22,0.0
2017-04-23,222.88
2017-04-24,15.552
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,29.472
2017-04-30,0.0
2017-05-01,129.36
2017-05-02,0.0
2017-05-03,0.0
2017-05-05,186.74
2017-05-06,49.568
2017-05-07,0.0
2017-05-08,38.996
2017-05-09,108.68
2017-05-10,11.96
2017-05-11,5.98
2017-05-12,0.0
2017-05-14,31.104
2017-05-15,15.232
2017-05-16,17.34
2017-05-17,30.528
2017-05-18,17.94
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,194.61599999999999
2017-05-22,0.0
2017-05-23,15.348
2017-05-24,191.6
2017-05-25,19.36
2017-05-26,102.22
2017-05-28,244.912
2017-05-29,0.0
2017-05-31,28.863999999999997
2017-06-02,30.18
2017-06-04,116.74
2017-06-05,0.0
2017-06-06,278.32
2017-06-07,37.129999999999995
2017-06-09,0.0
2017-06-10,32.4
2017-06-11,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,173.488
2017-06-16,46.35
2017-06-18,83.712
2017-06-19,17.12
2017-06-20,156.61599999999999
2017-06-21,0.0
2017-06-23,166.70999999999998
2017-06-24,104.85
2017-06-25,0.0
2017-06-27,37.464
2017-06-28,61.96
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,88.02000000000001
2017-07-02,41.472
2017-07-03,136.88
2017-07-04,0.0
2017-07-07,85.588
2017-07-08,28.944000000000003
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,219.84
2017-07-15,105.52
2017-07-16,80.136
2017-07-17,136.89
2017-07-18,18.496
2017-07-19,245.94
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,84.24000000000001
2017-07-23,5.184
2017-07-24,0.0
2017-07-25,65.5
2017-07-28,109.92
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,19.648
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,70.88
2017-08-07,0.0
2017-08-08,64.512
2017-08-09,30.816
2017-08-11,32.4
2017-08-12,6.48
2017-08-13,10.272
2017-08-14,31.092
2017-08-15,37.52
2017-08-16,32.4
2017-08-17,0.0
2017-08-18,83.84
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,60.480000000000004
2017-08-22,19.44
2017-08-23,34.68
2017-08-26,203.948
2017-08-28,15.48
2017-08-29,64.624
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,104.16
2017-09-02,0.0
2017-09-03,79.12
2017-09-04,251.692
2017-09-06,41.92
2017-09-08,129.814
2017-09-09,0.0
2017-09-10,88.67
2017-09-11,46.362
2017-09-12,68.52
2017-09-13,35.25
2017-09-14,25.92
2017-09-15,26.744
2017-09-16,12.96
2017-09-17,6.48
2017-09-19,176.92
2017-09-20,143.31
2017-09-22,35.88
2017-09-23,11.952
2017-09-24,48.18000000000001
2017-09-25,60.048
2017-09-26,82.75
2017-09-27,17.94
2017-09-28,99.136
2017-09-29,18.97
2017-09-30,0.0
2017-10-01,28.352
2017-10-02,0.0
2017-10-03,106.38
2017-10-04,0.0
2017-10-06,0.0
2017-10-07,10.56
2017-10-08,61.96
2017-10-09,19.136
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,101.708
2017-10-14,244.136
2017-10-15,190.35999999999999
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-20,51.016
2017-10-21,58.800000000000004
2017-10-22,6.68
2017-10-24,15.552
2017-10-25,0.0
2017-10-27,0.0
2017-10-28,140.26999999999998
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,32.064
2017-11-01,0.0
2017-11-04,102.00800000000001
2017-11-05,0.0
2017-11-06,124.88
2017-11-07,25.86
2017-11-08,0.0
2017-11-09,0.0
2017-11-11,0.0
2017-11-12,19.98
2017-11-13,217.056
2017-11-14,21.73
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,15.232
2017-11-18,19.648
2017-11-19,55.118
2017-11-21,124.25200000000001
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,127.704
2017-11-25,5.08
2017-11-26,84.34
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,47.12
2017-12-01,71.82
2017-12-02,152.156
2017-12-03,182.72
2017-12-04,145.41
2017-12-05,0.0
2017-12-08,55.944
2017-12-09,9.392
2017-12-10,285.56
2017-12-11,30.98
2017-12-12,49.12
2017-12-13,0.0
2017-12-14,14.62
2017-12-15,19.44
2017-12-16,0.0
2017-12-17,51.84
2017-12-18,50.528000000000006
2017-12-19,0.0
2017-12-20,33.9
2017-12-22,0.0
2017-12-23,93.80799999999999
2017-12-24,33.4
2017-12-25,151.68
2017-12-26,33.9
2017-12-27,34.048
2017-12-29,248.8
2017-12-30,72.224
2017-12-31,23.48
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,38.88
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,40.08
2018-01-13,32.4
2018-01-14,191.188
2018-01-15,12.7
2018-01-16,56.07
2018-01-19,113.896
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,11.96
2018-01-23,32.400000000000006
2018-01-24,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,279.9
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,78.304
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,29.9
2018-02-09,0.0
2018-02-10,23.12
2018-02-11,0.0
2018-02-13,17.94
2018-02-16,37.94
2018-02-17,11.76
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-23,37.44
2018-02-24,123.92
2018-02-25,0.0
2018-02-26,247.04
2018-02-28,7.78
2018-03-02,68.04
2018-03-03,26.88
2018-03-04,89.568
2018-03-05,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-14,0.0
2018-03-16,6.48
2018-03-17,10.272
2018-03-18,0.0
2018-03-19,0.0
2018-03-21,283.17999999999995
2018-03-23,45.72
2018-03-24,221.92
2018-03-25,6.848
2018-03-26,74.352
2018-03-27,186.22
2018-03-28,59.72
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,75.04
2018-04-01,42.93
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,106.32
2018-04-07,0.0
2018-04-10,17.978
2018-04-11,0.0
2018-04-12,39.96
2018-04-13,5.28
2018-04-14,13.872
2018-04-15,115.428
2018-04-16,0.0
2018-04-17,48.876000000000005
2018-04-20,0.0
2018-04-21,20.736
2018-04-22,0.0
2018-04-23,5.344
2018-04-24,0.0
2018-04-25,19.05
2018-04-26,20.34
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,174.328
2018-05-01,0.0
2018-05-02,50.099999999999994
2018-05-03,25.92
2018-05-04,59.12
2018-05-05,6.68
2018-05-06,84.416
2018-05-07,0.0
2018-05-08,41.472
2018-05-09,0.0
2018-05-11,44.288
2018-05-12,87.6
2018-05-13,14.94
2018-05-15,72.256
2018-05-16,0.0
2018-05-18,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-26,12.96
2018-05-27,25.92
2018-05-28,29.424
2018-05-29,33.900000000000006
2018-05-30,37.52
2018-06-01,27.744
2018-06-02,61.376000000000005
2018-06-03,72.872
2018-06-04,12.48
2018-06-05,20.736
2018-06-06,0.0
2018-06-08,85.056
2018-06-09,85.472
2018-06-10,40.032
2018-06-11,160.91
2018-06-12,38.480000000000004
2018-06-13,0.0
2018-06-15,109.3
2018-06-16,230.14
2018-06-17,12.224
2018-06-18,113.232
2018-06-19,243.99599999999998
2018-06-20,63.504
2018-06-22,0.0
2018-06-24,32.016
2018-06-25,0.0
2018-06-26,73.06
2018-06-27,39.510000000000005
2018-06-29,5.184
2018-06-30,204.95
2018-07-01,25.92
2018-07-02,163.96
2018-07-05,46.656
2018-07-06,16.056
2018-07-07,15.552
2018-07-08,77.32
2018-07-09,274.8
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,3.816
2018-07-13,13.56
2018-07-14,9.248
2018-07-15,21.92
2018-07-16,0.0
2018-07-17,132.3
2018-07-18,16.096
2018-07-20,13.36
2018-07-21,22.82
2018-07-22,0.0
2018-07-23,121.632
2018-07-24,0.0
2018-07-25,20.736
2018-07-26,0.0
2018-07-27,39.16
2018-07-28,0.0
2018-07-29,0.0
2018-07-30,0.0
2018-07-31,66.356
2018-08-01,36.288
2018-08-03,0.0
2018-08-04,7.968
2018-08-05,13.76
2018-08-06,115.296
2018-08-07,269.11
2018-08-10,177.2
2018-08-11,55.584
2018-08-12,212.896
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,8.56
2018-08-18,0.0
2018-08-19,19.44
2018-08-20,25.92
2018-08-22,0.0
2018-08-23,58.288
2018-08-24,10.368
2018-08-25,195.584
2018-08-26,0.0
2018-08-27,134.136
2018-08-28,52.064
2018-08-29,0.0
2018-08-31,229.544
2018-09-01,0.0
2018-09-02,256.052
2018-09-04,52.608000000000004
2018-09-05,15.552
2018-09-07,145.42
2018-09-08,20.736
2018-09-09,262.528
2018-09-10,128.716
2018-09-13,0.0
2018-09-14,113.522
2018-09-15,195.832
2018-09-16,50.1
2018-09-17,284.15999999999997
2018-09-19,32.4
2018-09-20,52.28
2018-09-21,55.86
2018-09-22,259.98
2018-09-24,42.504
2018-09-25,0.0
2018-09-26,35.88
2018-09-28,24.72
2018-09-29,75.55
2018-10-01,216.13
2018-10-02,69.856
2018-10-03,15.552
2018-10-04,0.0
2018-10-05,61.96
2018-10-06,246.14999999999998
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,64.99600000000001
2018-10-10,0.0
2018-10-12,18.336
2018-10-13,119.056
2018-10-14,0.0
2018-10-15,204.95
2018-10-17,12.96
2018-10-19,53.152
2018-10-20,106.512
2018-10-21,9.248000000000001
2018-10-22,0.0
2018-10-23,81.4
2018-10-24,0.0
2018-10-26,0.0
2018-10-27,110.01599999999999
2018-10-28,63.504
2018-10-29,46.96
2018-10-30,28.156
2018-10-31,0.0
2018-11-01,230.69
2018-11-02,55.050000000000004
2018-11-03,237.66000000000003
2018-11-04,9.664
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-10,0.0
2018-11-11,29.808
2018-11-13,8.904
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,220.5
2018-11-18,106.592
2018-11-19,30.256
2018-11-20,46.76
2018-11-21,60.288000000000004
2018-11-22,0.0
2018-11-23,125.28
2018-11-24,256.164
2018-11-25,82.94999999999999
2018-11-26,0.0
2018-11-28,129.664
2018-11-29,0.0
2018-11-30,0.0
2018-12-01,117.02799999999999
2018-12-02,129.34
2018-12-03,211.576
2018-12-04,110.03200000000001
2018-12-05,153.44
2018-12-06,0.0
2018-12-07,65.592
2018-12-08,287.81
2018-12-10,23.328000000000003
2018-12-11,28.308
2018-12-13,51.84
2018-12-14,0.0
2018-12-15,22.83
2018-12-16,13.36
2018-12-17,41.39
2018-12-18,136.72
2018-12-19,0.0
2018-12-21,166.44
2018-12-22,101.8
2018-12-23,249.50400000000002
2018-12-24,19.44
2018-12-26,60.782
2018-12-27,0.0
2018-12-28,4.28
2018-12-29,209.7
2018-12-30,0.0
