order_date,Storage
2015-06-09,0.0
2015-06-10,0.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-20,509.488
2015-06-21,36.84
2015-06-22,663.75
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-27,306.2
2015-06-28,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-04,0.0
2015-07-05,502.2
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,23.92
2015-07-11,0.0
2015-07-12,249.75
2015-07-13,0.0
2015-07-14,55.92
2015-07-15,0.0
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,904.2579999999999
2015-07-21,0.0
2015-07-22,263.132
2015-07-23,0.0
2015-07-25,53.72
2015-07-26,123.552
2015-07-27,276.28
2015-07-28,0.0
2015-07-30,0.0
2015-08-01,0.0
2015-08-02,838.38
2015-08-03,21.36
2015-08-04,158.9
2015-08-05,15.78
2015-08-06,0.0
2015-08-08,423.28
2015-08-09,0.0
2015-08-11,375.34
2015-08-12,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-19,344.91
2015-08-20,0.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,48.84
2015-08-26,0.0
2015-08-27,0.0
2015-08-29,0.0
2015-08-30,95.94
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-05,264.32
2015-09-06,0.0
2015-09-07,84.644
2015-09-08,776.778
2015-09-10,0.0
2015-09-11,0.0
2015-09-12,0.0
2015-09-13,79.4
2015-09-14,449.15
2015-09-15,0.0
2015-09-16,0.0
2015-09-17,88.21000000000001
2015-09-19,159.86399999999998
2015-09-20,0.0
2015-09-21,0.0
2015-09-22,541.6659999999999
2015-09-23,404.9
2015-09-24,211.96
2015-09-25,0.0
2015-09-26,310.12
2015-09-27,0.0
2015-09-28,46.26
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,61.568
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,470.26
2015-10-07,107.44
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,313.824
2015-10-12,21.39
2015-10-13,315.2
2015-10-14,349.34999999999997
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,462.88200000000006
2015-10-19,0.0
2015-10-20,815.6320000000001
2015-10-21,194.7
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,141.4
2015-10-29,0.0
2015-10-31,485.94
2015-11-01,513.44
2015-11-02,362.92
2015-11-03,25.984
2015-11-04,43.57
2015-11-07,59.21
2015-11-08,0.0
2015-11-09,433.44
2015-11-10,598.3499999999999
2015-11-11,665.88
2015-11-12,49.632
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,514.36
2015-11-18,525.662
2015-11-19,221.16
2015-11-20,0.0
2015-11-21,193.95
2015-11-22,0.0
2015-11-23,0.0
2015-11-26,669.08
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,222.112
2015-12-07,269.36
2015-12-08,99.488
2015-12-09,337.8
2015-12-10,0.0
2015-12-12,8.94
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-19,32.592
2015-12-20,122.48
2015-12-21,0.0
2015-12-22,348.56
2015-12-23,508.192
2015-12-24,163.20000000000002
2015-12-26,419.01599999999996
2015-12-27,199.626
2015-12-28,704.25
2015-12-29,57.849999999999994
2015-12-30,39.128
2015-12-31,0.0
2016-01-02,85.52
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-12,465.18
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,0.0
2016-02-06,817.482
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,77.24
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,0.0
2016-02-28,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-05,623.816
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,89.82
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,46.74
2016-03-17,33.82
2016-03-20,29.304
2016-03-21,0.0
2016-03-22,279.976
2016-03-23,27.92
2016-03-24,0.0
2016-03-26,0.0
2016-03-27,83.7
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-02,0.0
2016-04-04,0.0
2016-04-05,563.808
2016-04-06,0.0
2016-04-07,22.58
2016-04-09,17.94
2016-04-10,142.04
2016-04-11,0.0
2016-04-13,10.744
2016-04-14,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,221.024
2016-04-26,72.784
2016-04-27,0.0
2016-04-28,23.832
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,37.32
2016-05-02,0.0
2016-05-03,76.752
2016-05-04,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,36.63
2016-05-13,0.0
2016-05-15,51.968
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,104.79
2016-05-23,51.45
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-28,629.1999999999999
2016-05-29,540.57
2016-05-30,0.0
2016-05-31,466.16
2016-06-01,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-12,54.459999999999994
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,82.368
2016-06-16,0.0
2016-06-18,450.04
2016-06-19,228.92
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,382.486
2016-06-26,15.42
2016-06-28,0.0
2016-06-29,0.0
2016-07-02,504.10400000000004
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,38.976
2016-07-06,601.65
2016-07-08,0.0
2016-07-09,98.21
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,272.736
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,176.16
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-30,61.792
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-05,33.488
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,63.94
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,422.856
2016-08-15,393.36
2016-08-16,44.688
2016-08-17,0.0
2016-08-21,744.052
2016-08-22,0.0
2016-08-23,0.0
2016-08-25,0.0
2016-08-27,484.65
2016-08-29,0.0
2016-08-31,0.0
2016-09-03,188.106
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,756.15
2016-09-08,41.88
2016-09-10,353.88
2016-09-11,851.4799999999999
2016-09-12,105.98
2016-09-13,0.0
2016-09-15,362.716
2016-09-16,0.0
2016-09-17,109.5
2016-09-19,0.0
2016-09-20,294.368
2016-09-22,745.4879999999999
2016-09-24,33.568
2016-09-25,0.0
2016-09-26,547.722
2016-09-27,15.51
2016-09-28,0.0
2016-10-01,139.424
2016-10-02,270.34
2016-10-03,15.008
2016-10-04,26.96
2016-10-05,77.55
2016-10-08,0.0
2016-10-09,30.84
2016-10-11,22.368
2016-10-12,81.96
2016-10-13,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,77.88
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-22,9.952
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,718.64
2016-10-28,36.63
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,46.84
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-05,62.8
2016-11-06,0.0
2016-11-07,262.432
2016-11-08,67.15
2016-11-09,262.49
2016-11-11,418.32
2016-11-12,64.784
2016-11-13,84.96
2016-11-14,0.0
2016-11-15,321.222
2016-11-16,21.488
2016-11-19,0.0
2016-11-20,158.992
2016-11-21,0.0
2016-11-22,33.63
2016-11-23,27.056
2016-11-24,454.86
2016-11-25,0.0
2016-11-26,104.9
2016-11-27,0.0
2016-11-28,136.288
2016-11-29,523.48
2016-11-30,0.0
2016-12-01,208.41
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-07,0.0
2016-12-08,221.96
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,46.344
2016-12-12,360.38
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,180.016
2016-12-18,646.776
2016-12-19,0.0
2016-12-20,88.8
2016-12-21,0.0
2016-12-22,33.568
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,358.284
2016-12-28,24.816
2016-12-30,74.94
2016-12-31,152.688
2017-01-02,0.0
2017-01-03,114.46
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,0.0
2017-01-24,0.0
2017-01-25,428.68
2017-01-28,0.0
2017-01-30,305.01
2017-01-31,0.0
2017-02-01,56.45
2017-02-02,117.96
2017-02-03,0.0
2017-02-04,93.02
2017-02-05,421.96000000000004
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-19,242.94
2017-02-20,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,362.92
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,12.992
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,11.21
2017-03-10,104.696
2017-03-11,481.32
2017-03-12,676.55
2017-03-13,678.64
2017-03-14,0.0
2017-03-15,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,527.59
2017-03-27,0.0
2017-03-28,119.32
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,161.94
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,31.02
2017-04-05,158.368
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,64.96
2017-04-09,0.0
2017-04-10,730.17
2017-04-12,181.536
2017-04-13,0.0
2017-04-14,124.176
2017-04-15,4.768
2017-04-16,0.0
2017-04-17,0.0
2017-04-19,459.88
2017-04-21,102.336
2017-04-22,23.952
2017-04-23,55.92
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,76.548
2017-05-03,195.64
2017-05-05,5.98
2017-05-06,0.0
2017-05-07,0.0
2017-05-09,856.656
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,82.368
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,552.56
2017-05-17,0.0
2017-05-18,104.28
2017-05-19,454.9
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-26,184.704
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,49.76
2017-05-31,0.0
2017-06-02,64.784
2017-06-04,0.0
2017-06-05,484.988
2017-06-06,714.3
2017-06-07,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,294.096
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,249.3
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,161.94
2017-06-21,0.0
2017-06-23,418.58
2017-06-24,0.0
2017-06-25,254.352
2017-06-26,890.19
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,191.88
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,27.92
2017-07-07,0.0
2017-07-08,33.488
2017-07-09,0.0
2017-07-10,354.808
2017-07-12,0.0
2017-07-14,11.21
2017-07-15,0.0
2017-07-16,37.224
2017-07-17,655.51
2017-07-19,87.92
2017-07-20,0.0
2017-07-21,166.176
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,7.89
2017-07-28,0.0
2017-07-29,789.544
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-11,0.0
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,17.94
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,742.2660000000001
2017-08-26,0.0
2017-08-27,14.16
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,54.224
2017-08-31,23.968
2017-09-01,0.0
2017-09-02,105.368
2017-09-03,54.5
2017-09-04,665.3299999999999
2017-09-05,359.346
2017-09-06,10.784
2017-09-08,428.828
2017-09-09,0.0
2017-09-10,59.48
2017-09-11,370.46
2017-09-12,67.9
2017-09-13,413.82
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,0.0
2017-09-17,295.4
2017-09-18,900.08
2017-09-20,0.0
2017-09-22,128.34
2017-09-23,118.25
2017-09-24,553.016
2017-09-25,355.76
2017-09-26,51.45
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,32.48
2017-10-03,0.0
2017-10-04,119.1
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,387.72
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,99.87
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-20,20.86
2017-10-21,711.822
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,33.48
2017-10-29,40.74
2017-10-30,0.0
2017-11-01,111.672
2017-11-03,0.0
2017-11-04,45.248
2017-11-05,0.0
2017-11-06,84.84
2017-11-07,430.908
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,945.296
2017-11-11,111.5
2017-11-12,0.0
2017-11-13,139.06
2017-11-14,40.44
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-19,234.26399999999998
2017-11-20,39.72
2017-11-21,21.568
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,41.92
2017-11-25,636.76
2017-11-26,0.0
2017-11-27,137.792
2017-11-29,0.0
2017-11-30,496.86
2017-12-03,855.03
2017-12-04,589.6800000000001
2017-12-06,0.0
2017-12-08,386.43
2017-12-09,0.0
2017-12-10,80.58
2017-12-11,443.788
2017-12-12,26.86
2017-12-13,0.0
2017-12-14,151.95000000000002
2017-12-15,296.37
2017-12-16,0.0
2017-12-17,46.53
2017-12-18,900.08
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-24,540.048
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-29,14.03
2017-12-30,481.32
2017-12-31,156.512
2018-01-01,454.56
2018-01-02,372.144
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,214.8
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,168.624
2018-01-15,0.0
2018-01-16,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,591.148
2018-01-23,0.0
2018-01-24,0.0
2018-01-26,18.16
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,129.3
2018-02-02,139.04
2018-02-03,285.552
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-09,354.9
2018-02-10,0.0
2018-02-11,0.0
2018-02-13,0.0
2018-02-16,629.862
2018-02-17,166.45
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,51.168
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-28,0.0
2018-03-02,0.0
2018-03-03,0.0
2018-03-04,8.72
2018-03-05,221.16
2018-03-06,67.78
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,43.28
2018-03-12,242.94
2018-03-13,90.8
2018-03-14,0.0
2018-03-16,410.854
2018-03-17,153.97
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-23,176.208
2018-03-24,12.768
2018-03-25,0.0
2018-03-26,32.232
2018-03-27,332.94
2018-03-28,795.48
2018-03-29,81.4
2018-03-30,59.76
2018-03-31,0.0
2018-04-01,94.2
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-09,501.81
2018-04-10,286.15
2018-04-11,16.768
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,238.464
2018-04-17,195.136
2018-04-20,384.04
2018-04-21,0.0
2018-04-22,675.06
2018-04-23,0.0
2018-04-24,186.352
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,8.384
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,832.96
2018-05-04,588.35
2018-05-05,0.0
2018-05-06,772.68
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,171.24
2018-05-11,74.416
2018-05-12,127.92
2018-05-13,530.34
2018-05-14,22.58
2018-05-15,0.0
2018-05-16,221.024
2018-05-18,8.928
2018-05-19,0.0
2018-05-20,704.76
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,48.816
2018-05-25,50.136
2018-05-26,0.0
2018-05-27,477.15
2018-05-28,0.0
2018-05-29,53.424
2018-05-30,0.0
2018-06-01,324.744
2018-06-02,27.44
2018-06-03,136.26
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,26.4
2018-06-08,35.168
2018-06-09,720.76
2018-06-11,387.0
2018-06-12,0.0
2018-06-13,164.736
2018-06-15,227.32600000000002
2018-06-16,0.0
2018-06-17,160.382
2018-06-18,0.0
2018-06-19,153.584
2018-06-20,4.464
2018-06-21,0.0
2018-06-22,8.928
2018-06-24,0.0
2018-06-25,0.0
2018-06-27,0.0
2018-07-01,443.92
2018-07-02,0.0
2018-07-03,87.92
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,13.392
2018-07-08,0.0
2018-07-09,424.55999999999995
2018-07-10,298.464
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,360.38
2018-07-14,301.496
2018-07-15,0.0
2018-07-16,0.0
2018-07-17,10.56
2018-07-18,0.0
2018-07-20,69.712
2018-07-21,222.32
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,259.92
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,14.98
2018-07-29,0.0
2018-07-30,330.4
2018-07-31,56.56
2018-08-01,186.54
2018-08-03,115.93
2018-08-04,0.0
2018-08-05,151.056
2018-08-06,0.0
2018-08-07,118.16
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,46.74
2018-08-13,31.44
2018-08-14,0.0
2018-08-16,67.136
2018-08-17,540.57
2018-08-19,0.0
2018-08-20,266.85
2018-08-21,572.58
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,25.696
2018-08-26,53.72
2018-08-27,418.74
2018-08-28,0.0
2018-08-29,27.44
2018-08-31,354.424
2018-09-01,0.0
2018-09-02,599.2
2018-09-03,0.0
2018-09-04,710.0540000000001
2018-09-05,147.184
2018-09-07,515.76
2018-09-08,126.80000000000001
2018-09-10,286.29
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,70.98
2018-09-15,120.57999999999998
2018-09-16,0.0
2018-09-17,295.79
2018-09-18,47.584
2018-09-19,108.24
2018-09-20,45.4
2018-09-21,15.51
2018-09-22,67.4
2018-09-23,31.44
2018-09-24,55.8
2018-09-25,217.45000000000002
2018-09-26,0.0
2018-09-28,147.184
2018-09-29,295.08799999999997
2018-09-30,0.0
2018-10-01,0.0
2018-10-03,22.58
2018-10-04,0.0
2018-10-05,0.0
2018-10-06,344.91
2018-10-07,666.192
2018-10-08,83.44
2018-10-09,0.0
2018-10-10,0.0
2018-10-12,0.0
2018-10-13,408.272
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,49.96
2018-10-19,32.7
2018-10-20,670.176
2018-10-22,333.09
2018-10-23,272.85600000000005
2018-10-24,0.0
2018-10-26,55.616
2018-10-27,0.0
2018-10-28,147.184
2018-10-29,0.0
2018-10-30,171.34
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,512.47
2018-11-03,52.4
2018-11-04,247.104
2018-11-05,243.992
2018-11-06,323.55600000000004
2018-11-07,0.0
2018-11-08,0.0
2018-11-10,0.0
2018-11-11,35.48
2018-11-12,839.024
2018-11-14,96.36
2018-11-15,0.0
2018-11-16,893.43
2018-11-18,477.26
2018-11-19,305.01
2018-11-20,0.0
2018-11-21,95.856
2018-11-22,0.0
2018-11-23,0.0
2018-11-25,512.29
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,526.85
2018-12-02,673.908
2018-12-03,0.0
2018-12-04,61.568
2018-12-05,0.0
2018-12-06,10.68
2018-12-07,0.0
2018-12-09,79.588
2018-12-10,324.9
2018-12-11,0.0
2018-12-13,31.44
2018-12-14,73.85
2018-12-15,0.0
2018-12-16,158.9
2018-12-18,0.0
2018-12-19,78.256
2018-12-20,0.0
2018-12-22,94.64
2018-12-23,648.352
2018-12-25,366.56
2018-12-26,750.68
2018-12-27,0.0
2018-12-28,908.874
2018-12-29,0.0
2018-12-30,0.0
