order_date,Appliances
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,202.03199999999998
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,91.92
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,213.92
2015-10-14,3.16
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,121.792
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-31,0.0
2015-11-01,610.0600000000001
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,58.24
2015-11-05,0.0
2015-11-07,245.88
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,30.76
2015-11-12,0.0
2015-11-14,0.0
2015-11-15,333.056
2015-11-16,0.0
2015-11-17,241.44
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-23,34.176
2015-11-24,0.0
2015-11-25,320.88
2015-11-26,40.54
2015-11-27,0.0
2015-11-28,43.68
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,2.394
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,250.26
2015-12-06,14.016
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,20.388
2015-12-10,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-19,0.0
2015-12-20,62.944
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,263.76
2015-12-24,375.93
2015-12-26,116.208
2015-12-27,10.98
2015-12-29,48.36
2015-12-30,122.94
2015-12-31,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,87.36
2016-01-06,0.0
2016-01-09,163.44
2016-01-10,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-14,0.0
2016-02-15,541.44
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,26.88
2016-02-25,0.0
2016-02-27,0.0
2016-02-28,0.0
2016-03-01,3.552
2016-03-02,0.0
2016-03-05,241.67
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,6.992
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,73.28
2016-03-30,0.0
2016-03-31,0.0
2016-04-02,32.192
2016-04-05,98.112
2016-04-06,0.0
2016-04-07,463.248
2016-04-09,370.14
2016-04-10,0.0
2016-04-11,406.6
2016-04-13,75.84
2016-04-14,35.208
2016-04-16,45.216
2016-04-18,0.0
2016-04-19,19.568
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,478.83
2016-04-26,0.0
2016-04-27,43.56
2016-04-28,195.384
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,41.896
2016-05-04,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,70.97
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,20.768
2016-05-22,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,160.32
2016-05-31,0.0
2016-06-01,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,143.128
2016-06-09,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-07-02,32.784
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,0.0
2016-07-09,48.632
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-23,68.94
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,77.58
2016-08-08,113.92
2016-08-09,0.0
2016-08-10,133.472
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,574.5680000000001
2016-08-24,0.0
2016-08-25,105.96
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-03,137.62
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,8.39
2016-09-07,0.0
2016-09-08,0.0
2016-09-10,61.96
2016-09-11,111.04
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,61.44
2016-09-25,0.0
2016-09-26,60.672
2016-09-27,0.0
2016-09-28,566.49
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,28.84
2016-10-08,0.0
2016-10-09,299.31300000000005
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,73.164
2016-10-20,0.0
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,203.88
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,182.91
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,197.72
2016-11-03,0.0
2016-11-05,387.136
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,44.43
2016-11-09,0.0
2016-11-11,123.858
2016-11-12,0.0
2016-11-13,0.0
2016-11-15,0.0
2016-11-16,523.25
2016-11-17,0.0
2016-11-19,31.08
2016-11-20,0.0
2016-11-21,369.97
2016-11-22,68.81
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,45.28
2016-11-29,555.21
2016-11-30,98.352
2016-12-01,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,7.78
2016-12-07,152.94
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,53.088
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,134.48
2016-12-14,0.0
2016-12-15,103.92
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,526.736
2016-12-20,36.27
2016-12-21,60.984
2016-12-22,0.0
2016-12-23,194.32
2016-12-24,0.0
2016-12-25,414.96
2016-12-26,0.0
2016-12-27,462.91999999999996
2016-12-28,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,64.864
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-28,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,92.064
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,490.32
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,170.88
2017-02-28,0.0
2017-03-01,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,2.334
2017-03-07,0.0
2017-03-08,207.144
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,154.9
2017-03-13,318.24
2017-03-14,0.0
2017-03-15,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,30.144
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,113.76
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,203.92
2017-04-19,0.0
2017-04-21,48.792
2017-04-22,78.272
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,26.406
2017-05-05,0.0
2017-05-06,54.48
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,48.784
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,8.67
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,330.74
2017-05-20,0.0
2017-05-21,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,34.848
2017-05-27,0.0
2017-05-28,262.24
2017-05-29,0.0
2017-05-30,488.66
2017-05-31,0.0
2017-06-02,0.0
2017-06-04,0.0
2017-06-05,58.24
2017-06-06,0.0
2017-06-07,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,325.104
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,0.0
2017-06-18,453.6
2017-06-19,0.0
2017-06-20,469.476
2017-06-21,0.0
2017-06-23,0.0
2017-06-24,250.152
2017-06-25,60.81
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,283.98
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-04,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,151.62
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,208.6
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,37.68
2017-07-23,23.696
2017-07-24,0.0
2017-07-25,243.88
2017-07-28,9.48
2017-07-29,0.0
2017-07-31,283.14
2017-08-01,45.96
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,487.92
2017-08-09,569.536
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,76.264
2017-08-14,0.0
2017-08-15,122.328
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,355.32
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,113.552
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,376.74
2017-09-02,309.456
2017-09-03,0.0
2017-09-04,87.168
2017-09-05,62.79
2017-09-06,77.88
2017-09-08,207.48
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,378.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,17.48
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,393.25
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,286.256
2017-09-26,329.912
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,61.44
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-16,0.0
2017-10-18,0.0
2017-10-20,0.0
2017-10-21,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,43.92
2017-10-28,0.0
2017-10-29,11.67
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-04,0.0
2017-11-05,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,464.79999999999995
2017-11-12,147.776
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,171.808
2017-11-19,63.7
2017-11-20,39.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,42.384
2017-11-25,0.0
2017-11-26,64.96
2017-11-27,167.292
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-02,59.7
2017-12-03,394.816
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-08,0.0
2017-12-09,126.625
2017-12-10,100.44
2017-12-11,544.092
2017-12-12,56.52
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,87.168
2017-12-16,34.944
2017-12-17,0.0
2017-12-18,194.528
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,53.11
2017-12-27,0.0
2017-12-29,81.96
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,15.224
2018-01-02,5.432
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-16,0.0
2018-01-19,542.94
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,25.86
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,46.8
2018-02-03,0.0
2018-02-04,32.67
2018-02-06,0.0
2018-02-09,12.992
2018-02-10,0.0
2018-02-11,0.0
2018-02-13,90.64
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,0.0
2018-02-20,13.11
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,438.71000000000004
2018-02-28,0.0
2018-03-02,0.0
2018-03-03,72.8
2018-03-04,0.0
2018-03-05,262.24
2018-03-06,0.0
2018-03-07,0.0
2018-03-09,0.0
2018-03-10,48.784
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,465.16
2018-03-14,0.0
2018-03-16,140.67
2018-03-17,0.0
2018-03-18,93.548
2018-03-19,381.36
2018-03-20,0.0
2018-03-21,64.384
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,176.04
2018-03-26,87.168
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,33.62
2018-04-01,20.808
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,41.95
2018-04-09,0.0
2018-04-10,195.104
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,40.74
2018-04-17,0.0
2018-04-20,0.0
2018-04-21,97.264
2018-04-22,0.0
2018-04-23,121.94
2018-04-24,99.28
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,28.08
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,152.94
2018-05-07,87.444
2018-05-08,81.08
2018-05-09,0.0
2018-05-11,0.0
2018-05-12,7.77
2018-05-13,20.768
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-19,378.5
2018-05-20,64.9
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,18.32
2018-05-25,0.0
2018-05-26,208.44
2018-05-27,0.0
2018-05-28,125.13
2018-05-29,465.16
2018-05-30,0.0
2018-06-01,17.48
2018-06-02,0.0
2018-06-03,29.672
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,1.624
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,61.44
2018-06-12,0.0
2018-06-13,0.0
2018-06-15,76.608
2018-06-16,180.66
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,2.7079999999999997
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-29,384.332
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,58.464
2018-07-10,41.91
2018-07-11,168.1
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,179.94
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-20,416.32
2018-07-21,17.48
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,172.46800000000002
2018-07-30,0.0
2018-07-31,155.88
2018-08-01,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,542.94
2018-08-13,355.838
2018-08-14,0.0
2018-08-15,97.84
2018-08-16,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,203.52
2018-08-22,0.0
2018-08-23,161.376
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,336.25600000000003
2018-08-28,91.6
2018-08-29,0.0
2018-09-01,314.6
2018-09-02,18.568
2018-09-03,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-07,81.568
2018-09-08,0.0
2018-09-09,11.176
2018-09-10,58.17
2018-09-12,90.86
2018-09-13,0.0
2018-09-15,108.96
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,80.48
2018-09-22,0.0
2018-09-23,354.096
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-28,209.792
2018-09-29,97.84
2018-09-30,3.89
2018-10-01,241.96
2018-10-02,37.208
2018-10-03,17.92
2018-10-04,0.0
2018-10-05,15.8
2018-10-06,227.84
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-12,0.0
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-19,0.0
2018-10-20,0.0
2018-10-21,185.56
2018-10-22,0.0
2018-10-23,2.22
2018-10-24,0.0
2018-10-26,0.0
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,272.13599999999997
2018-11-03,0.0
2018-11-04,167.44
2018-11-05,0.0
2018-11-06,499.584
2018-11-07,100.94
2018-11-08,0.0
2018-11-09,0.0
2018-11-10,400.8
2018-11-12,76.12
2018-11-13,9.324
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,35.04
2018-11-18,389.056
2018-11-20,0.0
2018-11-21,8.62
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,13.762
2018-11-25,67.84
2018-11-26,324.138
2018-11-27,43.584
2018-11-28,0.0
2018-11-29,0.0
2018-12-01,31.152
2018-12-03,45.216
2018-12-04,0.0
2018-12-05,316.34000000000003
2018-12-06,0.0
2018-12-07,320.64
2018-12-09,403.9
2018-12-10,426.79
2018-12-11,1.392
2018-12-13,0.0
2018-12-14,0.0
2018-12-15,54.32
2018-12-16,0.0
2018-12-17,66.284
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-23,29.312
2018-12-24,35.91
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,209.3
