order_date,Phones
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,548.776
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,15.992
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-19,439.12800000000004
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,383.96
2015-10-27,0.0
2015-10-28,257.98
2015-10-31,815.9200000000001
2015-11-02,778.148
2015-11-03,783.96
2015-11-04,942.2840000000001
2015-11-05,0.0
2015-11-07,0.0
2015-11-08,333.576
2015-11-09,703.968
2015-11-10,601.536
2015-11-12,0.0
2015-11-14,832.93
2015-11-15,0.0
2015-11-16,353.928
2015-11-17,0.0
2015-11-18,549.552
2015-11-20,833.94
2015-11-21,304.95
2015-11-22,0.0
2015-11-23,0.0
2015-11-25,539.92
2015-11-26,718.296
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,575.92
2015-11-30,0.0
2015-12-01,367.868
2015-12-02,0.0
2015-12-03,479.96
2015-12-04,129.98
2015-12-05,384.64599999999996
2015-12-06,35.04
2015-12-07,0.0
2015-12-08,52.68
2015-12-09,0.0
2015-12-10,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,40.68
2015-12-16,627.168
2015-12-17,0.0
2015-12-19,1118.944
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,992.0319999999999
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,535.9200000000001
2015-12-30,798.3240000000001
2015-12-31,475.944
2016-01-02,62.982
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-12,261.56399999999996
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-27,587.346
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,107.982
2016-02-09,0.0
2016-02-10,0.0
2016-02-14,949.972
2016-02-15,834.95
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,105.98
2016-02-28,0.0
2016-03-01,111.824
2016-03-02,0.0
2016-03-05,521.998
2016-03-06,0.0
2016-03-07,587.97
2016-03-08,769.95
2016-03-09,359.88
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,16.776
2016-03-16,85.9
2016-03-17,0.0
2016-03-19,453.576
2016-03-20,0.0
2016-03-21,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,180.96
2016-03-31,79.96
2016-04-02,87.8
2016-04-04,10.95
2016-04-05,56.838
2016-04-06,0.0
2016-04-07,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,21.99
2016-04-13,978.472
2016-04-14,0.0
2016-04-16,688.422
2016-04-17,783.96
2016-04-18,342.736
2016-04-19,0.0
2016-04-20,287.97
2016-04-21,469.95
2016-04-22,88.776
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,311.976
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,1252.27
2016-05-01,88.752
2016-05-02,158.376
2016-05-03,0.0
2016-05-04,946.344
2016-05-07,0.0
2016-05-08,377.97
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,820.7360000000001
2016-05-13,222.384
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,775.728
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,467.04
2016-05-26,0.0
2016-05-28,45.99
2016-05-29,0.0
2016-05-30,368.82
2016-05-31,0.0
2016-06-01,341.88
2016-06-04,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,140.376
2016-06-11,249.584
2016-06-12,55.984
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,225.576
2016-06-16,133.98
2016-06-18,467.97
2016-06-19,0.0
2016-06-20,251.92000000000002
2016-06-21,107.976
2016-06-22,0.0
2016-06-23,563.128
2016-06-25,0.0
2016-06-26,971.88
2016-06-28,0.0
2016-06-29,269.98
2016-07-02,74.24
2016-07-03,0.0
2016-07-04,1099.96
2016-07-05,0.0
2016-07-06,124.95
2016-07-08,0.0
2016-07-09,269.982
2016-07-10,0.0
2016-07-11,716.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,153.584
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,623.96
2016-07-26,0.0
2016-07-27,29.97
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,128.85
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,494.97
2016-08-08,0.0
2016-08-09,1287.93
2016-08-10,578.312
2016-08-11,138.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-17,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,614.952
2016-08-25,0.0
2016-08-27,0.0
2016-08-28,1143.136
2016-08-29,131.98
2016-08-31,555.96
2016-09-01,0.0
2016-09-03,100.49
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,337.98
2016-09-07,791.964
2016-09-08,0.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,59.97
2016-09-16,0.0
2016-09-17,277.77
2016-09-19,279.86
2016-09-20,0.0
2016-09-22,0.0
2016-09-24,857.0600000000001
2016-09-25,104.98
2016-09-28,344.764
2016-10-01,884.78
2016-10-02,503.96
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-08,0.0
2016-10-09,661.12
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,471.43999999999994
2016-10-13,83.72
2016-10-15,0.0
2016-10-16,824.97
2016-10-17,0.0
2016-10-18,249.584
2016-10-19,149.95
2016-10-20,0.0
2016-10-22,0.0
2016-10-23,218.152
2016-10-24,0.0
2016-10-25,158.99
2016-10-26,174.304
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,387.85999999999996
2016-10-31,1295.84
2016-11-01,551.86
2016-11-02,344.704
2016-11-03,1212.848
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,1040.1399999999999
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,100.792
2016-11-13,858.88
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,544.752
2016-11-17,415.968
2016-11-19,861.76
2016-11-20,72.744
2016-11-21,110.97
2016-11-22,0.0
2016-11-23,307.98
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,832.722
2016-11-28,647.904
2016-11-29,0.0
2016-11-30,272.4
2016-12-01,0.0
2016-12-03,105.584
2016-12-05,0.0
2016-12-06,879.064
2016-12-07,773.94
2016-12-09,0.0
2016-12-10,134.99
2016-12-11,125.99
2016-12-12,0.0
2016-12-13,494.376
2016-12-14,319.968
2016-12-15,348.156
2016-12-16,0.0
2016-12-17,135.984
2016-12-18,0.0
2016-12-19,834.336
2016-12-20,159.984
2016-12-21,47.976
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,111.984
2016-12-25,73.98
2016-12-26,0.0
2016-12-27,1279.228
2016-12-28,0.0
2016-12-30,287.88
2016-12-31,0.0
2017-01-02,231.98
2017-01-03,180.96
2017-01-04,0.0
2017-01-05,59.184
2017-01-07,0.0
2017-01-08,108.784
2017-01-09,377.928
2017-01-10,0.0
2017-01-11,15.588
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,0.0
2017-01-22,110.376
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-28,0.0
2017-01-31,109.592
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,90.48
2017-02-05,749.648
2017-02-06,0.0
2017-02-07,623.96
2017-02-08,1127.976
2017-02-09,0.0
2017-02-11,69.93
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,39.98
2017-02-22,445.96
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,159.984
2017-03-03,1046.7759999999998
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,500.178
2017-03-07,21.072
2017-03-09,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,743.0939999999999
2017-03-14,0.0
2017-03-15,0.0
2017-03-17,214.764
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,96.77600000000001
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,403.168
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,971.112
2017-03-30,0.0
2017-03-31,280.782
2017-04-01,48.11
2017-04-02,0.0
2017-04-03,259.96
2017-04-04,149.97
2017-04-05,118.782
2017-04-06,1294.75
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,517.9
2017-04-10,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,36.792
2017-04-18,29.56
2017-04-19,65.94
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,82.8
2017-04-26,0.0
2017-04-28,369.576
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-05,423.648
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,19.136
2017-05-10,743.988
2017-05-11,0.0
2017-05-12,631.96
2017-05-14,43.6
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,1363.96
2017-05-21,55.176
2017-05-22,825.364
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,211.168
2017-05-27,0.0
2017-05-28,286.4
2017-05-29,979.95
2017-05-30,205.95
2017-05-31,179.7
2017-06-02,0.0
2017-06-04,31.984
2017-06-05,0.0
2017-06-07,0.0
2017-06-09,177.48
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,68.04
2017-06-13,377.97
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,566.97
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,21.8
2017-06-21,0.0
2017-06-23,862.344
2017-06-24,479.15000000000003
2017-06-25,0.0
2017-06-26,135.95
2017-06-27,201.584
2017-06-28,359.976
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,249.456
2017-07-07,59.994
2017-07-09,0.0
2017-07-10,0.0
2017-07-12,95.76
2017-07-14,911.184
2017-07-15,0.0
2017-07-16,638.358
2017-07-17,617.784
2017-07-18,55.992
2017-07-19,35.984
2017-07-20,89.95
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,115.136
2017-07-24,0.0
2017-07-25,0.0
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,754.95
2017-08-01,1039.728
2017-08-02,333.576
2017-08-03,0.0
2017-08-04,302.384
2017-08-05,0.0
2017-08-06,211.168
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,44.784
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-14,507.084
2017-08-15,943.12
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,39.99
2017-08-19,0.0
2017-08-20,14.78
2017-08-21,123.94399999999999
2017-08-22,0.0
2017-08-23,0.0
2017-08-26,242.97
2017-08-27,59.97
2017-08-28,108.576
2017-08-29,22.0
2017-08-30,630.858
2017-08-31,0.0
2017-09-01,32.768
2017-09-02,1091.168
2017-09-03,280.782
2017-09-04,0.0
2017-09-05,430.784
2017-09-06,329.584
2017-09-08,59.96
2017-09-09,0.0
2017-09-10,1239.6399999999999
2017-09-11,953.696
2017-09-12,146.952
2017-09-13,179.92
2017-09-14,437.85
2017-09-15,0.0
2017-09-16,0.0
2017-09-17,617.018
2017-09-18,239.984
2017-09-19,0.0
2017-09-20,0.0
2017-09-22,63.936
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,1001.584
2017-09-28,0.0
2017-09-29,859.2
2017-09-30,0.0
2017-10-01,69.9
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,52.68
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,23.976
2017-10-10,15.992
2017-10-11,0.0
2017-10-13,0.0
2017-10-14,1091.93
2017-10-15,5.5
2017-10-16,0.0
2017-10-17,449.97
2017-10-18,0.0
2017-10-20,317.68
2017-10-21,235.152
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,239.976
2017-10-25,783.96
2017-10-27,0.0
2017-10-28,302.376
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,21.8
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,23.988
2017-11-06,0.0
2017-11-07,623.9300000000001
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,1145.868
2017-11-11,257.98
2017-11-12,203.976
2017-11-14,103.95
2017-11-15,361.376
2017-11-16,0.0
2017-11-17,67.176
2017-11-18,61.192
2017-11-19,71.96
2017-11-21,404.94
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,691.072
2017-11-25,59.98
2017-11-26,494.982
2017-11-27,388.752
2017-11-28,340.182
2017-11-29,0.0
2017-11-30,36.192
2017-12-01,1181.838
2017-12-02,629.95
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,1234.4
2017-12-06,588.768
2017-12-09,51.58
2017-12-10,0.0
2017-12-12,657.93
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,95.656
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-24,197.97
2017-12-26,302.384
2017-12-27,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,302.376
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,119.904
2018-01-15,0.0
2018-01-16,0.0
2018-01-19,429.6
2018-01-20,520.752
2018-01-21,164.99
2018-01-22,0.0
2018-01-23,86.352
2018-01-24,110.352
2018-01-27,245.922
2018-01-28,0.0
2018-01-29,0.0
2018-02-02,59.97
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,371.2
2018-02-06,227.46
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,88.776
2018-02-13,0.0
2018-02-16,14.99
2018-02-17,649.8820000000001
2018-02-18,167.976
2018-02-19,0.0
2018-02-20,549.544
2018-02-21,0.0
2018-02-23,71.96
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,889.536
2018-02-28,0.0
2018-03-02,196.776
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,206.384
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,89.892
2018-03-11,776.85
2018-03-12,69.93
2018-03-13,482.988
2018-03-14,49.616
2018-03-16,1149.792
2018-03-17,119.7
2018-03-18,537.544
2018-03-19,657.504
2018-03-20,0.0
2018-03-21,0.0
2018-03-23,0.0
2018-03-24,469.99
2018-03-25,681.544
2018-03-26,119.96
2018-03-27,206.1
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,164.792
2018-04-01,23.976
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,544.0799999999999
2018-04-06,0.0
2018-04-07,219.184
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,552.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,751.984
2018-04-29,0.0
2018-04-30,677.58
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,183.96
2018-05-05,0.0
2018-05-06,627.168
2018-05-07,419.944
2018-05-08,0.0
2018-05-09,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,587.97
2018-05-14,547.962
2018-05-15,40.711999999999996
2018-05-16,0.0
2018-05-18,550.384
2018-05-19,781.942
2018-05-20,1123.128
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,842.346
2018-05-28,250.328
2018-05-29,0.0
2018-05-30,156.792
2018-06-01,158.376
2018-06-02,2.97
2018-06-03,503.96
2018-06-04,71.984
2018-06-05,470.376
2018-06-06,0.0
2018-06-08,399.096
2018-06-09,0.0
2018-06-10,368.736
2018-06-11,0.0
2018-06-12,71.976
2018-06-13,47.984
2018-06-16,257.96999999999997
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,503.96
2018-06-21,0.0
2018-06-22,0.0
2018-06-24,0.0
2018-06-25,148.48
2018-06-27,0.0
2018-06-29,0.0
2018-06-30,1001.584
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,463.93
2018-07-05,79.96
2018-07-06,0.0
2018-07-07,683.988
2018-07-08,0.0
2018-07-09,257.98
2018-07-10,0.0
2018-07-11,71.952
2018-07-12,0.0
2018-07-13,39.594
2018-07-15,0.0
2018-07-16,0.0
2018-07-17,269.98
2018-07-18,0.0
2018-07-20,0.0
2018-07-22,29.97
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,543.92
2018-07-28,1145.6
2018-07-29,608.7620000000001
2018-07-30,89.95
2018-07-31,322.36800000000005
2018-08-01,367.94399999999996
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,824.95
2018-08-07,867.84
2018-08-11,153.584
2018-08-12,242.624
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,71.976
2018-08-18,37.91
2018-08-19,0.0
2018-08-20,143.84
2018-08-21,431.968
2018-08-22,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,347.97
2018-08-28,35.168
2018-08-29,0.0
2018-08-31,689.408
2018-09-01,0.0
2018-09-03,0.0
2018-09-04,48.736000000000004
2018-09-05,0.0
2018-09-07,582.2719999999999
2018-09-08,416.904
2018-09-10,407.064
2018-09-11,223.91199999999998
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,1079.85
2018-09-15,1129.45
2018-09-16,55.992
2018-09-18,507.66
2018-09-19,663.896
2018-09-21,0.0
2018-09-22,478.95000000000005
2018-09-23,39.984
2018-09-25,0.0
2018-09-26,0.0
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,0.0
2018-10-02,150.774
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,256.722
2018-10-06,0.0
2018-10-07,431.048
2018-10-08,103.192
2018-10-09,0.0
2018-10-10,0.0
2018-10-12,369.544
2018-10-13,31.984
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,52.792
2018-10-19,326.25600000000003
2018-10-20,15.984
2018-10-24,0.0
2018-10-26,180.192
2018-10-27,194.98399999999998
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,148.48
2018-10-31,508.768
2018-11-01,0.0
2018-11-02,859.2
2018-11-03,361.376
2018-11-05,592.7479999999999
2018-11-06,0.0
2018-11-07,1121.5140000000001
2018-11-08,0.0
2018-11-09,499.168
2018-11-10,632.4639999999999
2018-11-11,35.184
2018-11-12,1118.678
2018-11-13,695.5500000000001
2018-11-14,119.94
2018-11-15,0.0
2018-11-16,227.82
2018-11-17,0.0
2018-11-18,74.95
2018-11-19,31.968
2018-11-21,715.152
2018-11-22,0.0
2018-11-23,446.336
2018-11-24,169.088
2018-11-25,339.91999999999996
2018-11-27,57.568
2018-11-29,0.0
2018-11-30,618.036
2018-12-03,136.99
2018-12-04,0.0
2018-12-05,31.176
2018-12-06,0.0
2018-12-07,374.376
2018-12-08,83.988
2018-12-09,444.768
2018-12-10,134.81
2018-12-11,319.398
2018-12-13,0.0
2018-12-14,52.68
2018-12-15,196.776
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,281.97
2018-12-22,696.9979999999999
2018-12-23,494.97
2018-12-24,0.0
2018-12-25,90.48
2018-12-26,0.0
2018-12-27,164.388
2018-12-28,14.85
2018-12-29,302.376
2018-12-30,90.93
