order_date,Chairs
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,380.631
2015-10-04,589.41
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,122.352
2015-10-11,433.568
2015-10-12,0.0
2015-10-13,245.98
2015-10-15,183.372
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,1151.22
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,135.882
2015-11-05,149.9
2015-11-07,683.144
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,563.94
2015-11-12,0.0
2015-11-14,69.264
2015-11-15,0.0
2015-11-16,37.296
2015-11-17,1137.83
2015-11-18,392.94
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,1140.732
2015-11-24,731.77
2015-11-25,725.344
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-02,239.84
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,603.92
2015-12-09,0.0
2015-12-10,338.352
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,186.304
2015-12-15,1209.0819999999999
2015-12-17,0.0
2015-12-20,1097.4180000000001
2015-12-22,0.0
2015-12-23,64.784
2015-12-24,292.272
2015-12-26,830.91
2015-12-27,997.494
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,605.88
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,61.584
2016-01-06,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-17,0.0
2016-01-19,199.304
2016-01-23,0.0
2016-01-24,0.0
2016-01-26,0.0
2016-01-28,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-03,90.882
2016-02-06,1268.82
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,203.92
2016-02-10,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-18,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-25,0.0
2016-02-27,0.0
2016-02-28,551.264
2016-03-01,184.752
2016-03-02,0.0
2016-03-05,482.97900000000004
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,860.93
2016-03-09,0.0
2016-03-10,0.0
2016-03-12,0.0
2016-03-13,915.136
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,107.772
2016-03-24,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,1166.92
2016-03-30,366.744
2016-03-31,0.0
2016-04-02,0.0
2016-04-04,0.0
2016-04-05,892.224
2016-04-06,0.0
2016-04-07,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-16,127.764
2016-04-17,0.0
2016-04-18,146.676
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,191.96
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,128.058
2016-04-26,1304.294
2016-04-27,1267.53
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,213.115
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,844.116
2016-05-04,0.0
2016-05-07,0.0
2016-05-08,127.764
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,191.968
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,819.92
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,602.651
2016-05-25,0.0
2016-05-26,210.616
2016-05-28,0.0
2016-05-29,317.058
2016-05-30,0.0
2016-06-01,0.0
2016-06-04,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-11,1123.92
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,197.372
2016-06-18,643.136
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,0.0
2016-06-26,332.94
2016-06-28,0.0
2016-06-29,117.882
2016-07-02,790.538
2016-07-03,70.98
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,170.352
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,341.488
2016-07-12,383.607
2016-07-14,441.92
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,561.568
2016-07-26,266.352
2016-07-27,0.0
2016-07-30,155.88
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,110.98
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,144.784
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-13,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-21,1142.466
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,40.784
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-31,0.0
2016-09-01,60.74
2016-09-03,129.568
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,271.764
2016-09-07,47.516
2016-09-08,0.0
2016-09-10,179.886
2016-09-11,0.0
2016-09-12,0.0
2016-09-14,0.0
2016-09-15,1056.86
2016-09-16,0.0
2016-09-17,199.764
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-22,0.0
2016-09-25,409.718
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,392.94
2016-10-05,291.168
2016-10-08,0.0
2016-10-09,389.97
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,287.94
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-22,0.0
2016-10-23,1275.1039999999998
2016-10-24,454.272
2016-10-25,873.436
2016-10-26,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,323.136
2016-11-01,532.7280000000001
2016-11-05,207.0
2016-11-06,0.0
2016-11-07,905.9200000000001
2016-11-08,577.764
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,670.0559999999999
2016-11-13,0.0
2016-11-14,1114.192
2016-11-15,0.0
2016-11-16,0.0
2016-11-19,0.0
2016-11-20,916.5319999999999
2016-11-21,396.802
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,283.92
2016-11-28,0.0
2016-11-29,1408.8700000000001
2016-11-30,0.0
2016-12-03,0.0
2016-12-04,1110.348
2016-12-05,262.07
2016-12-06,70.686
2016-12-07,283.92
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,734.9000000000001
2016-12-11,0.0
2016-12-12,348.928
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,991.96
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,422.625
2016-12-23,0.0
2016-12-24,883.84
2016-12-25,0.0
2016-12-26,275.058
2016-12-27,212.058
2016-12-28,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-21,1167.056
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-28,0.0
2017-01-30,435.168
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,866.4
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,241.5
2017-02-09,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,617.5640000000001
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-25,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-03,563.43
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,354.9
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,770.352
2017-03-13,386.68
2017-03-14,196.784
2017-03-15,1352.032
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,528.43
2017-03-22,167.888
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,844.116
2017-03-30,0.0
2017-03-31,327.996
2017-04-01,1317.492
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,658.746
2017-04-08,95.984
2017-04-09,0.0
2017-04-10,0.0
2017-04-12,832.64
2017-04-13,0.0
2017-04-14,1317.336
2017-04-15,1121.568
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,344.372
2017-04-19,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,1325.76
2017-04-25,0.0
2017-04-26,434.646
2017-04-28,41.568
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,553.8000000000001
2017-05-03,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,442.764
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,641.96
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,873.134
2017-05-28,390.272
2017-05-29,0.0
2017-05-30,801.568
2017-05-31,191.079
2017-06-02,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-09,122.352
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,379.372
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,802.546
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,161.568
2017-06-21,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,507.304
2017-06-26,0.0
2017-06-27,539.658
2017-06-28,121.96
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,723.6139999999999
2017-07-03,0.0
2017-07-04,0.0
2017-07-07,541.34
2017-07-08,662.88
2017-07-09,408.006
2017-07-10,0.0
2017-07-12,0.0
2017-07-14,0.0
2017-07-15,230.28
2017-07-16,0.0
2017-07-17,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,363.92
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,253.764
2017-07-25,241.568
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-11,0.0
2017-08-12,145.764
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,225.296
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,532.704
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,786.744
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,215.976
2017-09-03,0.0
2017-09-04,0.0
2017-09-06,0.0
2017-09-08,0.0
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,121.78
2017-09-17,113.888
2017-09-20,98.392
2017-09-22,0.0
2017-09-23,553.722
2017-09-24,718.6120000000001
2017-09-25,201.96
2017-09-26,1202.523
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,194.848
2017-10-02,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,120.784
2017-10-11,0.0
2017-10-13,0.0
2017-10-14,102.592
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,307.92
2017-10-20,443.822
2017-10-21,242.136
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,718.624
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-11-01,0.0
2017-11-03,687.739
2017-11-04,755.136
2017-11-05,113.888
2017-11-06,289.408
2017-11-08,731.94
2017-11-09,0.0
2017-11-10,0.0
2017-11-11,744.79
2017-11-13,0.0
2017-11-14,788.064
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,557.068
2017-11-19,0.0
2017-11-20,318.43
2017-11-21,322.69
2017-11-22,0.0
2017-11-23,0.0
2017-11-25,194.352
2017-11-26,0.0
2017-11-27,0.0
2017-11-28,530.472
2017-11-29,0.0
2017-11-30,389.97
2017-12-01,1258.096
2017-12-02,0.0
2017-12-03,572.626
2017-12-04,0.0
2017-12-06,0.0
2017-12-08,680.01
2017-12-09,0.0
2017-12-11,1226.27
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,81.424
2017-12-15,0.0
2017-12-16,563.92
2017-12-17,0.0
2017-12-18,563.94
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-26,359.29200000000003
2017-12-27,845.488
2017-12-29,754.45
2017-12-30,170.786
2017-12-31,0.0
2018-01-01,310.744
2018-01-02,0.0
2018-01-03,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,302.67
2018-01-19,887.271
2018-01-20,207.846
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,539.9200000000001
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,963.136
2018-02-13,0.0
2018-02-16,600.558
2018-02-17,899.43
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,196.784
2018-02-26,892.224
2018-02-28,0.0
2018-03-02,0.0
2018-03-03,351.332
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,89.768
2018-03-14,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-23,0.0
2018-03-24,479.61
2018-03-26,0.0
2018-03-27,811.804
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,218.352
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,436.704
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,218.352
2018-04-20,317.058
2018-04-21,908.82
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-08,176.04999999999998
2018-05-09,207.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,458.43
2018-05-14,1161.3899999999999
2018-05-15,263.584
2018-05-16,0.0
2018-05-18,0.0
2018-05-19,995.76
2018-05-20,518.272
2018-05-21,0.0
2018-05-22,181.986
2018-05-23,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,408.82899999999995
2018-05-29,0.0
2018-05-30,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,280.792
2018-06-12,858.24
2018-06-13,761.4380000000001
2018-06-15,698.352
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,760.116
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,487.96
2018-06-24,172.764
2018-06-25,0.0
2018-06-26,273.552
2018-06-27,191.646
2018-06-29,0.0
2018-06-30,569.058
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,361.376
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,664.146
2018-07-16,71.372
2018-07-17,0.0
2018-07-18,672.288
2018-07-20,346.704
2018-07-21,225.296
2018-07-22,526.344
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,362.352
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,302.67
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-07,207.184
2018-08-10,0.0
2018-08-11,0.0
2018-08-13,423.648
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,1255.104
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,230.28
2018-08-28,0.0
2018-08-29,0.0
2018-08-31,569.568
2018-09-01,498.26
2018-09-03,272.565
2018-09-04,97.184
2018-09-05,0.0
2018-09-07,161.568
2018-09-08,213.43
2018-09-09,385.29200000000003
2018-09-10,362.352
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,702.7819999999999
2018-09-15,916.0640000000001
2018-09-16,0.0
2018-09-17,1042.35
2018-09-18,0.0
2018-09-19,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,594.816
2018-09-24,1124.384
2018-09-25,758.616
2018-09-26,419.136
2018-09-28,0.0
2018-09-29,136.47
2018-09-30,0.0
2018-10-01,559.76
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,656.55
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,145.764
2018-10-09,254.058
2018-10-10,239.358
2018-10-12,254.604
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-19,0.0
2018-10-20,0.0
2018-10-21,1162.432
2018-10-22,579.136
2018-10-23,0.0
2018-10-24,0.0
2018-10-26,0.0
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,817.7719999999999
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,1131.292
2018-11-03,307.136
2018-11-04,0.0
2018-11-05,128.124
2018-11-06,576.9399999999999
2018-11-07,272.97
2018-11-08,0.0
2018-11-09,739.368
2018-11-10,1140.56
2018-11-11,0.0
2018-11-12,113.888
2018-11-14,321.568
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,0.0
2018-11-18,127.386
2018-11-19,729.428
2018-11-20,493.48800000000006
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,977.292
2018-11-26,828.6
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,390.368
2018-12-03,0.0
2018-12-04,913.672
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-08,329.112
2018-12-09,872.94
2018-12-10,0.0
2018-12-11,648.9340000000001
2018-12-13,0.0
2018-12-14,0.0
2018-12-15,0.0
2018-12-16,178.752
2018-12-17,504.9
2018-12-18,1141.938
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-23,0.0
2018-12-24,1347.02
2018-12-25,304.45
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,454.076
2018-12-30,0.0
