subcategory,date,model,forecast,lower_ci,upper_ci
subcategory_13,2019-01-29,xgboost,310.73193,,
subcategory_14,2018-12-31,xgboost,173.53645,,
subcategory_14,2019-01-01,xgboost,190.25563,,
subcategory_14,2019-01-02,xgboost,166.38982,,
subcategory_14,2019-01-03,xgboost,119.1529,,
subcategory_14,2019-01-04,xgboost,130.12558,,
subcategory_14,2019-01-05,xgboost,80.01512,,
subcategory_14,2019-01-06,xgboost,81.965126,,
subcategory_14,2019-01-07,xgboost,80.926636,,
subcategory_14,2019-01-08,xgboost,124.0822,,
subcategory_14,2019-01-09,xgboost,58.194508,,
subcategory_14,2019-01-10,xgboost,77.181,,
subcategory_14,2019-01-11,xgboost,70.93287,,
subcategory_14,2019-01-12,xgboost,104.67603,,
subcategory_14,2019-01-13,xgboost,91.55699,,
subcategory_14,2019-01-14,xgboost,86.97926,,
subcategory_14,2019-01-15,xgboost,78.21504,,
subcategory_14,2019-01-16,xgboost,105.42207,,
subcategory_14,2019-01-17,xgboost,41.11434,,
subcategory_14,2019-01-18,xgboost,102.47726,,
subcategory_14,2019-01-19,xgboost,76.12966,,
subcategory_14,2019-01-20,xgboost,103.480545,,
subcategory_14,2019-01-21,xgboost,87.17383,,
subcategory_14,2019-01-22,xgboost,109.78929,,
subcategory_14,2019-01-23,xgboost,55.965305,,
subcategory_14,2019-01-24,xgboost,82.13316,,
subcategory_14,2019-01-25,xgboost,76.81678,,
subcategory_14,2019-01-26,xgboost,75.94658,,
subcategory_14,2019-01-27,xgboost,79.013596,,
subcategory_14,2019-01-28,xgboost,91.01202,,
subcategory_14,2019-01-29,xgboost,79.73458,,
subcategory_15,2018-12-31,xgboost,8.0488205,,
subcategory_15,2019-01-01,xgboost,8.700365,,
subcategory_15,2019-01-02,xgboost,5.554572,,
subcategory_15,2019-01-03,xgboost,5.7609544,,
subcategory_15,2019-01-04,xgboost,6.036393,,
subcategory_15,2019-01-05,xgboost,6.0695357,,
subcategory_15,2019-01-06,xgboost,6.462565,,
subcategory_15,2019-01-07,xgboost,6.203413,,
subcategory_15,2019-01-08,xgboost,6.1929684,,
subcategory_15,2019-01-09,xgboost,5.8357325,,
subcategory_15,2019-01-10,xgboost,5.833654,,
subcategory_15,2019-01-11,xgboost,5.9549856,,
subcategory_15,2019-01-12,xgboost,6.1268616,,
subcategory_15,2019-01-13,xgboost,6.2843847,,
subcategory_15,2019-01-14,xgboost,6.1075373,,
subcategory_15,2019-01-15,xgboost,6.217505,,
subcategory_15,2019-01-16,xgboost,5.9626317,,
subcategory_15,2019-01-17,xgboost,7.3148227,,
subcategory_15,2019-01-18,xgboost,6.2992764,,
subcategory_15,2019-01-19,xgboost,6.1268616,,
subcategory_15,2019-01-20,xgboost,6.264486,,
subcategory_15,2019-01-21,xgboost,7.3045754,,
subcategory_15,2019-01-22,xgboost,7.028938,,
subcategory_15,2019-01-23,xgboost,6.310764,,
subcategory_15,2019-01-24,xgboost,6.122579,,
subcategory_15,2019-01-25,xgboost,6.03299,,
subcategory_15,2019-01-26,xgboost,6.180515,,
subcategory_15,2019-01-27,xgboost,6.1952305,,
subcategory_15,2019-01-28,xgboost,6.0577216,,
subcategory_15,2019-01-29,xgboost,6.217505,,
subcategory_16,2018-12-31,xgboost,76.42194,,
subcategory_16,2019-01-01,xgboost,71.80248,,
subcategory_16,2019-01-02,xgboost,37.864796,,
subcategory_16,2019-01-03,xgboost,44.89706,,
subcategory_16,2019-01-04,xgboost,48.382565,,
subcategory_16,2019-01-05,xgboost,51.369854,,
subcategory_16,2019-01-06,xgboost,54.053,,
subcategory_16,2019-01-07,xgboost,51.831795,,
subcategory_16,2019-01-08,xgboost,55.20567,,
subcategory_16,2019-01-09,xgboost,54.287304,,
subcategory_16,2019-01-10,xgboost,47.544125,,
subcategory_16,2019-01-11,xgboost,51.295567,,
subcategory_16,2019-01-12,xgboost,55.202713,,
subcategory_16,2019-01-13,xgboost,55.96483,,
subcategory_16,2019-01-14,xgboost,53.497368,,
subcategory_16,2019-01-15,xgboost,53.125244,,
subcategory_16,2019-01-16,xgboost,51.346188,,
subcategory_16,2019-01-17,xgboost,46.732327,,
subcategory_16,2019-01-18,xgboost,47.163372,,
subcategory_16,2019-01-19,xgboost,54.84915,,
subcategory_16,2019-01-20,xgboost,55.092186,,
subcategory_16,2019-01-21,xgboost,53.117867,,
subcategory_16,2019-01-22,xgboost,54.51382,,
subcategory_16,2019-01-23,xgboost,50.9187,,
subcategory_16,2019-01-24,xgboost,48.87656,,
subcategory_16,2019-01-25,xgboost,47.22188,,
subcategory_16,2019-01-26,xgboost,55.35679,,
subcategory_16,2019-01-27,xgboost,55.033676,,
subcategory_16,2019-01-28,xgboost,52.33214,,
subcategory_16,2019-01-29,xgboost,54.653347,,
subcategory_2,2018-12-31,xgboost,14.30723,,
subcategory_2,2019-01-01,xgboost,18.144474,,
subcategory_2,2019-01-02,xgboost,12.812239,,
subcategory_2,2019-01-03,xgboost,13.290798,,
subcategory_2,2019-01-04,xgboost,16.143013,,
subcategory_2,2019-01-05,xgboost,16.45219,,
subcategory_2,2019-01-06,xgboost,10.760229,,
subcategory_2,2019-01-07,xgboost,9.997401,,
subcategory_2,2019-01-08,xgboost,12.939347,,
subcategory_2,2019-01-09,xgboost,10.236048,,
subcategory_2,2019-01-10,xgboost,7.575563,,
subcategory_2,2019-01-11,xgboost,8.085768,,
subcategory_2,2019-01-12,xgboost,8.96131,,
subcategory_2,2019-01-13,xgboost,7.963006,,
subcategory_2,2019-01-14,xgboost,7.445052,,
subcategory_2,2019-01-15,xgboost,8.936259,,
subcategory_2,2019-01-16,xgboost,8.01616,,
subcategory_2,2019-01-17,xgboost,8.336918,,
subcategory_2,2019-01-18,xgboost,8.608162,,
subcategory_2,2019-01-19,xgboost,9.375633,,
subcategory_2,2019-01-20,xgboost,8.234401,,
subcategory_2,2019-01-21,xgboost,9.1102915,,
subcategory_2,2019-01-22,xgboost,8.554486,,
subcategory_2,2019-01-23,xgboost,7.8410954,,
subcategory_2,2019-01-24,xgboost,8.927682,,
subcategory_2,2019-01-25,xgboost,8.248319,,
subcategory_2,2019-01-26,xgboost,8.095241,,
subcategory_2,2019-01-27,xgboost,9.229746,,
subcategory_2,2019-01-28,xgboost,9.346905,,
subcategory_2,2019-01-29,xgboost,8.2404785,,
subcategory_3,2018-12-31,xgboost,83.39813,,
subcategory_3,2019-01-01,xgboost,74.39547,,
subcategory_3,2019-01-02,xgboost,45.900875,,
subcategory_3,2019-01-03,xgboost,61.81595,,
subcategory_3,2019-01-04,xgboost,58.981197,,
subcategory_3,2019-01-05,xgboost,60.41071,,
subcategory_3,2019-01-06,xgboost,60.195118,,
subcategory_3,2019-01-07,xgboost,64.28645,,
subcategory_3,2019-01-08,xgboost,55.2165,,
subcategory_3,2019-01-09,xgboost,59.59396,,
subcategory_3,2019-01-10,xgboost,57.602932,,
subcategory_3,2019-01-11,xgboost,58.84641,,
subcategory_3,2019-01-12,xgboost,61.726532,,
subcategory_3,2019-01-13,xgboost,57.908035,,
subcategory_3,2019-01-14,xgboost,58.54295,,
subcategory_3,2019-01-15,xgboost,54.962555,,
subcategory_3,2019-01-16,xgboost,55.253147,,
subcategory_3,2019-01-17,xgboost,54.690506,,
subcategory_3,2019-01-18,xgboost,63.92936,,
subcategory_3,2019-01-19,xgboost,57.248863,,
subcategory_3,2019-01-20,xgboost,61.976612,,
subcategory_3,2019-01-21,xgboost,59.558643,,
subcategory_3,2019-01-22,xgboost,61.277287,,
subcategory_3,2019-01-23,xgboost,55.827698,,
subcategory_3,2019-01-24,xgboost,58.12899,,
subcategory_3,2019-01-25,xgboost,65.986176,,
subcategory_3,2019-01-26,xgboost,60.95163,,
subcategory_3,2019-01-27,xgboost,57.99443,,
subcategory_3,2019-01-28,xgboost,59.306847,,
subcategory_3,2019-01-29,xgboost,53.93473,,
subcategory_4,2018-12-31,xgboost,33.104305,,
subcategory_4,2019-01-01,xgboost,59.692894,,
subcategory_4,2019-01-02,xgboost,33.636993,,
subcategory_4,2019-01-03,xgboost,44.47236,,
subcategory_4,2019-01-04,xgboost,64.82363,,
subcategory_4,2019-01-05,xgboost,46.220478,,
subcategory_4,2019-01-06,xgboost,65.17338,,
subcategory_4,2019-01-07,xgboost,27.000652,,
subcategory_4,2019-01-08,xgboost,33.863964,,
subcategory_4,2019-01-09,xgboost,32.467686,,
subcategory_4,2019-01-10,xgboost,31.725534,,
subcategory_4,2019-01-11,xgboost,32.109325,,
subcategory_4,2019-01-12,xgboost,48.10343,,
subcategory_4,2019-01-13,xgboost,29.703138,,
subcategory_4,2019-01-14,xgboost,27.472193,,
subcategory_4,2019-01-15,xgboost,26.883255,,
subcategory_4,2019-01-16,xgboost,26.86525,,
subcategory_4,2019-01-17,xgboost,26.817657,,
subcategory_4,2019-01-18,xgboost,28.096813,,
subcategory_4,2019-01-19,xgboost,29.85376,,
subcategory_4,2019-01-20,xgboost,29.178099,,
subcategory_4,2019-01-21,xgboost,27.46672,,
subcategory_4,2019-01-22,xgboost,22.893728,,
subcategory_4,2019-01-23,xgboost,22.31696,,
subcategory_4,2019-01-24,xgboost,24.916948,,
subcategory_4,2019-01-25,xgboost,24.179165,,
subcategory_4,2019-01-26,xgboost,25.941605,,
subcategory_4,2019-01-27,xgboost,27.238934,,
subcategory_4,2019-01-28,xgboost,23.675304,,
subcategory_4,2019-01-29,xgboost,24.683922,,
subcategory_5,2018-12-31,xgboost,367.03568,,
subcategory_5,2019-01-01,xgboost,243.86392,,
subcategory_5,2019-01-02,xgboost,152.78801,,
subcategory_5,2019-01-03,xgboost,170.26414,,
subcategory_5,2019-01-04,xgboost,202.57726,,
subcategory_5,2019-01-05,xgboost,184.19478,,
subcategory_5,2019-01-06,xgboost,152.82768,,
subcategory_5,2019-01-07,xgboost,130.48792,,
subcategory_5,2019-01-08,xgboost,127.70295,,
subcategory_5,2019-01-09,xgboost,108.57288,,
subcategory_5,2019-01-10,xgboost,111.803894,,
subcategory_5,2019-01-11,xgboost,105.46596,,
subcategory_5,2019-01-12,xgboost,98.03101,,
subcategory_5,2019-01-13,xgboost,87.27904,,
subcategory_5,2019-01-14,xgboost,83.88143,,
subcategory_5,2019-01-15,xgboost,75.765724,,
subcategory_5,2019-01-16,xgboost,65.2328,,
subcategory_5,2019-01-17,xgboost,83.49123,,
subcategory_5,2019-01-18,xgboost,88.926315,,
subcategory_5,2019-01-19,xgboost,109.90276,,
subcategory_5,2019-01-20,xgboost,96.2411,,
subcategory_5,2019-01-21,xgboost,91.011444,,
subcategory_5,2019-01-22,xgboost,92.26024,,
subcategory_5,2019-01-23,xgboost,83.39369,,
subcategory_5,2019-01-24,xgboost,110.45287,,
subcategory_5,2019-01-25,xgboost,93.853035,,
subcategory_5,2019-01-26,xgboost,82.165,,
subcategory_5,2019-01-27,xgboost,86.34045,,
subcategory_5,2019-01-28,xgboost,81.047615,,
subcategory_5,2019-01-29,xgboost,80.70011,,
subcategory_6,2018-12-31,xgboost,1.4338226,,
subcategory_6,2019-01-01,xgboost,-0.2986505,,
subcategory_6,2019-01-02,xgboost,-0.2244134,,
subcategory_6,2019-01-03,xgboost,-0.2244134,,
subcategory_6,2019-01-04,xgboost,-0.47576734,,
subcategory_6,2019-01-05,xgboost,-0.47576734,,
subcategory_6,2019-01-06,xgboost,-0.47576734,,
subcategory_6,2019-01-07,xgboost,-0.2986505,,
subcategory_6,2019-01-08,xgboost,-0.2986505,,
subcategory_6,2019-01-09,xgboost,-0.2244134,,
subcategory_6,2019-01-10,xgboost,-0.2244134,,
subcategory_6,2019-01-11,xgboost,-0.47576734,,
subcategory_6,2019-01-12,xgboost,-0.47576734,,
subcategory_6,2019-01-13,xgboost,-0.47576734,,
subcategory_6,2019-01-14,xgboost,-0.2986505,,
subcategory_6,2019-01-15,xgboost,-0.2986505,,
subcategory_6,2019-01-16,xgboost,-0.2244134,,
subcategory_6,2019-01-17,xgboost,-0.2244134,,
subcategory_6,2019-01-18,xgboost,-0.47576734,,
subcategory_6,2019-01-19,xgboost,-0.47576734,,
subcategory_6,2019-01-20,xgboost,-0.47576734,,
subcategory_6,2019-01-21,xgboost,-0.2986505,,
subcategory_6,2019-01-22,xgboost,-0.2986505,,
subcategory_6,2019-01-23,xgboost,-0.2244134,,
subcategory_6,2019-01-24,xgboost,-0.2244134,,
subcategory_6,2019-01-25,xgboost,-0.47576734,,
subcategory_6,2019-01-26,xgboost,-0.47576734,,
subcategory_6,2019-01-27,xgboost,-0.47576734,,
subcategory_6,2019-01-28,xgboost,-0.2986505,,
subcategory_6,2019-01-29,xgboost,-0.2986505,,
subcategory_7,2018-12-31,xgboost,2.2549088,,
subcategory_7,2019-01-01,xgboost,1.9600538,,
subcategory_7,2019-01-02,xgboost,2.1357548,,
subcategory_7,2019-01-03,xgboost,2.0943098,,
subcategory_7,2019-01-04,xgboost,2.312729,,
subcategory_7,2019-01-05,xgboost,2.5382395,,
subcategory_7,2019-01-06,xgboost,3.0944939,,
subcategory_7,2019-01-07,xgboost,3.5078623,,
subcategory_7,2019-01-08,xgboost,3.0746076,,
subcategory_7,2019-01-09,xgboost,3.1086876,,
subcategory_7,2019-01-10,xgboost,3.0949838,,
subcategory_7,2019-01-11,xgboost,3.0721161,,
subcategory_7,2019-01-12,xgboost,3.1245306,,
subcategory_7,2019-01-13,xgboost,3.9858544,,
subcategory_7,2019-01-14,xgboost,3.6739104,,
subcategory_7,2019-01-15,xgboost,3.1225684,,
subcategory_7,2019-01-16,xgboost,2.983798,,
subcategory_7,2019-01-17,xgboost,3.0902934,,
subcategory_7,2019-01-18,xgboost,3.1091619,,
subcategory_7,2019-01-19,xgboost,3.0997949,,
subcategory_7,2019-01-20,xgboost,3.6514282,,
subcategory_7,2019-01-21,xgboost,3.8706863,,
subcategory_7,2019-01-22,xgboost,3.0966487,,
subcategory_7,2019-01-23,xgboost,3.032171,,
subcategory_7,2019-01-24,xgboost,3.0902934,,
subcategory_7,2019-01-25,xgboost,3.1091619,,
subcategory_7,2019-01-26,xgboost,3.0997949,,
subcategory_7,2019-01-27,xgboost,3.6514282,,
subcategory_7,2019-01-28,xgboost,3.8428862,,
subcategory_7,2019-01-29,xgboost,3.1225684,,
subcategory_8,2018-12-31,xgboost,1.5112896,,
subcategory_8,2019-01-01,xgboost,1.5325023,,
subcategory_8,2019-01-02,xgboost,1.5550392,,
subcategory_8,2019-01-03,xgboost,1.3550013,,
subcategory_8,2019-01-04,xgboost,1.8457232,,
subcategory_8,2019-01-05,xgboost,1.379456,,
subcategory_8,2019-01-06,xgboost,0.68662345,,
subcategory_8,2019-01-07,xgboost,0.71994704,,
subcategory_8,2019-01-08,xgboost,0.78682363,,
subcategory_8,2019-01-09,xgboost,0.6747173,,
subcategory_8,2019-01-10,xgboost,0.6614414,,
subcategory_8,2019-01-11,xgboost,0.74468213,,
subcategory_8,2019-01-12,xgboost,0.5467309,,
subcategory_8,2019-01-13,xgboost,0.5490837,,
subcategory_8,2019-01-14,xgboost,0.70513916,,
subcategory_8,2019-01-15,xgboost,0.5386552,,
subcategory_8,2019-01-16,xgboost,0.5614963,,
subcategory_8,2019-01-17,xgboost,0.53714526,,
subcategory_8,2019-01-18,xgboost,0.63038343,,
subcategory_8,2019-01-19,xgboost,0.54048604,,
subcategory_8,2019-01-20,xgboost,0.6134092,,
subcategory_8,2019-01-21,xgboost,0.75822794,,
subcategory_8,2019-01-22,xgboost,0.5682281,,
subcategory_8,2019-01-23,xgboost,0.6049328,,
subcategory_8,2019-01-24,xgboost,0.5795815,,
subcategory_8,2019-01-25,xgboost,0.6728197,,
subcategory_8,2019-01-26,xgboost,0.5373643,,
subcategory_8,2019-01-27,xgboost,0.59796953,,
subcategory_8,2019-01-28,xgboost,0.6929036,,
subcategory_8,2019-01-29,xgboost,0.5586855,,
subcategory_9,2018-12-31,xgboost,40.629,,
subcategory_9,2019-01-01,xgboost,23.87982,,
subcategory_9,2019-01-02,xgboost,35.22789,,
subcategory_9,2019-01-03,xgboost,36.06842,,
subcategory_9,2019-01-04,xgboost,40.567074,,
subcategory_9,2019-01-05,xgboost,35.838284,,
subcategory_9,2019-01-06,xgboost,39.873882,,
subcategory_9,2019-01-07,xgboost,29.978045,,
subcategory_9,2019-01-08,xgboost,37.012234,,
subcategory_9,2019-01-09,xgboost,28.804203,,
subcategory_9,2019-01-10,xgboost,33.019596,,
subcategory_9,2019-01-11,xgboost,33.707924,,
subcategory_9,2019-01-12,xgboost,38.502357,,
subcategory_9,2019-01-13,xgboost,39.116287,,
subcategory_9,2019-01-14,xgboost,30.188343,,
subcategory_9,2019-01-15,xgboost,32.25378,,
subcategory_9,2019-01-16,xgboost,34.094128,,
subcategory_9,2019-01-17,xgboost,34.306274,,
subcategory_9,2019-01-18,xgboost,33.124443,,
subcategory_9,2019-01-19,xgboost,36.5705,,
subcategory_9,2019-01-20,xgboost,39.391556,,
subcategory_9,2019-01-21,xgboost,29.195698,,
subcategory_9,2019-01-22,xgboost,39.151165,,
subcategory_9,2019-01-23,xgboost,26.925825,,
subcategory_9,2019-01-24,xgboost,31.932228,,
subcategory_9,2019-01-25,xgboost,31.980232,,
subcategory_9,2019-01-26,xgboost,36.30519,,
subcategory_9,2019-01-27,xgboost,39.828068,,
subcategory_9,2019-01-28,xgboost,35.048527,,
subcategory_9,2019-01-29,xgboost,32.552414,,
