CustomerID,Recency,Frequency,Monetary
12592.0,155,2,36314.28
12594.0,14,5,35764.87
12595.0,140,1,4813.820000000001
12598.0,99,3,20543.030000000002
12599.0,17,6,22882.2
12600.0,7,11,26300.63
12601.0,40,1,1017.7
12605.0,12,3,14537.19
12608.0,40,1,22312.49
12609.0,10,6,16598.07
12613.0,24,5,83535.63
12615.0,49,4,41093.75
12616.0,24,1,3763.6
12619.0,196,1,1952.12
12621.0,1,16,669809.8
12623.0,52,6,42419.3
12625.0,145,2,45593.200000000004
12629.0,21,2,23434.58
12631.0,92,5,24676.83
12632.0,156,2,15545.060000000001
12633.0,18,3,33404.58
12634.0,184,1,6703.2
12635.0,28,2,11362.57
12637.0,14,4,19380.39
12638.0,275,1,1472.4
12639.0,70,2,8219.15
12643.0,21,5,722525.8
12644.0,66,3,12877.220000000001
12645.0,45,4,20460.62
12647.0,3,26,422189.77
12648.0,73,3,6920.45
12649.0,18,5,30185.58
12651.0,14,3,2239.15
12652.0,70,1,1381.3500000000001
12653.0,162,1,36654.6
12655.0,59,1,1320.05
12656.0,61,3,19517.84
12661.0,72,1,3052.7999999999997
12662.0,9,10,27509.06
12663.0,260,2,7069.2
12664.0,150,2,55667.520000000004
12665.0,53,2,2404.0
12666.0,30,1,23557.420000000002
12668.0,14,5,65057.49
12670.0,21,2,6362.56
12671.0,242,1,123653.50099999999
12672.0,231,1,941.0500000000001
12673.0,37,1,7265.8
12675.0,189,2,3005.44
12676.0,44,4,28045.899999999998
12677.0,191,2,3003.0
12678.0,11,6,1274782.92
12681.0,3,23,236105.66
12682.0,1,22,114572.73
12683.0,1,8,59085.97
12686.0,7,1,1199.56
12687.0,116,1,20739.81
12691.0,56,1,1031.2
12692.0,273,1,393.95
12693.0,32,3,5270.63
12694.0,57,1,19602.420000000002
12695.0,164,3,6105.56
12696.0,70,2,9255.69
12698.0,226,1,2114.65
12699.0,53,1,4788.73
12701.0,165,4,17583.420000000002
12703.0,269,3,5221.14
12705.0,19,5,58636.07
12708.0,4,9,19821.27
12709.0,2,18,926794.6
12711.0,247,2,19582.87
12712.0,1,10,24740.81
12714.0,24,7,122391.51
12717.0,226,1,1447.6100000000001
12720.0,5,5,22658.579999999998
12721.0,21,2,10592.45
12724.0,19,3,15070.91
12725.0,7,3,35650.82
12726.0,23,4,44462.52
12727.0,78,3,18524.190000000002
12728.0,19,1,1896.98
12730.0,157,1,3354.85
12731.0,78,5,326650.4
12733.0,25,3,14947.810000000001
12734.0,10,2,15285.85
12738.0,8,1,2002.35
12739.0,30,1,10904.81
12741.0,169,1,3447.63
12742.0,261,1,48214.899999999994
12744.0,95,4,108724.70999999999
12745.0,122,2,19301.31
12746.0,176,1,1479.45
12747.0,5,16,88426.67
12748.0,1,133,493589.91000000003
12749.0,35,4,17629.7
12751.0,80,1,1103.01
12755.0,1,10,5691253.8100000005
12758.0,95,5,182565.89
12759.0,22,5,36447.2
12760.0,91,1,3066.82
12761.0,100,1,8011.349999999999
12763.0,5,1,4356.5599999999995
12765.0,108,6,27675.64
12766.0,2,3,41668.97
12767.0,11,1,16876.36
12768.0,86,1,1758.57
12770.0,92,1,128485.28
12771.0,121,1,1641.8
12773.0,200,1,5629.67
12774.0,171,1,856.2
12775.0,24,2,4302.72
12776.0,303,1,432.5
12777.0,93,1,11915.35
12778.0,32,3,13740.99
12779.0,7,7,43987.35
12780.0,234,1,5033.54
12782.0,10,6,15501.980000000001
12784.0,165,1,7706.3099999999995
12785.0,171,2,6357.35
12786.0,245,1,15824.2
12787.0,49,1,4148.400000000001
12788.0,99,4,3444.6
12789.0,148,2,2227.5
12790.0,46,1,1808.35
12791.0,9,5,26043.83
12792.0,170,1,3614.31
12793.0,7,2,3598.45
12796.0,264,1,10530.0
12797.0,1,2,3282.12
12798.0,57,1,430233.41000000003
12799.0,165,1,2024.95
12800.0,106,2,4365.43
12801.0,136,1,8598.82
12802.0,80,4,42610.06
12803.0,29,1,19259.01
12804.0,101,2,2464.66
12805.0,17,4,17076.35
12806.0,208,2,347011.98000000004
12807.0,19,1,2312.95
12808.0,4,3,3011.35
12809.0,201,2,5531.71
12810.0,170,2,8152.35
12811.0,14,2,4221.95
12813.0,137,3,67978.0
12817.0,35,2,4003.04
12819.0,94,1,12315.44
12820.0,33,7,21574.18
12821.0,247,1,1885.76
12823.0,30,13,310500.0
12825.0,157,2,2616.61
12826.0,1,6,27931.489999999998
12829.0,186,1,2808.5
12831.0,99,2,3101.48
12835.0,63,41,36085.35
12836.0,25,11,26539.760000000002
12837.0,205,1,1446.19
12838.0,9,9,38210.59
12839.0,3,13,57310.23
12840.0,73,3,27639.600000000002
12841.0,5,17,52907.67
12842.0,40,2,47247.200000000004
12843.0,18,20,251507.76
12844.0,78,2,606.7
12847.0,23,1,25761.96
12848.0,311,1,875.4
12849.0,17,4,42593.98
12850.0,81,1,33000.0
12851.0,113,1,275.15
12853.0,63,5,26091.7
12854.0,197,4,15144.12
12855.0,8,4,2207.7
12857.0,72,4,44294.1
12858.0,19,1,271.72
12859.0,94,1,10356.2
12860.0,329,1,132.17
12861.0,255,1,519.75
12862.0,61,2,8138.16
12863.0,15,5,59265.549999999996
12864.0,144,1,14385.95
12865.0,14,2,19687.84
12866.0,110,2,5871.67
12867.0,33,6,34309.83
12868.0,9,3,6005.0
12869.0,317,1,3754.17
12870.0,11,3,24427.25
12871.0,75,1,18867.4
12872.0,1,11,23491.04
12873.0,33,2,42690.6
12874.0,21,2,12793.34
12875.0,107,3,489369.6000000001
12876.0,30,2,28121.15
12877.0,37,8,13144.94
12880.0,17,2,5222.73
12887.0,19,1,1949.2
12889.0,17,4,1621.1200000000001
12890.0,23,1,2788.84
12891.0,94,8,165462.5
12892.0,32,1,1869.6000000000001
12894.0,211,1,309.85
12897.0,17,2,6069.35
12898.0,99,2,22616.799999999996
12899.0,49,1,2201.9
12900.0,58,1,3581.4700000000003
12903.0,64,1,10371.11
12905.0,212,2,9310.82
12907.0,31,2,4191.13
12908.0,16,3,615600.0
12909.0,60,3,9090.699999999999
12910.0,15,5,102226.48
12911.0,187,1,10057.75
12913.0,4,9,420716.79000000004
12914.0,36,1,18517.8
12915.0,8,3,5595.599999999999
12916.0,78,3,26427.17
12917.0,36,5,168229.7
12920.0,207,3,4054.6200000000003
12921.0,2,39,364304.53
12923.0,26,2,6100.0
12924.0,29,8,191552.54
12925.0,228,1,907.2
12926.0,47,4,8038.74
12927.0,30,1,2423.19
12928.0,14,7,42970.37
12931.0,16,42,28337458.0
12932.0,175,8,43961.66
12933.0,16,5,4012.28
12934.0,372,1,3130.95
12935.0,11,8,22413.08
12937.0,99,5,23655.6
12939.0,15,12,2576042.4
12941.0,360,1,6596.429999999999
12942.0,1,1,978.95
12943.0,194,2,6538.999999999999
12945.0,292,1,4137.78
12946.0,72,1,2548.15
12947.0,9,1,3126.4
12948.0,366,2,7868.08
12949.0,18,14,140540.24
12951.0,22,9,19264.75
12953.0,158,1,4138.0
12954.0,274,1,1306.05
12956.0,320,3,5792.76
12957.0,177,5,42476.99
12958.0,36,2,2278.49
12959.0,120,1,3421.55
12960.0,49,4,38203.49
12961.0,15,1,1509.7299999999998
12963.0,1,5,18258.84
12964.0,73,1,291.28000000000003
12967.0,7,2,48393.24
12969.0,238,1,1294.55
12970.0,16,6,8100.47
12971.0,2,33,702099.0599999999
12972.0,49,4,12228.18
12973.0,49,1,1125.5500000000002
12974.0,201,1,916.39
12975.0,72,6,15861.99
12976.0,14,7,40205.34
12977.0,137,3,1738.03
12978.0,21,5,24876.260000000002
12979.0,365,1,15592.84
12980.0,22,12,249865.91999999998
12982.0,30,7,22163.07
12983.0,234,1,12189.72
12986.0,64,10,56095.00000000001
12987.0,56,3,6544.83
12989.0,60,18,1586329.6
12990.0,53,4,12870.0
12991.0,25,1,1219.3400000000001
12992.0,361,1,325.85
12993.0,81,4,9126.41
12996.0,11,1,1702.1000000000001
12997.0,30,4,9527.82
12998.0,128,3,32817.96
13000.0,361,1,2624.95
13001.0,40,20,349473.96
13002.0,52,2,2325.52
13004.0,22,18,56330.619999999995
13005.0,67,2,3810.7200000000003
13007.0,215,1,1046.1499999999999
13008.0,33,2,5414.24
13009.0,308,1,7020.0
13010.0,10,2,7728.3
13011.0,8,1,219.75000000000003
13012.0,65,3,16608.41
13013.0,7,18,138605.75
13014.0,68,1,17387.28
13015.0,74,6,36579.66
13018.0,49,7,21582.3
13019.0,15,6,9384.33
13020.0,198,2,4726.38
13021.0,10,8,24289.06
13022.0,65,1,422.2
13023.0,164,1,4769.91
13024.0,106,2,3359.41
13025.0,367,1,9568.19
13026.0,124,4,17807.760000000002
13027.0,21,13,6905376.0
13029.0,10,2,7773.599999999999
13030.0,4,1,1703.48
13031.0,43,5,28447.55
13032.0,28,7,22541.11
13033.0,65,1,247.5
13034.0,5,2,2417.39
13035.0,67,1,9965.76
13036.0,320,1,1819.8
13037.0,35,9,29180.54
13039.0,220,4,5773.31
13041.0,86,4,10777.77
13042.0,234,3,10392.08
13044.0,128,10,43160.81
13045.0,37,2,3748.7000000000003
13046.0,92,1,3391.12
13047.0,9,17,75221.96
13048.0,72,5,41575.58
13049.0,25,2,34451.04000000001
13050.0,2,18,49494.91
13051.0,214,2,4823.2
13052.0,56,6,25802.170000000002
13053.0,257,1,556.75
13055.0,65,1,12109.0
13056.0,187,1,2470.82
13057.0,166,3,20890.190000000002
13059.0,49,9,11780.47
13063.0,116,1,2032.4
13064.0,186,2,3661.15
13065.0,9,5,6931.530000000001
13067.0,45,2,3049.95
13069.0,5,16,1283789.01
13070.0,95,3,6647.4
13071.0,248,1,406.42
13073.0,47,2,3687.66
13074.0,147,4,121293.48000000001
13076.0,93,1,629.6
13077.0,2,8,24897.82
13078.0,2,32,460805.67
13079.0,53,1,1734.96
13080.0,37,3,1233.75
13081.0,7,19,792782.29
13082.0,60,12,893180.72
13083.0,61,1,4037.7599999999998
13084.0,127,1,9792.0
13085.0,315,6,26740.8
13086.0,18,1,2763.9300000000003
13087.0,362,1,2068.1800000000003
13088.0,53,1,941.73
13089.0,4,109,2045781.69
13090.0,1,12,189406.15
13091.0,365,1,28818.68
13092.0,50,7,8699.35
13093.0,9,48,1951195.94
13094.0,4,2,25849.440000000002
13096.0,30,1,2518.2000000000007
13097.0,24,17,49891.82
13101.0,134,3,10194.39
13102.0,1,14,76239.25
13103.0,73,2,6138.88
13104.0,51,3,21707.64
13105.0,72,1,7200.0
13106.0,49,1,11819.560000000001
13107.0,49,5,120254.91
13108.0,8,2,17879.78
13109.0,187,1,3143.4300000000003
13110.0,73,5,8661.720000000001
13111.0,354,1,5670.64
13112.0,177,1,173.5
13113.0,2,14,93695.67
13114.0,366,1,1059.56
13115.0,15,6,38912.54
13117.0,1,12,16232.94
13118.0,12,4,10852.460000000001
13119.0,304,1,1388.1999999999998
13123.0,108,2,3077.55
13124.0,21,1,11820.28
13125.0,159,1,411.85
13126.0,2,7,22534.27
13128.0,267,1,8168.5
13129.0,88,2,8418.75
13131.0,54,4,19415.850000000002
13133.0,95,1,397.15000000000003
13134.0,38,2,9029.45
13135.0,127,1,2022.75
13136.0,11,8,36021.55
13137.0,22,8,16505.31
13138.0,8,2,3262.43
13139.0,73,1,90667.86
13140.0,2,3,9152.72
13141.0,21,12,77699.47
13143.0,220,1,3285.7000000000003
13144.0,67,1,72.4
13145.0,8,4,27223.0
13148.0,25,14,32360.030000000002
13150.0,120,3,14306.47
13151.0,261,2,7083.49
13152.0,53,7,15014.76
13154.0,35,3,21586.02
13155.0,4,3,5408.04
13156.0,21,3,15783.039999999999
13157.0,45,5,91072.92
13158.0,24,1,3134.9
13161.0,136,1,1637.01
13162.0,16,12,252878.92
13163.0,246,1,31.55
13164.0,205,2,5662.8
13165.0,49,1,36718.4
13166.0,50,1,7844.16
13167.0,26,1,4602.44
13168.0,178,1,5040.78
13169.0,198,1,698.8000000000001
13172.0,36,1,3340.7999999999997
13173.0,3,10,25639.4
13174.0,5,9,38871.51
13175.0,218,2,6975.55
13177.0,66,1,1605.3500000000001
13178.0,33,10,118184.24
13179.0,254,1,6338.1900000000005
13180.0,243,1,1114.2
13181.0,17,1,3716.83
13183.0,30,6,138845.74000000002
13187.0,260,3,1549.51
13190.0,180,3,16458.36
13191.0,294,1,413.03
13192.0,171,4,18511.0
13194.0,57,1,17513.28
13195.0,50,1,422.26000000000005
13196.0,79,3,12653.12
13197.0,245,1,3127.9700000000003
13198.0,23,2,13522.91
13199.0,2,30,1102194.1500000001
13201.0,138,4,20922.57
13202.0,30,7,12961.52
13203.0,22,6,26737.010000000002
13204.0,367,1,7728.620000000001
13205.0,79,1,717619.2
13206.0,36,13,165700.42
13207.0,87,2,2998.8
13208.0,85,3,7659.0599999999995
13209.0,150,5,91429.96
13211.0,17,7,48901.26
13213.0,19,6,51578.36
13214.0,53,7,41583.89
13215.0,38,1,7833.599999999999
13217.0,291,1,33125.0
13219.0,254,1,76.23
13220.0,211,1,3238.3
13222.0,213,1,2655.0
13223.0,59,4,66634.56
13225.0,57,9,536675.39
13226.0,29,1,1696.75
13230.0,1,17,15244.93
13233.0,56,2,10850.36
13234.0,308,2,1035.45
13237.0,23,1,4258.0
13238.0,66,2,2795.8
13239.0,73,4,12995.85
13240.0,1,5,6084.5
13241.0,47,1,135.76
13242.0,87,4,4290.0
13243.0,85,4,1978.45
13245.0,68,1,4558.56
13246.0,29,5,15399.01
13249.0,37,6,60851.520000000004
13250.0,96,2,2521.2799999999997
13251.0,38,1,2647.32
13252.0,30,2,2417.3
13253.0,66,2,63744.81
13254.0,12,1,425.68999999999994
13255.0,9,2,18404.55
13257.0,72,1,623.15
13258.0,15,2,8608.8
13259.0,33,8,2654.33
13262.0,25,2,1273.54
13263.0,29,4,6069.3
13264.0,78,1,6814.04
13266.0,49,7,66550.66
13267.0,2,18,53476.57
13269.0,5,14,80197.17
13270.0,2,1,118000.0
13274.0,45,1,3186.35
13275.0,19,2,1666.6200000000001
13276.0,33,3,6266.57
13277.0,16,3,6068.1
13278.0,35,3,19606.92
13280.0,15,4,17473.45
13281.0,75,1,2976.45
13282.0,42,1,1144.95
13283.0,203,2,2601.0
13285.0,236,2,6967.99
13286.0,236,1,5936.81
13287.0,239,3,6015.63
13288.0,79,5,58228.79
13289.0,359,1,2110.15
13291.0,50,10,18031.27
13292.0,51,3,2741.67
13293.0,28,6,9065.24
13294.0,282,1,9745.289999999999
13295.0,12,3,10816.59
13296.0,59,5,8800.61
13297.0,21,3,99749.25
13299.0,59,2,6561.56
13300.0,24,2,8213.64
13302.0,162,1,477.95
13303.0,36,1,414.36
13304.0,91,3,6895.45
13305.0,8,7,19138.61
13306.0,66,1,842.05
13307.0,123,2,2878.84
13308.0,232,1,3520.12
13309.0,28,1,3846.52
13310.0,16,2,3949.53
13312.0,87,1,1717.45
13313.0,115,7,24815.68
13315.0,325,1,3045.78
13316.0,28,6,4591748.36
13317.0,21,13,55628.991
13319.0,1,34,127590.57
13320.0,70,2,6658.9
13324.0,64,8,243798.42
13326.0,68,1,3488.6400000000003
13327.0,1,13,89421.52
13329.0,2,7,198755.75
13330.0,91,3,31042.41
13331.0,37,1,960.7
13333.0,47,3,12215.32
13334.0,172,2,24824.91
13337.0,182,1,17417.1
13338.0,177,3,15195.4
13340.0,53,5,456055.52
13346.0,98,6,9111.6
13357.0,130,4,25400.170000000002
13359.0,39,1,3884.85
13360.0,67,4,24487.67
13361.0,108,2,18154.8
13362.0,14,3,20069.45
13363.0,45,1,8029.94
13367.0,67,1,9121.6
13368.0,50,2,5438.04
13369.0,1,1,3409.52
13370.0,7,1,6440.31
13371.0,141,2,24648.32
13373.0,51,3,69064.73999999999
13374.0,50,2,3624.1000000000004
13375.0,80,1,45565.340000000004
13377.0,32,2,13065.2
13380.0,68,1,1108.8
13381.0,15,6,84355.90000000001
13382.0,64,4,12563.210000000001
13383.0,179,1,87920.64000000001
13384.0,26,4,57262.96
13386.0,50,2,18880.04
13387.0,53,1,417.9
13388.0,239,1,5816.549999999999
13392.0,313,1,867.48
13393.0,219,4,12127.55
13394.0,15,11,52641.26
13395.0,36,2,46338.81
13397.0,73,5,60812.12
13398.0,84,1,988.0
13399.0,100,3,2304.9
13400.0,218,1,3072.63
13402.0,8,3,10306.82
13403.0,23,2,1973.4
13405.0,117,3,39788.079999999994
13406.0,63,2,21204.96
13407.0,214,3,42595.32
13408.0,7,46,1221424.042
13410.0,29,4,91405.88
13412.0,256,1,3288.4500000000003
13413.0,275,6,24849.120000000003
13414.0,99,3,250272.04
13415.0,108,4,12507.17
13416.0,372,1,2421.0
13417.0,183,4,7580.28
13418.0,8,15,159969.93
13421.0,42,6,29007.64
13423.0,64,1,2930.83
13424.0,85,1,7242.87
13425.0,144,2,27118.0
13426.0,18,12,85488.6
13427.0,113,3,7183.51
13428.0,150,2,1396.11
13431.0,42,6,33074.68
13432.0,207,2,1317.05
13433.0,137,4,7210.46
13434.0,21,3,35360.280000000006
13435.0,12,2,13995.7
13438.0,183,1,465.0
13439.0,24,2,8631.94
13440.0,59,7,14011.65
13441.0,67,1,5191.5599999999995
13442.0,303,3,1144.47
13443.0,84,6,7457.25
13444.0,10,2,3943.66
13445.0,262,1,6166.999999999999
13446.0,66,11,84373.41
13448.0,9,8,50397.090000000004
13450.0,10,7,95686.0
13451.0,17,6,28135.99
13452.0,108,1,559.2
13453.0,38,1,3930.9700000000003
13454.0,277,1,2177.25
13455.0,2,5,11484.43
13457.0,324,2,2022.7599999999998
13458.0,15,2,29646.22
13459.0,260,2,17112.71
13461.0,43,3,238896.8
13462.0,46,4,10005.45
13464.0,30,5,22762.02
13465.0,82,2,19063.1
13466.0,44,4,7393.3099999999995
13468.0,4,38,60218.16
13469.0,289,1,664.8
13472.0,99,2,6686.16
13473.0,210,6,46990.5
13474.0,79,2,1846.28
13476.0,42,3,5380.6
13477.0,91,5,23966.13
13478.0,105,5,24337.72
13479.0,88,2,7992.959999999999
13480.0,52,2,5345.04
13481.0,10,6,16422.36
13482.0,263,1,1228.25
13484.0,19,2,2751.24
13485.0,12,10,30110.04
13487.0,141,2,1802.51
13488.0,3,11,83303.77
13490.0,290,1,493.75
13491.0,8,18,32398.8
13495.0,4,6,73835.45
13497.0,4,5,8822.48
13498.0,366,1,8374.74
13500.0,37,1,3127.87
13501.0,122,2,17046.85
13502.0,51,2,9595.9
13503.0,115,4,10069.28
13506.0,5,4,14156.88
13508.0,278,1,2163.42
13509.0,143,1,5300.0
13510.0,11,7,25433.43
13511.0,312,1,4759.540000000001
13512.0,23,3,6792.38
13513.0,77,2,6729.41
13514.0,64,3,11626.6
13515.0,85,2,4576.92
13516.0,53,1,2280.05
13519.0,78,1,2030.84
13520.0,7,6,50286.65
13523.0,2,2,12644.92
13526.0,374,2,144272.46
13527.0,54,5,12959.57
13530.0,270,1,6814.280000000001
13531.0,2,5,8848.14
13534.0,15,10,19546.76
13535.0,38,1,895.0
13537.0,61,2,5357.45
13538.0,32,5,17389.5
13539.0,56,4,7243.2
13540.0,103,3,4485.7300000000005
13541.0,63,2,25618.05
13542.0,12,17,14314.11
13543.0,270,2,14979.59
13544.0,47,4,840.23
13545.0,26,2,3059.92
13546.0,18,2,2795.0699999999997
13547.0,44,1,392.26
13548.0,107,1,561.8399999999999
13549.0,23,1,1051.2
13550.0,19,1,5840.09
13551.0,302,1,3657.5999999999995
13552.0,64,10,45428.55
13553.0,310,1,1455.62
13554.0,16,7,7555.06
13555.0,14,9,78716.03
13556.0,65,2,2684.7599999999998
13557.0,51,11,32679.12
13559.0,148,2,198000.0
13561.0,33,10,14456.16
13562.0,37,5,26453.21
13564.0,4,35,129355.36
13565.0,47,1,995.6
13566.0,70,3,4746.5599999999995
13567.0,64,4,6540.13
13569.0,3,3,1134.77
13571.0,18,14,13715.54
13573.0,15,4,13256.220000000001
13574.0,47,1,1858.03
13576.0,9,11,148341.52
13577.0,18,7,22163.48
13578.0,45,1,4919.2
13579.0,5,4,10461.58
13580.0,42,1,787.55
13581.0,50,1,1163.71
13582.0,25,2,2600.96
13583.0,315,1,5510.481
13584.0,134,2,3919.65
13585.0,166,3,28090.3
13586.0,177,1,405.61
13587.0,85,3,46776.2
13589.0,85,4,7376.99
13590.0,11,12,89287.51
13591.0,71,4,8170.37
13593.0,23,9,24650.95
13594.0,121,1,657.75
13595.0,152,3,3282.5
13597.0,36,2,5119.01
13598.0,131,4,7880.74
13599.0,2,14,168090.66
13600.0,270,1,6765.9
13601.0,28,2,4103.36
13602.0,17,3,5168.8
13604.0,294,1,13462.54
13605.0,23,2,6831.93
13607.0,38,1,2812.3
13608.0,176,1,1322.2
13609.0,229,1,417.45
13610.0,23,7,2684.27
13611.0,10,7,22034.05
13612.0,268,1,6647.63
13613.0,88,5,7811.2300000000005
13614.0,29,2,3593.6099999999997
13615.0,35,7,47015.22
13616.0,204,2,1979.0
13617.0,44,5,5693.23
13619.0,180,2,542.49
13620.0,164,1,3164.98
13622.0,332,1,8618.53
13623.0,16,5,17003.13
13624.0,24,1,39012.439999999995
13625.0,232,1,1987.84
13626.0,15,1,2906.79
13627.0,124,2,5897.61
13628.0,312,1,2454.48
13629.0,49,8,758025.0
13632.0,30,3,12659.800000000001
13634.0,12,10,24658.98
13635.0,78,3,26097.350000000002
13639.0,72,1,3386.27
13640.0,247,1,11340.0
13641.0,276,4,27270.27
13642.0,68,3,367.06
13643.0,18,7,15238.550000000001
13646.0,35,2,495.05
13647.0,130,4,38744.16
13648.0,36,8,16930.37
13649.0,2,5,11819.32
13650.0,10,4,15161.359999999999
13651.0,17,1,411.45
13652.0,4,3,15014.41
13653.0,123,1,1255.7
13654.0,16,5,66505.71
13655.0,10,4,14255.04
13656.0,135,2,8363.68
13658.0,19,4,35681.93
13659.0,52,10,30406.88
13660.0,36,1,1087.83
13661.0,239,1,2467.98
13662.0,21,8,10083.31
13663.0,16,4,20130.6
13665.0,22,3,25517.28
13666.0,56,2,121.4
13668.0,19,14,151937.09
13669.0,43,1,7020.0
13671.0,30,1,329.15
13672.0,366,1,1731.91
13674.0,68,1,1736.76
13676.0,175,2,3565.4
13677.0,40,2,1317.05
13679.0,129,3,708.08
13680.0,107,8,254924.85
13683.0,93,1,4572.0
13684.0,26,3,4743.349999999999
13686.0,16,2,3915.2
13687.0,74,1,39345463.6
13688.0,271,1,11155.0
13689.0,80,1,33195.0
13691.0,32,1,1277.82
13692.0,44,2,46759.28
13693.0,10,9,15821.84
13694.0,9,94,22336775.47
13695.0,213,1,14970.4
13696.0,57,3,96334.4
13698.0,232,2,2861.27
13699.0,186,1,3219.19
13700.0,53,3,5776.18
13701.0,82,1,1402.0
13702.0,81,1,2077.56
13703.0,51,1,1525.06
13705.0,9,5,15186.51
13706.0,262,1,2252.96
13707.0,65,3,59309.630000000005
13709.0,82,5,10203.16
13710.0,59,2,7520.639999999999
13711.0,42,7,12824.74
13712.0,246,1,36985.58
13713.0,44,3,3222.88
13714.0,101,1,282.15
13715.0,8,13,158250.83
13717.0,93,2,2518.5499999999997
13719.0,29,6,11877.23
13721.0,31,1,3236.0
13722.0,56,7,52368.12
13723.0,28,5,15247.869999999999
13724.0,273,1,877.3499999999999
13727.0,247,6,3277.61
13728.0,23,10,13731.51
13729.0,71,3,7496.47
13733.0,46,2,6695.27
13734.0,144,4,511686.96
13735.0,12,9,59214.56
13736.0,61,5,7563.05
