CustomerID,LastInvoiceDate,Frequency,Monetary,Recency,Cluster
12485.0,2010-06-28 15:22:00,1,708.1,165,2
12486.0,2010-10-04 12:14:00,1,1037.28,67,1
12487.0,2009-12-09 11:36:00,1,285.29999999999995,366,2
12492.0,2010-11-01 14:58:00,1,452.0,39,1
12494.0,2010-12-09 11:31:00,3,626.77,1,1
12495.0,2010-03-09 10:53:00,1,357.4,276,2
12496.0,2010-03-29 14:06:00,2,54.09,256,2
12499.0,2010-05-28 15:12:00,1,393.72,196,2
12500.0,2010-09-30 18:45:00,8,1697.39,71,3
12503.0,2010-05-04 13:59:00,1,1126.0,220,2
12504.0,2010-10-18 15:09:00,2,297.0,53,1
12505.0,2010-10-27 09:18:00,1,955.2,44,1
12507.0,2010-05-04 09:23:00,1,539.25,220,2
12511.0,2010-10-07 10:39:00,1,3084.02,64,0
12514.0,2010-03-08 12:18:00,1,580.08,277,2
12516.0,2010-10-05 09:43:00,2,1336.56,66,0
12519.0,2010-08-20 08:21:00,1,385.7,112,1
12525.0,2010-07-29 16:08:00,3,973.73,134,0
12527.0,2010-08-02 12:23:00,2,386.8,130,1
12529.0,2010-06-29 13:10:00,1,316.48,164,2
12530.0,2010-10-20 15:15:00,5,2096.98,51,3
12531.0,2010-01-22 14:17:00,1,1807.98,322,2
12533.0,2010-03-22 10:56:00,2,1367.89,263,2
12537.0,2010-10-27 08:36:00,1,732.94,44,1
12538.0,2010-11-26 13:02:00,1,276.5,14,1
12542.0,2010-08-12 19:12:00,2,481.88,120,1
12543.0,2010-09-17 15:51:00,1,980.25,84,1
12547.0,2010-07-27 13:55:00,1,175.78,136,1
12549.0,2010-05-13 12:05:00,6,1575.68,211,0
12553.0,2010-11-19 12:18:00,2,916.47,21,1
12554.0,2010-09-17 12:29:00,1,468.5,84,1
12555.0,2010-01-26 16:26:00,1,129.23,318,2
12562.0,2010-11-19 09:35:00,2,1185.18,21,0
12563.0,2010-10-27 09:52:00,1,249.24,44,1
12568.0,2010-03-05 09:15:00,1,70.0,280,2
12570.0,2010-01-26 17:28:00,1,77.52,318,2
12573.0,2010-11-23 13:01:00,4,556.87,17,0
12575.0,2010-09-08 13:09:00,2,622.8199999999999,93,1
12576.0,2010-11-12 12:44:00,3,826.89,28,0
12577.0,2010-11-23 14:06:00,5,995.95,17,0
12578.0,2010-11-19 17:21:00,2,1847.94,21,0
12580.0,2010-05-12 11:45:00,1,637.2,212,2
12582.0,2010-10-13 10:52:00,2,1469.04,58,0
12586.0,2010-11-30 10:47:00,3,1865.73,10,0
12588.0,2010-11-05 12:53:00,3,743.88,35,1
12591.0,2010-11-14 14:32:00,2,899.3,26,1
12592.0,2010-07-08 14:26:00,3,2145.06,155,0
12594.0,2010-11-26 12:17:00,5,1751.89,14,0
12595.0,2010-07-23 09:10:00,1,299.02,140,1
12598.0,2010-09-02 14:22:00,3,1511.01,99,0
12599.0,2010-11-23 15:49:00,6,1264.14,17,0
12601.0,2010-10-31 10:57:00,1,104.2,40,1
12605.0,2010-11-28 14:18:00,4,1232.95,12,0
12606.0,2010-01-26 16:23:00,1,21.0,318,2
12608.0,2010-10-31 10:49:00,1,415.79,40,1
12609.0,2010-11-30 14:48:00,6,2309.01,10,3
12613.0,2010-11-16 17:17:00,5,3490.69,24,3
12615.0,2010-10-22 09:45:00,4,3449.79,49,3
12616.0,2010-11-16 11:38:00,1,417.8,24,1
12619.0,2010-05-28 12:52:00,1,140.14,196,2
12623.0,2010-10-19 09:35:00,6,3442.74,52,3
12625.0,2010-07-18 15:56:00,2,2481.06,145,0
12629.0,2010-11-19 09:18:00,2,1558.22,21,0
12631.0,2010-09-09 14:50:00,5,2841.07,92,3
12632.0,2010-07-07 09:39:00,2,804.88,156,2
12633.0,2010-11-22 13:09:00,3,3514.18,18,3
12634.0,2010-06-22 10:05:00,2,490.0,171,2
12635.0,2010-11-12 15:46:00,2,1241.23,28,0
12636.0,2009-12-01 09:55:00,1,141.0,374,2
12637.0,2010-11-26 13:50:00,4,2318.41,14,0
12638.0,2010-03-10 10:30:00,1,249.8,275,2
12639.0,2010-10-01 12:17:00,2,826.27,70,1
12644.0,2010-10-05 10:23:00,3,1440.58,66,0
12645.0,2010-10-26 18:44:00,4,1764.12,45,0
12648.0,2010-09-28 10:35:00,3,793.95,73,0
12649.0,2010-11-22 12:57:00,5,1671.14,18,0
12651.0,2010-11-26 11:58:00,3,263.75,14,1
12652.0,2010-10-01 15:16:00,1,97.05,70,1
12653.0,2010-07-01 09:56:00,1,1950.98,162,0
12655.0,2010-10-12 09:17:00,1,261.35,59,1
12656.0,2010-10-10 10:43:00,3,2356.66,61,0
12661.0,2010-09-29 16:46:00,1,162.0,72,1
12662.0,2010-12-01 13:04:00,10,3138.24,9,3
12663.0,2010-03-25 09:40:00,2,239.4,260,2
12664.0,2010-07-13 13:28:00,2,1188.16,150,0
12665.0,2010-10-18 11:34:00,2,250.6,53,1
12666.0,2010-11-10 16:40:00,1,1248.42,30,1
12670.0,2010-11-19 10:05:00,2,764.24,21,1
12671.0,2010-04-12 16:30:00,1,2622.481,242,2
12672.0,2010-04-23 09:57:00,1,211.15,231,2
12673.0,2010-11-03 10:46:00,1,619.5,37,1
12675.0,2010-06-04 09:49:00,2,958.5,189,2
12676.0,2010-10-27 09:36:00,5,1511.7,44,0
12677.0,2010-06-02 14:30:00,2,395.1,191,2
12686.0,2010-12-03 09:51:00,1,89.14,7,1
12687.0,2010-08-16 12:12:00,2,2138.91,116,0
12691.0,2010-10-15 12:00:00,1,134.6,56,1
12692.0,2010-03-12 14:02:00,1,110.95,273,2
12693.0,2010-11-08 14:57:00,3,847.11,32,0
12694.0,2010-10-14 19:39:00,1,973.68,57,1
12695.0,2010-06-29 16:12:00,3,825.02,164,2
12696.0,2010-10-01 10:43:00,2,851.91,70,1
12698.0,2010-04-28 15:51:00,1,339.75,226,2
12699.0,2010-10-18 12:07:00,1,638.11,53,1
12701.0,2010-06-28 13:44:00,4,1648.7,165,0
12703.0,2010-03-16 13:22:00,3,722.98,269,2
12708.0,2010-12-06 10:43:00,9,2601.19,4,3
12711.0,2010-04-07 11:59:00,2,1339.05,247,2
12712.0,2010-12-09 11:39:00,10,2797.53,1,3
12717.0,2010-04-28 14:34:00,1,277.93,226,2
12720.0,2010-12-05 15:21:00,6,2478.94,5,3
12721.0,2010-11-19 15:13:00,2,1356.95,21,0
12724.0,2010-11-21 13:26:00,3,1286.11,19,0
12725.0,2010-12-03 15:45:00,4,2266.76,7,0
12726.0,2010-11-17 16:59:00,4,1405.5,23,0
12727.0,2010-09-23 10:45:00,3,1698.8300000000002,78,0
12728.0,2010-11-21 11:34:00,1,233.84,19,1
12730.0,2010-07-06 12:19:00,1,829.25,157,2
12733.0,2010-11-15 13:56:00,3,2040.92,25,0
12734.0,2010-11-30 11:05:00,2,529.25,10,1
12737.0,2010-07-29 12:29:00,2,3710.5,134,3
12738.0,2010-12-02 18:27:00,1,155.35,8,1
12739.0,2010-11-19 09:42:00,2,1713.69,21,0
12741.0,2010-06-28 14:36:00,2,406.07,165,2
12742.0,2010-03-24 12:43:00,1,1201.52,261,2
12745.0,2010-08-10 10:14:00,3,925.41,122,0
12746.0,2010-06-17 10:41:00,1,254.55,176,2
12749.0,2010-11-05 13:56:00,4,2806.48,35,3
12751.0,2010-09-21 12:49:00,1,268.27,80,1
12759.0,2010-11-18 19:14:00,5,3489.3,22,3
12760.0,2010-09-10 08:50:00,1,347.8,91,1
12761.0,2010-09-08 12:17:00,2,782.95,93,1
12763.0,2010-12-05 15:46:00,1,320.08,5,1
12765.0,2010-08-24 13:51:00,6,1404.58,108,0
12766.0,2010-12-08 13:53:00,3,3078.65,2,3
12767.0,2010-11-29 09:38:00,1,949.82,11,1
12768.0,2010-09-15 12:08:00,1,168.69000000000003,86,1
12770.0,2010-09-09 11:43:00,1,1895.0,92,0
12771.0,2010-08-11 11:51:00,1,282.3,121,1
12773.0,2010-05-24 17:30:00,1,124.25,200,2
12774.0,2010-06-22 10:38:00,1,98.7,171,2
12775.0,2010-11-16 15:14:00,2,300.08,24,1
12776.0,2010-02-10 12:11:00,1,55.5,303,2
12777.0,2010-09-08 11:35:00,1,519.45,93,1
12778.0,2010-11-08 10:51:00,3,953.45,32,0
12779.0,2010-12-03 13:40:00,7,2740.91,7,3
12780.0,2010-04-20 09:40:00,1,337.4,234,2
12782.0,2010-11-30 11:37:00,6,2287.32,10,3
12784.0,2010-06-28 13:06:00,1,1230.33,165,2
12785.0,2010-06-22 12:16:00,2,788.45,171,2
12786.0,2010-04-09 12:12:00,1,728.5,245,2
12787.0,2010-10-22 14:57:00,1,398.52,49,1
12788.0,2010-09-02 14:21:00,4,444.9,99,0
12789.0,2010-07-15 12:43:00,2,181.5,148,1
12790.0,2010-10-25 13:04:00,1,266.93,46,1
12791.0,2010-12-01 11:27:00,6,863.51,9,0
12792.0,2010-06-23 10:49:00,1,426.47,170,2
12793.0,2010-12-03 15:14:00,2,471.85,7,1
12796.0,2010-03-21 15:49:00,1,381.0,264,2
12797.0,2010-12-09 10:55:00,2,552.08,1,1
12798.0,2010-10-14 12:27:00,1,1533.89,57,0
12799.0,2010-06-28 15:57:00,1,219.35,165,2
12800.0,2010-08-26 14:11:00,3,584.25,106,1
12801.0,2010-07-27 09:38:00,1,1071.82,136,1
12802.0,2010-09-23 10:23:00,6,1988.84,78,3
12803.0,2010-11-11 14:57:00,1,1092.81,29,1
12804.0,2010-08-31 11:58:00,2,327.02,101,1
12805.0,2010-11-23 12:27:00,4,1434.95,17,0
12806.0,2010-09-30 13:34:00,4,2878.96,71,3
12807.0,2010-11-21 14:21:00,1,330.35,19,1
12808.0,2010-12-06 10:27:00,3,422.45,4,1
12809.0,2010-05-23 11:08:00,2,1266.63,201,2
12810.0,2010-06-23 10:53:00,2,534.99,170,2
12811.0,2010-11-26 09:49:00,2,519.05,14,1
12813.0,2010-07-26 09:50:00,3,1687.8,137,0
12817.0,2010-11-05 08:28:00,2,524.94,35,1
12819.0,2010-09-07 15:20:00,1,540.52,94,1
12820.0,2010-11-07 14:26:00,7,1747.18,33,3
12821.0,2010-04-07 15:14:00,1,128.07999999999998,247,2
12825.0,2010-07-06 13:56:00,2,518.63,157,2
12826.0,2010-12-09 15:21:00,6,1481.03,1,0
12829.0,2010-06-07 15:04:00,1,92.3,186,2
12831.0,2010-09-02 16:00:00,2,236.06,99,1
12837.0,2010-05-19 15:10:00,1,554.31,205,2
12838.0,2010-12-01 11:57:00,9,2715.35,9,3
12840.0,2010-09-28 17:58:00,3,1315.2,73,0
12842.0,2010-10-31 10:45:00,2,799.0,40,1
12844.0,2010-09-23 16:23:00,2,322.64,78,1
12846.0,2010-01-26 16:29:00,1,15.58,318,2
12847.0,2010-11-17 12:44:00,1,765.36,23,1
12848.0,2010-02-02 12:45:00,1,208.0,311,2
12849.0,2010-11-23 11:41:00,4,2039.67,17,0
12850.0,2010-09-20 12:26:00,1,330.0,81,1
12851.0,2010-08-19 15:13:00,1,148.95,113,1
12853.0,2010-10-08 14:51:00,5,1950.4,63,0
12854.0,2010-05-27 16:54:00,4,1669.52,197,0
12855.0,2010-12-02 09:37:00,4,612.84,8,0
12857.0,2010-09-29 16:49:00,4,2581.6,72,3
12858.0,2010-11-21 12:55:00,1,177.92,19,1
12859.0,2010-09-07 12:20:00,1,575.1,94,1
12860.0,2010-01-15 15:22:00,1,55.47,329,2
12861.0,2010-03-30 11:39:00,1,68.25,255,2
12862.0,2010-10-10 11:47:00,2,1008.32,61,1
12863.0,2010-11-25 17:47:00,5,2271.35,15,3
12864.0,2010-07-19 17:22:00,1,152.45,144,1
12865.0,2010-11-26 15:37:00,2,1755.24,14,0
12866.0,2010-08-22 15:48:00,2,668.23,110,1
12868.0,2010-12-01 12:50:00,3,640.0,9,1
12869.0,2010-01-27 12:10:00,1,337.67,317,2
12870.0,2010-11-29 13:42:00,3,1676.95,11,0
12871.0,2010-09-26 10:34:00,1,363.38,75,1
12872.0,2010-12-09 14:44:00,11,3085.52,1,3
12873.0,2010-11-07 11:15:00,2,1653.3,33,0
12874.0,2010-11-19 15:23:00,2,948.42,21,1
12875.0,2010-08-25 14:35:00,3,1013.76,107,0
12876.0,2010-11-10 12:21:00,2,1863.77,30,0
12877.0,2010-11-03 13:53:00,8,1419.4,37,3
12880.0,2010-11-23 10:50:00,2,640.13,17,1
12887.0,2010-11-21 11:18:00,1,222.4,19,1
12889.0,2010-11-23 16:08:00,4,385.46,17,1
12890.0,2010-11-17 14:06:00,1,336.8,23,1
12891.0,2010-09-07 15:31:00,8,509.5,94,0
12892.0,2010-11-08 09:51:00,1,263.38,32,1
12894.0,2010-05-13 14:47:00,1,157.35,211,2
12897.0,2010-11-23 13:29:00,2,297.75,17,1
12898.0,2010-09-02 08:08:00,2,310.96000000000004,99,1
12899.0,2010-10-22 09:53:00,1,366.4,49,1
12900.0,2010-10-13 15:17:00,1,340.33,58,1
12903.0,2010-10-07 12:39:00,1,833.53,64,1
12905.0,2010-05-12 10:05:00,2,1018.42,212,2
12907.0,2010-11-09 12:08:00,2,508.91,31,1
12908.0,2010-11-24 09:29:00,3,1026.0,16,0
12909.0,2010-10-11 09:44:00,3,924.52,60,0
12910.0,2010-11-25 12:27:00,5,2721.48,15,3
12911.0,2010-06-06 12:13:00,1,1680.47,187,2
12914.0,2010-11-04 12:28:00,1,223.98,36,1
12915.0,2010-12-02 12:33:00,3,811.1,8,0
12916.0,2010-09-23 11:57:00,3,1647.87,78,0
12917.0,2010-11-04 15:56:00,5,3765.2,36,3
12920.0,2010-05-17 12:57:00,3,323.86,207,2
12923.0,2010-11-14 13:16:00,2,612.9,26,1
12924.0,2010-11-11 15:21:00,8,1535.7,29,3
12925.0,2010-04-26 10:32:00,1,35.28,228,2
12926.0,2010-10-24 15:57:00,4,1548.46,47,0
12927.0,2010-11-10 10:02:00,1,197.31,30,1
12928.0,2010-11-26 15:53:00,7,2242.19,14,3
12932.0,2010-06-18 14:22:00,8,1698.56,175,3
12933.0,2010-11-24 17:11:00,5,1079.5,16,0
12934.0,2009-12-03 10:51:00,1,181.65,372,2
12935.0,2010-11-29 13:55:00,8,2083.16,11,3
12937.0,2010-09-02 16:01:00,5,1593.34,99,0
12941.0,2009-12-15 13:12:00,1,377.49,360,2
12942.0,2010-12-09 09:34:00,1,258.75,1,1
12943.0,2010-05-30 13:52:00,2,496.5,194,2
12945.0,2010-02-21 15:18:00,1,437.16,292,2
12946.0,2010-09-29 10:14:00,1,324.45,72,1
12947.0,2010-12-01 16:21:00,1,304.04,9,1
12948.0,2009-12-09 11:46:00,2,252.48,366,2
12951.0,2010-11-18 12:11:00,9,2149.65,22,3
12953.0,2010-07-05 13:37:00,1,498.96,158,2
12954.0,2010-03-11 10:16:00,1,162.45,274,2
12956.0,2010-01-24 10:33:00,3,413.82,320,2
12958.0,2010-11-04 16:16:00,2,539.49,36,1
12959.0,2010-08-12 17:20:00,1,150.95,120,1
12960.0,2010-10-22 09:31:00,4,1322.07,49,0
12961.0,2010-11-25 16:44:00,1,211.99,15,1
12963.0,2010-12-09 09:14:00,5,1744.96,1,0
12964.0,2010-09-28 17:47:00,1,132.24,73,1
12967.0,2010-12-03 09:49:00,2,2646.02,7,0
12969.0,2010-04-16 10:50:00,1,122.45,238,2
12970.0,2010-11-24 13:08:00,6,1072.73,16,0
12972.0,2010-10-22 08:41:00,4,1161.2,49,0
12973.0,2010-10-22 10:14:00,1,385.55,49,1
12974.0,2010-05-23 11:45:00,1,264.15,201,2
12975.0,2010-09-29 09:46:00,6,2100.09,72,3
12976.0,2010-11-26 14:51:00,7,2417.78,14,3
12977.0,2010-07-26 12:34:00,3,478.39,137,1
12978.0,2010-11-19 14:29:00,5,2502.82,21,3
12979.0,2009-12-10 15:45:00,1,517.7,365,2
12982.0,2010-11-10 08:50:00,7,2354.27,30,3
12983.0,2010-04-20 12:58:00,1,490.08,234,2
12986.0,2010-10-07 11:57:00,10,2729.84,64,3
12987.0,2010-10-15 13:48:00,3,753.51,56,1
12990.0,2010-10-18 08:56:00,4,546.0,53,0
12991.0,2010-11-15 13:43:00,1,261.06,25,1
12992.0,2009-12-14 16:46:00,1,93.35,361,2
12993.0,2010-09-20 13:09:00,4,844.87,81,0
12996.0,2010-11-29 09:27:00,1,355.5,11,1
12997.0,2010-11-10 12:16:00,4,884.02,30,0
12998.0,2010-08-04 08:05:00,3,920.08,128,0
13000.0,2009-12-14 17:03:00,1,497.65,361,2
13002.0,2010-10-19 12:23:00,2,293.18,52,1
13005.0,2010-10-04 11:07:00,2,485.98,67,1
13007.0,2010-05-09 10:38:00,1,175.25,215,2
13008.0,2010-11-07 10:34:00,2,382.66,33,1
13009.0,2010-02-05 12:22:00,1,234.0,308,2
13010.0,2010-11-30 15:09:00,2,330.12,10,1
13011.0,2010-12-02 17:22:00,1,50.55,8,1
13012.0,2010-10-06 10:40:00,3,1310.99,65,0
13014.0,2010-10-03 11:35:00,1,1914.8,68,0
13015.0,2010-09-27 10:39:00,6,3240.14,74,3
13018.0,2010-10-22 13:11:00,7,2485.46,49,3
13019.0,2010-11-25 14:56:00,6,1229.95,15,0
13020.0,2010-05-26 11:12:00,2,618.96,198,2
13021.0,2010-11-30 13:31:00,8,2270.86,10,3
13022.0,2010-10-06 10:50:00,1,65.3,65,1
13023.0,2010-06-29 09:52:00,1,759.13,164,2
13024.0,2010-08-26 09:42:00,2,555.87,106,1
13025.0,2009-12-08 10:02:00,1,323.39,367,2
13026.0,2010-08-08 10:43:00,4,757.72,124,0
13029.0,2010-11-30 08:59:00,2,679.8,10,1
13030.0,2010-12-06 14:31:00,1,427.74,4,1
13031.0,2010-10-28 15:34:00,5,3419.27,43,3
13032.0,2010-11-12 12:49:00,7,1833.37,28,3
13033.0,2010-10-06 09:37:00,1,30.0,65,1
13034.0,2010-12-05 14:52:00,2,279.91,5,1
13035.0,2010-10-04 15:41:00,1,442.32,67,1
13036.0,2010-01-24 11:35:00,1,307.1,320,2
13037.0,2010-11-05 10:39:00,9,3033.88,35,3
13039.0,2010-05-04 16:45:00,4,1010.73,220,2
13041.0,2010-09-15 11:44:00,4,799.13,86,0
13042.0,2010-04-20 13:43:00,3,1556.54,234,2
13045.0,2010-11-03 12:49:00,2,503.64,37,1
13046.0,2010-09-09 13:09:00,1,319.94,92,1
13048.0,2010-09-29 13:49:00,5,2248.3,72,3
13049.0,2010-11-15 14:44:00,2,751.5600000000001,25,1
13051.0,2010-05-10 09:14:00,2,155.8,214,2
13052.0,2010-10-15 14:47:00,6,2820.38,56,3
13053.0,2010-03-28 11:28:00,1,127.65,257,2
13055.0,2010-10-06 08:17:00,1,1106.7,65,1
13056.0,2010-06-06 14:10:00,1,209.48,187,2
13057.0,2010-06-27 15:44:00,3,722.09,166,2
13059.0,2010-10-22 16:11:00,9,2119.77,49,3
13063.0,2010-08-16 12:27:00,1,188.4,116,1
13064.0,2010-06-07 16:28:00,2,561.25,186,2
13065.0,2010-12-01 16:52:00,5,1055.05,9,0
13067.0,2010-10-26 12:15:00,2,393.05,45,1
13070.0,2010-09-06 12:37:00,3,522.9,95,1
13071.0,2010-04-06 13:37:00,1,129.22,248,2
13073.0,2010-10-24 14:06:00,2,418.08,47,1
13074.0,2010-07-16 16:53:00,4,1378.74,147,0
13076.0,2010-09-08 10:27:00,1,135.4,93,1
13077.0,2010-12-08 14:59:00,8,2335.4,2,3
13079.0,2010-10-18 14:15:00,1,199.08,53,1
13080.0,2010-11-03 14:34:00,3,222.65,37,1
13083.0,2010-10-10 13:38:00,1,91.68,61,1
13084.0,2010-08-05 08:49:00,1,122.4,127,1
13085.0,2010-01-29 11:42:00,6,2017.2,315,2
13086.0,2010-11-22 10:28:00,1,439.33,18,1
13087.0,2009-12-13 15:16:00,1,313.64,362,2
13088.0,2010-10-18 15:35:00,1,236.11,53,1
13091.0,2009-12-10 12:44:00,2,1976.0,365,2
13092.0,2010-10-21 13:02:00,7,1662.45,50,3
13094.0,2010-12-06 10:34:00,2,505.8,4,1
13096.0,2010-11-10 14:08:00,1,419.7000000000001,30,1
13101.0,2010-07-29 14:45:00,3,594.21,134,1
13103.0,2010-09-28 11:48:00,2,465.7000000000001,73,1
13104.0,2010-10-20 14:38:00,3,610.62,51,1
13105.0,2010-09-29 13:41:00,1,72.0,72,1
13106.0,2010-10-22 13:10:00,1,526.96,49,1
13107.0,2010-10-22 10:35:00,5,3721.45,49,3
13108.0,2010-12-02 10:35:00,2,748.46,8,1
13109.0,2010-06-06 12:59:00,1,347.49,187,2
13110.0,2010-09-28 15:23:00,5,1468.8000000000002,73,0
13111.0,2009-12-21 09:00:00,1,321.88000000000005,354,2
13112.0,2010-06-16 17:03:00,1,20.6,177,2
13114.0,2009-12-09 09:56:00,1,234.38,366,2
13115.0,2010-11-25 18:49:00,6,3199.92,15,3
13118.0,2010-11-28 13:53:00,4,1217.6,12,0
13119.0,2010-02-09 08:38:00,1,134.9,304,2
13123.0,2010-08-24 10:18:00,2,506.75,108,1
13124.0,2010-11-19 15:50:00,1,916.12,21,1
13125.0,2010-07-04 11:58:00,1,158.57,159,2
13126.0,2010-12-08 11:43:00,7,1898.61,2,3
13128.0,2010-03-18 15:08:00,1,263.5,267,2
13129.0,2010-09-13 13:47:00,2,233.25,88,1
13131.0,2010-10-17 15:13:00,4,2240.47,54,0
13133.0,2010-09-06 15:30:00,1,90.65,95,1
13134.0,2010-11-02 13:58:00,2,681.65,38,1
13135.0,2010-08-05 17:28:00,1,275.45,127,1
13136.0,2010-11-29 12:43:00,8,3666.95,11,3
13138.0,2010-12-02 15:03:00,2,504.85,8,1
13139.0,2010-09-28 09:12:00,1,3138.04,73,0
13140.0,2010-12-08 15:12:00,3,791.96,2,0
13143.0,2010-05-04 12:22:00,1,405.1,220,2
13144.0,2010-10-04 14:14:00,1,24.4,67,1
13145.0,2010-12-02 18:06:00,4,805.0,8,0
13150.0,2010-08-12 12:59:00,3,449.97,120,1
13151.0,2010-03-24 09:31:00,2,1322.87,261,2
13152.0,2010-10-18 13:44:00,7,2146.38,53,3
13154.0,2010-11-05 16:00:00,3,1624.84,35,0
13155.0,2010-12-06 12:44:00,3,778.42,4,0
13156.0,2010-11-19 13:09:00,3,1586.54,21,0
13158.0,2010-11-16 17:12:00,1,307.12,24,1
13161.0,2010-07-27 12:44:00,1,366.13,136,1
13163.0,2010-04-08 16:21:00,1,17.65,246,2
13164.0,2010-05-19 13:52:00,2,372.2,205,2
13165.0,2010-10-22 17:04:00,1,429.68,49,1
13166.0,2010-10-21 14:29:00,1,466.98,50,1
13167.0,2010-11-14 12:58:00,1,333.82,26,1
13168.0,2010-06-15 15:00:00,1,556.12,178,2
13169.0,2010-05-26 15:58:00,1,127.2,198,2
13172.0,2010-11-04 15:10:00,1,69.6,36,1
13173.0,2010-12-07 14:30:00,10,2285.7,3,3
13175.0,2010-05-06 13:13:00,2,831.45,218,2
13177.0,2010-10-05 10:35:00,1,229.75,66,1
13179.0,2010-03-31 11:40:00,1,572.3100000000001,254,2
