,order_date,sales
355,2016-03-23,375.66200000000003
356,2016-03-24,366.05
357,2016-03-26,16.776
358,2016-03-27,83.7
359,2016-03-28,166.24
360,2016-03-29,1293.45
361,2016-03-30,547.7040000000001
362,2016-03-31,79.96
363,2016-04-02,299.22
364,2016-04-04,1359.198
365,2016-04-05,2371.594
366,2016-04-06,42.036
367,2016-04-07,869.7800000000001
368,2016-04-09,757.992
369,2016-04-10,154.87199999999999
370,2016-04-11,1153.6979999999999
371,2016-04-13,3069.078
372,2016-04-14,35.208
373,2016-04-16,2932.8
374,2016-04-17,2716.876
375,2016-04-18,1743.954
376,2016-04-19,329.96
377,2016-04-20,287.97
378,2016-04-21,683.2099999999999
379,2016-04-22,88.776
380,2016-04-24,0.0
381,2016-04-25,841.856
382,2016-04-26,1930.9215000000002
383,2016-04-27,2696.85
384,2016-04-28,4044.362
385,2016-04-29,0.0
386,2016-04-30,1465.385
387,2016-05-01,214.684
388,2016-05-02,158.376
389,2016-05-03,1456.188
390,2016-05-04,946.344
391,2016-05-07,244.006
392,2016-05-08,3707.5879999999997
393,2016-05-09,48.81
394,2016-05-10,117.658
395,2016-05-11,191.968
396,2016-05-12,871.9580000000001
397,2016-05-13,222.384
398,2016-05-14,2471.2815
399,2016-05-15,51.968
400,2016-05-16,255.968
401,2016-05-17,33.28
402,2016-05-18,0.0
403,2016-05-20,6.408
404,2016-05-21,72.332
405,2016-05-22,3853.838
406,2016-05-23,1042.936
407,2016-05-24,610.3069999999999
408,2016-05-25,1671.08
409,2016-05-26,778.1
410,2016-05-28,681.286
411,2016-05-29,1025.388
412,2016-05-30,681.0999999999999
413,2016-05-31,4444.424
414,2016-06-01,751.288
415,2016-06-04,1109.95
416,2016-06-05,1522.638
417,2016-06-07,25.832
418,2016-06-08,145.504
419,2016-06-09,428.79599999999994
420,2016-06-11,3146.264
421,2016-06-12,110.444
422,2016-06-13,1061.814
423,2016-06-14,0.0
424,2016-06-15,319.616
425,2016-06-16,3381.728
426,2016-06-18,1648.587
427,2016-06-19,234.712
428,2016-06-20,571.904
429,2016-06-21,107.976
430,2016-06-22,2013.993
431,2016-06-23,804.1080000000001
432,2016-06-25,472.222
433,2016-06-26,1549.14
434,2016-06-28,482.94
435,2016-06-29,387.862
436,2016-07-02,1404.558
437,2016-07-03,70.98
438,2016-07-04,1122.808
439,2016-07-05,100.006
440,2016-07-06,1198.9119999999998
441,2016-07-08,0.0
442,2016-07-09,1285.864
443,2016-07-10,43.286
444,2016-07-11,1585.718
445,2016-07-12,2037.895
446,2016-07-13,1984.416
447,2016-07-14,842.42
448,2016-07-16,2799.736
449,2016-07-17,427.386
450,2016-07-18,519.96
451,2016-07-19,2.025
452,2016-07-20,2462.198
453,2016-07-23,79.452
454,2016-07-24,505.01
455,2016-07-25,2274.184
456,2016-07-26,691.797
457,2016-07-27,29.97
458,2016-07-30,438.52200000000005
459,2016-07-31,3692.7219999999998
460,2016-08-01,1004.976
461,2016-08-02,1282.078
462,2016-08-05,57.89
463,2016-08-06,375.42920000000004
464,2016-08-07,623.4060000000001
465,2016-08-08,720.452
466,2016-08-09,4509.894
467,2016-08-10,776.534
468,2016-08-11,138.0
469,2016-08-13,439.856
470,2016-08-15,393.36
471,2016-08-16,2783.572
472,2016-08-17,335.08
473,2016-08-21,2610.548
474,2016-08-22,50.112
475,2016-08-23,858.158
476,2016-08-24,7165.8009999999995
477,2016-08-25,150.542
478,2016-08-27,522.694
479,2016-08-28,6487.133
480,2016-08-29,246.5
481,2016-08-31,2522.517
482,2016-09-01,2243.2039999999997
483,2016-09-03,1375.75
484,2016-09-04,771.744
485,2016-09-05,823.1429999999999
486,2016-09-06,720.614
487,2016-09-07,2774.6910000000003
488,2016-09-08,41.88
489,2016-09-10,1009.2059999999999
490,2016-09-11,1192.11
491,2016-09-12,607.944
492,2016-09-13,1901.7359999999999
493,2016-09-14,3262.42
494,2016-09-15,2411.3379999999997
495,2016-09-16,0.0
496,2016-09-17,11042.471999999998
497,2016-09-18,3689.0599999999995
498,2016-09-19,408.18
499,2016-09-20,1774.652
500,2016-09-21,6712.06
501,2016-09-22,1483.7079999999996
502,2016-09-24,4034.4719999999998
503,2016-09-25,2792.033
504,2016-09-26,3304.236999999999
505,2016-09-27,1902.47
506,2016-09-28,1041.316
507,2016-10-01,1158.414
508,2016-10-02,1092.8239999999998
509,2016-10-03,275.218
510,2016-10-04,419.9
511,2016-10-05,804.8919999999999
512,2016-10-08,0.0
513,2016-10-09,2014.2790000000002
514,2016-10-10,1801.632
515,2016-10-11,1011.8955
516,2016-10-12,2319.018
517,2016-10-13,371.65999999999997
518,2016-10-15,3061.2299999999996
519,2016-10-16,824.97
520,2016-10-17,77.88
521,2016-10-18,350.444
522,2016-10-19,2100.65
523,2016-10-20,604.746
524,2016-10-22,15.128
525,2016-10-23,2131.224
526,2016-10-24,805.2249999999999
527,2016-10-25,1285.6019999999999
528,2016-10-26,1111.125
529,2016-10-28,36.63
530,2016-10-29,0.0
531,2016-10-30,2106.556
532,2016-10-31,2629.349
533,2016-11-01,2821.838
534,2016-11-02,5431.591
535,2016-11-03,2751.6379999999995
536,2016-11-05,815.05
537,2016-11-06,4.401
538,2016-11-07,2849.9529999999995
539,2016-11-08,11464.360999999999
540,2016-11-09,4550.66
541,2016-11-10,3507.6839999999997
542,2016-11-11,542.178
543,2016-11-12,845.5319999999999
544,2016-11-13,2366.6512
545,2016-11-14,2356.8900000000003
546,2016-11-15,543.1700000000001
547,2016-11-16,3653.5299999999997
548,2016-11-17,3629.706
549,2016-11-19,898.824
550,2016-11-20,2462.9060000000004
551,2016-11-21,3550.9188000000004
552,2016-11-22,386.655
553,2016-11-23,2984.0679999999998
554,2016-11-24,589.224
555,2016-11-25,0.0
556,2016-11-26,780.66
557,2016-11-27,2672.2835
558,2016-11-28,829.472
559,2016-11-29,2522.1279999999997
560,2016-11-30,1215.0810000000001
561,2016-12-01,6921.786
562,2016-12-03,1681.281
563,2016-12-04,4666.6939999999995
564,2016-12-05,760.318
565,2016-12-06,5167.978
566,2016-12-07,1238.8480000000002
567,2016-12-08,2296.3199999999997
568,2016-12-09,0.0
569,2016-12-10,2652.3500000000004
570,2016-12-11,1156.842
571,2016-12-12,1081.8239999999998
572,2016-12-13,981.0259999999998
573,2016-12-14,381.824
574,2016-12-15,5228.652
575,2016-12-16,0.0
576,2016-12-17,1430.44
577,2016-12-18,813.016
578,2016-12-19,5962.523999999999
579,2016-12-20,1000.88
580,2016-12-21,3115.7799999999997
581,2016-12-22,456.193
582,2016-12-23,194.32
583,2016-12-24,7005.512000000001
584,2016-12-25,3301.248
585,2016-12-26,326.646
586,2016-12-27,4610.3752
587,2016-12-28,79.2
588,2016-12-30,2911.38
589,2016-12-31,1363.096
590,2017-01-02,405.91999999999996
591,2017-01-03,2095.83
592,2017-01-04,1064.548
593,2017-01-05,250.656
594,2017-01-07,0.0
595,2017-01-08,1811.5420000000001
596,2017-01-09,727.8779999999999
597,2017-01-10,69.98
598,2017-01-11,15.588
599,2017-01-14,0.0
600,2017-01-15,486.303
601,2017-01-16,102.21799999999999
602,2017-01-17,717.96
603,2017-01-21,1167.056
604,2017-01-22,707.888
605,2017-01-23,1664.27
606,2017-01-24,31.36
607,2017-01-25,785.5219999999999
608,2017-01-28,0.0
609,2017-01-30,2924.794
610,2017-01-31,1380.582
611,2017-02-01,56.45
612,2017-02-02,8904.31
613,2017-02-03,866.4
614,2017-02-04,183.5
615,2017-02-05,1969.3159999999998
616,2017-02-06,0.0
617,2017-02-07,723.96
618,2017-02-08,1369.476
619,2017-02-09,121.83
620,2017-02-11,69.93
621,2017-02-12,1366.04
622,2017-02-13,0.0
623,2017-02-14,550.431
624,2017-02-15,398.352
625,2017-02-16,805.3980000000001
626,2017-02-19,268.65
627,2017-02-20,0.0
628,2017-02-21,1319.3760000000002
629,2017-02-22,972.52
630,2017-02-23,0.0
631,2017-02-25,0.0
632,2017-02-27,227.7
633,2017-02-28,0.0
634,2017-03-01,6259.426
635,2017-03-03,6981.014
636,2017-03-04,288.38
637,2017-03-05,12.992
638,2017-03-06,652.263
639,2017-03-07,21.072
640,2017-03-08,1795.654
641,2017-03-09,617.6600000000001
642,2017-03-10,7864.834000000001
643,2017-03-11,788.766
644,2017-03-12,1601.802
645,2017-03-13,8599.402
646,2017-03-14,480.02
647,2017-03-15,1440.552
648,2017-03-17,1149.254
649,2017-03-18,1061.682
650,2017-03-19,103.38
651,2017-03-20,810.757
652,2017-03-21,630.9699999999999
653,2017-03-22,226.46800000000002
654,2017-03-24,704.638
655,2017-03-25,1287.45
656,2017-03-26,664.606
657,2017-03-27,32.54
658,2017-03-28,119.32
659,2017-03-29,2186.331
660,2017-03-30,0.0
661,2017-03-31,640.7620000000001
662,2017-04-01,1650.4199999999998
663,2017-04-02,1454.9
664,2017-04-03,359.806
665,2017-04-04,859.744
666,2017-04-05,1046.3339999999998
667,2017-04-06,1294.75
668,2017-04-07,1858.7220000000002
669,2017-04-08,2546.372
670,2017-04-09,1115.197
671,2017-04-10,924.066
672,2017-04-12,1407.928
673,2017-04-13,0.0
674,2017-04-14,1466.572
675,2017-04-15,2016.628
676,2017-04-16,9189.198
677,2017-04-17,294.29100000000005
678,2017-04-18,2370.004
679,2017-04-19,818.1119999999999
680,2017-04-21,204.296
681,2017-04-22,1588.7150000000001
682,2017-04-23,425.51800000000003
683,2017-04-24,1591.548
684,2017-04-25,108.42
685,2017-04-26,434.646
686,2017-04-28,411.144
687,2017-04-30,7.712
688,2017-05-01,373.362
689,2017-05-02,675.9240000000001
690,2017-05-03,1013.661
691,2017-05-05,2497.82
692,2017-05-06,83.86399999999999
693,2017-05-07,4727.896
694,2017-05-08,1089.288
695,2017-05-09,1050.268
696,2017-05-10,743.988
697,2017-05-11,0.0
698,2017-05-12,842.998
699,2017-05-14,310.482
700,2017-05-15,533.38
701,2017-05-16,552.56
702,2017-05-17,98.03
703,2017-05-18,104.28
704,2017-05-19,1484.9279999999999
705,2017-05-20,1422.713
706,2017-05-21,2523.598
707,2017-05-22,1757.5900000000001
708,2017-05-23,10508.58
709,2017-05-24,69.5
710,2017-05-25,1267.65
711,2017-05-26,1797.3819999999998
712,2017-05-27,4802.268
713,2017-05-28,1706.5320000000002
714,2017-05-29,1013.9770000000001
715,2017-05-30,7020.296
716,2017-05-31,377.931
717,2017-06-02,127.66400000000002
718,2017-06-04,1695.8429999999998
719,2017-06-05,626.16
720,2017-06-06,5176.982
721,2017-06-07,4.784
722,2017-06-09,1688.4720000000002
723,2017-06-10,1335.68
724,2017-06-11,1596.252
725,2017-06-12,2123.695
726,2017-06-13,411.538
727,2017-06-14,3432.689
728,2017-06-15,0.0
729,2017-06-16,91.475
730,2017-06-17,2321.788
731,2017-06-18,458.226
732,2017-06-19,0.0
733,2017-06-20,1010.0820000000001
734,2017-06-21,577.108
735,2017-06-23,2116.094
736,2017-06-24,5206.102
737,2017-06-25,860.554
738,2017-06-26,1440.4260000000002
739,2017-06-27,741.242
740,2017-06-28,815.1959999999999
741,2017-06-29,191.88
742,2017-06-30,1316.9799999999998
743,2017-07-01,1605.826
744,2017-07-02,723.6139999999999
745,2017-07-03,706.86
746,2017-07-04,1556.541
747,2017-07-07,3462.0130000000004
748,2017-07-08,2539.9519999999998
749,2017-07-09,408.006
750,2017-07-10,741.655
751,2017-07-12,95.76
752,2017-07-14,1762.0300000000002
753,2017-07-15,274.68
754,2017-07-16,787.962
755,2017-07-17,1923.11
756,2017-07-18,2862.0980000000004
757,2017-07-19,1104.934
758,2017-07-20,89.95
759,2017-07-21,543.125
760,2017-07-22,1205.0800000000002
761,2017-07-23,433.819
762,2017-07-24,253.764
763,2017-07-25,4493.45
764,2017-07-28,1556.694
765,2017-07-29,819.154
766,2017-07-30,1761.528
767,2017-07-31,1901.2180000000003
768,2017-08-01,1085.688
769,2017-08-02,482.584
770,2017-08-03,167.28
771,2017-08-04,374.16
772,2017-08-05,0.0
773,2017-08-06,211.168
774,2017-08-07,179.97
775,2017-08-08,1016.184
776,2017-08-09,630.5379999999999
777,2017-08-11,119.42
778,2017-08-12,3908.1685
779,2017-08-13,617.652
780,2017-08-14,892.596
781,2017-08-15,1327.566
782,2017-08-16,161.28
783,2017-08-17,15.712
784,2017-08-18,397.378
785,2017-08-19,448.792
786,2017-08-20,14.78
787,2017-08-21,4155.422
788,2017-08-22,147.534
789,2017-08-23,3880.7300000000005
790,2017-08-26,4451.208
791,2017-08-27,454.433
792,2017-08-28,306.5448
793,2017-08-29,556.98
794,2017-08-30,1509.5899999999997
795,2017-08-31,23.968
796,2017-09-01,5406.864
797,2017-09-02,6362.645
798,2017-09-03,2129.284
799,2017-09-04,1229.7079999999999
800,2017-09-05,4381.466
801,2017-09-06,1175.664
802,2017-09-08,4206.8956
803,2017-09-09,69.984
804,2017-09-10,1930.7140000000002
805,2017-09-11,6335.6539999999995
806,2017-09-12,1865.28
807,2017-09-13,988.64
808,2017-09-14,1111.4180000000001
809,2017-09-15,2039.038
810,2017-09-16,412.92600000000004
811,2017-09-17,1654.7060000000001
812,2017-09-18,4297.348
813,2017-09-19,3636.76
814,2017-09-20,1059.846
815,2017-09-22,199.782
816,2017-09-23,721.597
817,2017-09-24,1720.38
818,2017-09-25,2219.779
819,2017-09-26,2563.2585
820,2017-09-27,1961.1558
821,2017-09-28,0.0
822,2017-09-29,1159.35
823,2017-09-30,525.884
824,2017-10-01,680.2360000000001
825,2017-10-02,18419.012
826,2017-10-03,1514.428
827,2017-10-04,5841.462
828,2017-10-06,830.4000000000001
829,2017-10-07,864.864
830,2017-10-08,387.72
831,2017-10-09,23.976
832,2017-10-10,252.36100000000002
833,2017-10-11,0.0
834,2017-10-13,1167.638
835,2017-10-14,3056.744
836,2017-10-15,1313.63
837,2017-10-16,142.182
838,2017-10-17,2953.3460000000005
839,2017-10-18,307.92
840,2017-10-20,801.658
841,2017-10-21,7672.902
842,2017-10-22,0.0
843,2017-10-23,0.0
844,2017-10-24,1349.946
845,2017-10-25,783.96
846,2017-10-27,897.9200000000001
847,2017-10-28,1634.963
848,2017-10-29,64.154
849,2017-10-30,28.752
850,2017-10-31,3706.045
851,2017-11-01,201.584
852,2017-11-03,3094.698
853,2017-11-04,2577.932
854,2017-11-05,2974.7388000000005
855,2017-11-06,374.24800000000005
856,2017-11-07,3695.7439999999997
857,2017-11-08,993.9000000000001
858,2017-11-09,479.97
859,2017-11-10,3685.6199999999994
860,2017-11-11,4788.3240000000005
861,2017-11-12,4547.354
862,2017-11-13,2474.292
863,2017-11-14,2642.966
864,2017-11-15,2145.7180000000003
865,2017-11-16,8.32
866,2017-11-17,127.452
867,2017-11-18,3884.068
868,2017-11-19,413.96000000000004
869,2017-11-20,2671.727
870,2017-11-21,974.6869999999999
871,2017-11-22,230.64000000000001
872,2017-11-23,0.0
873,2017-11-24,5903.322
874,2017-11-25,7973.470999999999
875,2017-11-26,7594.997
876,2017-11-27,1274.209
877,2017-11-28,3415.7
878,2017-11-29,58.416
879,2017-11-30,923.022
880,2017-12-01,7065.811000000001
881,2017-12-02,4445.52
882,2017-12-03,4946.976
883,2017-12-04,685.086
884,2017-12-05,4897.706
885,2017-12-06,2366.864
886,2017-12-08,4453.670999999999
887,2017-12-09,1691.493
888,2017-12-10,2805.75
889,2017-12-11,6011.218000000001
890,2017-12-12,1393.905
891,2017-12-13,1184.248
892,2017-12-14,256.494
893,2017-12-15,2602.887
894,2017-12-16,624.862
895,2017-12-17,12133.294000000002
896,2017-12-18,6723.598
897,2017-12-19,507.672
898,2017-12-20,81.72
899,2017-12-22,123.824
900,2017-12-23,5865.391
901,2017-12-24,1021.58
902,2017-12-25,9951.515
903,2017-12-26,1730.22
904,2017-12-27,885.488
905,2017-12-29,930.528
906,2017-12-30,679.126
907,2017-12-31,657.0319999999999
908,2018-01-01,804.346
909,2018-01-02,2047.81
910,2018-01-03,2022.272
911,2018-01-06,33.74
912,2018-01-07,3387.7000000000003
913,2018-01-08,892.98
914,2018-01-09,274.491
915,2018-01-12,760.98
916,2018-01-13,4376.99
917,2018-01-14,466.07000000000005
918,2018-01-15,2106.18
919,2018-01-16,6146.302
920,2018-01-19,1859.8110000000001
921,2018-01-20,728.598
922,2018-01-21,2278.067
923,2018-01-22,4177.42
924,2018-01-23,417.93399999999997
925,2018-01-24,412.996
926,2018-01-26,2965.2499999999995
927,2018-01-27,317.898
928,2018-01-28,689.88
929,2018-01-29,140.314
930,2018-01-30,3643.5510000000004
931,2018-02-02,516.754
932,2018-02-03,294.663
933,2018-02-04,32.67
934,2018-02-05,2255.892
935,2018-02-06,874.4540000000001
936,2018-02-09,748.66
937,2018-02-10,203.983
938,2018-02-11,1073.248
939,2018-02-13,915.62
940,2018-02-16,1245.4099999999999
941,2018-02-17,2747.4734
942,2018-02-18,277.506
943,2018-02-19,1245.86
944,2018-02-20,1032.724
945,2018-02-21,47.904
946,2018-02-23,71.96
947,2018-02-24,1324.7559999999999
948,2018-02-25,430.49199999999996
949,2018-02-26,2220.47
950,2018-02-28,9.84
951,2018-03-02,1264.6060000000002
952,2018-03-03,1973.2240000000002
953,2018-03-04,8.72
954,2018-03-05,1164.38
955,2018-03-06,289.14
956,2018-03-07,75.0
957,2018-03-08,819.04
958,2018-03-09,710.804
959,2018-03-10,1197.136
960,2018-03-11,1946.9879999999998
961,2018-03-12,353.28
962,2018-03-13,4051.312
963,2018-03-14,49.616
964,2018-03-16,1956.637
965,2018-03-17,442.706
966,2018-03-18,841.902
967,2018-03-19,2097.468
968,2018-03-20,503.93
969,2018-03-21,3005.4400000000005
970,2018-03-23,14558.508
971,2018-03-24,988.368
972,2018-03-25,3510.008
973,2018-03-26,3094.098
