order_date,Accessories,Appliances,Art,Binders,Bookcases,Chairs,Copiers,Envelopes,Fasteners,Furnishings,Labels,Machines,Paper,Phones,Storage,Supplies,Tables,year,month,day,day_of_week
2015-02-11,234.45,0.0,0.0,79.0,0.0,60.89,0.0,0.0,0.0,332.94,14.94,0.0,0.0,0.0,64.96,0.0,1256.22,2015,2,11,2
2015-02-12,0.0,0.0,0.0,0.0,0.0,129.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,12,3
2015-02-14,239.97,81.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.176,0.0,0.0,238.62,0.0,2015,2,14,5
2015-02-15,0.0,0.0,0.0,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,15,6
2015-02-16,0.0,7.96,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,16,0
2015-02-17,0.0,0.0,54.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,17,1
2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0.0,0.0,0.0,12.624,0.0,0.0,2015,2,18,2
2015-02-20,62.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,0.0,0.0,12.96,0.0,0.0,0.0,0.0,2015,2,20,4
2015-02-21,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,21,5
2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,0.0,0.0,0.0,0.0,2015,2,22,6
2015-02-23,0.0,0.0,0.0,4.428,0.0,0.0,0.0,0.0,0.0,0.0,6.936,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,23,0
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.672,0.0,0.0,0.0,0.0,2015,2,24,1
2015-02-27,0.0,0.0,19.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,27,4
2015-03-01,0.0,0.0,0.0,0.0,0.0,1453.934,0.0,0.0,18.84,63.552,0.0,0.0,17.472,5.94,266.904,0.0,376.509,2015,3,1,6
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,0.0,2015,3,2,0
2015-03-03,0.0,176.772,19.456,151.08,302.45,0.0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,9.99,44.672,0.0,626.352,2015,3,3,1
2015-03-04,0.0,0.0,15.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.9,0.0,0.0,2015,3,4,2
2015-03-05,479.97,0.0,59.52,49.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.82,0.0,0.0,18.62,0.0,2015,3,5,3
2015-03-07,0.0,0.0,38.59,107.648,0.0,966.9839999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.84000000000003,0.0,0.0,2015,3,7,5
2015-03-10,0.0,0.0,83.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,0.0,636.408,0.0,0.0,2015,3,10,1
2015-03-11,32.96,146.76,7.98,0.0,0.0,0.0,0.0,0.0,10.464,8.32,0.0,0.0,123.86,587.97,0.0,0.0,0.0,2015,3,11,2
2015-03-14,82.8,0.0,3.38,95.136,0.0,1139.92,0.0,0.0,0.0,0.0,0.0,574.91,110.064,0.0,102.34,0.0,0.0,2015,3,14,5
2015-03-15,0.0,0.0,0.0,50.406000000000006,0.0,0.0,0.0,0.0,0.0,45.696,0.0,0.0,131.904,0.0,142.776,0.0,0.0,2015,3,15,6
2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.92,0.0,0.0,0.0,2015,3,16,0
2015-03-17,0.0,126.45,24.128,131.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.4,0.0,0.0,0.0,3265.23,2015,3,17,1
2015-03-18,0.0,0.0,8.016,0.0,1198.33,0.0,0.0,0.0,18.936,264.12,0.0,24739.748,21.376,0.0,1856.19,0.0,0.0,2015,3,18,2
2015-03-19,170.24,0.0,0.0,33.57,0.0,0.0,0.0,0.0,0.0,25.008,11.808,0.0,0.0,323.976,26.16,0.0,0.0,2015,3,19,3
2015-03-21,0.0,0.0,22.776,122.94,0.0,218.376,0.0,0.0,0.0,32.952,73.60000000000001,0.0,122.97,3499.93,16.272,0.0,0.0,2015,3,21,5
2015-03-22,0.0,0.0,16.28,59.109,0.0,314.352,0.0,0.0,0.0,0.0,0.0,0.0,74.352,0.0,0.0,0.0,0.0,2015,3,22,6
2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.912,0.0,0.0,604.752,330.4,0.0,0.0,2015,3,23,0
2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.48,0.0,0.0,24.9,0.0,0.0,0.0,0.0,2015,3,24,1
2015-03-25,45.48,0.0,46.879999999999995,0.0,0.0,366.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,3,25,2
2015-03-26,66.3,0.0,3.36,27.936,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,28.784,0.0,0.0,0.0,2015,3,26,3
2015-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,302.376,0.0,0.0,1184.72,2015,3,28,5
2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.841,2015,3,29,6
2015-03-30,0.0,0.0,60.15,0.0,205.666,127.302,0.0,335.72,0.0,0.0,44.4,0.0,0.0,251.944,145.14000000000001,0.0,0.0,2015,3,30,0
2015-03-31,79.984,52.98,4.032,697.068,0.0,1125.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,3,31,1
2015-04-01,0.0,0.0,0.0,23.328000000000003,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,66.96,0.0,0.0,2015,4,1,2
2015-04-02,0.0,154.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.68,0.0,0.0,76.048,1049.93,0.0,0.0,0.0,2015,4,2,3
2015-04-04,99.98,0.0,79.36,7.184,0.0,0.0,0.0,0.0,0.0,5.47,18.9,0.0,32.400000000000006,0.0,232.55,0.0,0.0,2015,4,4,5
2015-04-05,0.0,0.0,86.51,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44,28.99,791.548,4164.05,0.0,2015,4,5,6
2015-04-06,450.654,0.0,70.95,110.478,0.0,0.0,0.0,0.0,0.0,125.07,0.0,0.0,74.92,0.0,0.0,10.304,808.314,2015,4,6,0
2015-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.0,181.29,830.9200000000001,0.0,0.0,0.0,2015,4,7,1
2015-04-08,399.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.160000000000004,0.0,0.0,0.0,19.008,0.0,0.0,0.0,1487.622,2015,4,8,2
2015-04-11,937.36,0.0,0.0,9.584,0.0,0.0,0.0,0.0,6.912,0.0,0.0,0.0,10.368,863.9359999999999,87.08,0.0,0.0,2015,4,11,5
2015-04-12,0.0,0.0,0.0,18.088,308.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,1513.456,0.0,0.0,0.0,2015,4,12,6
2015-04-13,0.0,0.0,17.856,509.97,0.0,0.0,0.0,0.0,30.992,0.0,7.83,0.0,0.0,71.928,0.0,0.0,0.0,2015,4,13,0
2015-04-15,0.0,106.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,15,2
2015-04-16,0.0,0.0,39.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,16,3
2015-04-18,227.976,0.0,26.558,0.0,0.0,317.058,0.0,149.352,11.62,0.0,0.0,287.968,0.0,0.0,0.0,0.0,0.0,2015,4,18,5
2015-04-19,0.0,0.0,0.0,58.05,0.0,0.0,0.0,0.0,0.0,76.14,0.0,0.0,71.28,0.0,0.0,0.0,0.0,2015,4,19,6
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92,0.0,0.0,0.0,0.0,44.84,0.0,1145.69,2015,4,20,0
2015-04-21,0.0,0.0,0.0,16.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.84,0.0,0.0,2015,4,21,1
2015-04-22,0.0,0.0,0.0,9.912,0.0,0.0,0.0,247.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,22,2
2015-04-23,0.0,0.0,0.0,9.99,0.0,562.744,0.0,0.0,0.0,22.336,0.0,0.0,48.91,0.0,0.0,0.0,0.0,2015,4,23,3
2015-04-25,0.0,270.72,6.24,0.0,0.0,1487.04,0.0,0.0,0.0,303.25,0.0,0.0,10.368,302.376,0.0,0.0,0.0,2015,4,25,5
2015-04-26,0.0,0.0,21.4,18.288,0.0,230.28,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,26,6
2015-04-28,159.98,0.0,5.34,20.86,0.0,0.0,0.0,0.0,0.0,0.0,10.062,0.0,0.0,1679.96,702.274,0.0,0.0,2015,4,28,1
2015-04-29,0.0,0.0,0.0,17.94,0.0,613.544,0.0,0.0,0.0,17.46,0.0,0.0,0.0,19.98,99.92,0.0,0.0,2015,4,29,2
2015-04-30,47.79,0.0,174.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,2015,4,30,3
2015-05-02,0.0,26.136,0.0,0.0,0.0,0.0,479.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,2,5
2015-05-03,0.0,0.0,0.0,51.072,0.0,0.0,0.0,0.0,0.0,0.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,3,6
2015-05-04,0.0,57.68,37.84,46.8,0.0,0.0,0.0,0.0,5.472,39.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,4,0
2015-05-05,0.0,0.0,6.56,11.88,0.0,127.869,0.0,0.0,0.0,0.0,0.0,0.0,69.41999999999999,0.0,45.248,0.0,0.0,2015,5,5,1
2015-05-06,0.0,0.0,107.94,140.736,0.0,0.0,0.0,0.0,0.0,0.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,6,2
2015-05-07,0.0,0.0,8.64,16.14,0.0,872.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.25,2015,5,7,3
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1799.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,8,4
2015-05-09,235.76999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.099999999999998,0.0,45.36,0.0,83.25,0.0,0.0,2015,5,9,5
2015-05-10,0.0,0.0,22.32,0.0,349.965,256.784,0.0,158.13,0.0,0.0,0.0,0.0,39.96,1475.6,0.0,41.04,0.0,2015,5,10,6
2015-05-11,104.976,35.91,0.0,104.58,0.0,1212.96,0.0,0.0,0.0,66.112,0.0,0.0,17.472,100.792,0.0,0.0,0.0,2015,5,11,0
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79,0.0,0.0,0.0,0.0,0.0,0.0,700.056,2015,5,12,1
2015-05-13,149.97,0.0,0.0,398.352,0.0,279.456,0.0,0.0,7.104,0.0,0.0,0.0,8.0,0.0,55.5,0.0,0.0,2015,5,13,2
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,14,3
2015-05-16,56.4,0.0,0.0,0.0,0.0,232.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,16,5
2015-05-17,0.0,0.0,0.0,91.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5,17,6
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.232,0.0,0.0,15.936,779.796,0.0,0.0,0.0,2015,5,18,0
2015-05-19,0.0,0.0,0.0,57.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0,2015,5,19,1
2015-05-20,20.784,33.28,38.52,0.0,0.0,0.0,0.0,0.0,0.0,150.192,0.0,0.0,10.368,0.0,66.96,0.0,0.0,2015,5,20,2
2015-05-21,0.0,245.88,31.84,3182.0299999999997,0.0,107.772,0.0,56.064,0.0,0.0,0.0,0.0,22.772000000000002,617.97,0.0,0.0,0.0,2015,5,21,3
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.93,0.0,0.0,0.0,2015,5,22,4
2015-05-23,0.0,208.16,21.168,21.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,55.188,0.0,5.04,0.0,2015,5,23,5
2015-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.28,0.0,0.0,0.0,0.0,2015,5,24,6
2015-05-25,0.0,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.32,0.0,0.0,14.62,0.0,0.0,0.0,0.0,2015,5,25,0
2015-05-26,0.0,0.0,13.392,0.0,290.666,585.068,0.0,0.0,0.0,0.0,0.0,0.0,48.4,285.568,102.624,0.0,0.0,2015,5,26,1
2015-05-27,99.99,0.0,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.504,359.32,0.0,567.12,2015,5,27,2
2015-05-28,27.6,0.0,0.0,136.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.408,0.0,0.0,0.0,2015,5,28,3
2015-05-30,0.0,235.95,0.0,95.952,0.0,0.0,719.976,0.0,0.0,0.0,0.0,0.0,53.58,464.0,0.0,0.0,355.455,2015,5,30,5
2015-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.7,0.0,0.0,0.0,2015,5,31,6
2015-06-01,0.0,1568.77,289.2,184.04,0.0,2001.86,0.0,0.0,0.0,22.2,0.0,0.0,73.80000000000001,881.93,166.72,0.0,0.0,2015,6,1,0
2015-06-02,0.0,0.0,8.56,59.808,0.0,0.0,0.0,0.0,0.0,73.32,0.0,0.0,0.0,239.97,356.94,0.0,0.0,2015,6,2,1
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.88,2015,6,3,2
2015-06-04,0.0,15.56,0.0,0.0,353.568,0.0,0.0,0.0,0.0,70.92,0.0,0.0,16.224,0.0,0.0,0.0,0.0,2015,6,4,3
2015-06-06,0.0,0.0,13.36,175.497,0.0,0.0,0.0,13.984,0.0,0.0,100.24,0.0,62.016,0.0,0.0,17.14,991.764,2015,6,6,5
2015-06-07,0.0,0.0,0.0,12.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.935,2015,6,7,6
2015-06-08,0.0,0.0,0.0,68.48,0.0,755.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.88,0.0,0.0,2015,6,8,0
2015-06-09,63.984,114.9,118.80799999999999,18.504,0.0,0.0,0.0,0.0,0.0,86.25999999999999,0.0,0.0,79.14,1826.568,0.0,7.36,3147.484,2015,6,9,1
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.55,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,10,2
2015-06-13,0.0,0.0,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,13,5
2015-06-14,0.0,0.0,0.0,0.0,212.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,14,6
2015-06-15,0.0,0.0,0.0,8.568,0.0,797.944,0.0,0.0,0.0,0.0,0.0,0.0,36.544,0.0,0.0,0.0,99.918,2015,6,15,0
2015-06-16,0.0,0.0,35.0,39.552,0.0,647.84,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,16,1
2015-06-17,0.0,0.0,0.0,3266.376,0.0,0.0,0.0,0.0,17.9,6.24,0.0,65.97,0.0,0.0,0.0,0.0,0.0,2015,6,17,2
2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.8,0.0,0.0,0.0,2015,6,18,3
2015-06-20,0.0,471.9,3.52,3.392,193.0656,0.0,0.0,0.0,0.0,0.0,0.0,418.8,27.2,201.584,509.488,0.0,0.0,2015,6,20,5
2015-06-21,95.968,104.116,25.159999999999997,45.258,0.0,0.0,0.0,24.896,0.0,107.994,0.0,206.991,19.65,3440.5699999999997,36.84,0.0,0.0,2015,6,21,6
2015-06-22,196.752,0.0,0.0,8.226,0.0,1023.9879999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.782,663.75,0.0,0.0,2015,6,22,0
2015-06-23,86.376,0.0,20.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.104,0.0,2015,6,23,1
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,24,2
2015-06-25,0.0,0.0,80.96000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.96,0.0,0.0,447.84,2015,6,25,3
2015-06-27,223.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.2,0.0,85.98,2015,6,27,5
2015-06-28,0.0,0.0,0.0,34.254,0.0,1228.465,0.0,0.0,6.08,0.0,0.0,0.0,376.99199999999996,0.0,0.0,0.0,0.0,2015,6,28,6
2015-06-29,0.0,0.0,32.76,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,29,0
2015-06-30,0.0,0.0,44.248,337.45599999999996,0.0,0.0,0.0,0.0,21.312,0.0,0.0,0.0,336.608,0.0,0.0,0.0,0.0,2015,6,30,1
2015-07-01,0.0,0.0,0.0,25.104000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.92,0.0,0.0,0.0,2015,7,1,2
2015-07-02,0.0,0.0,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98,0.0,0.0,0.0,2015,7,2,3
2015-07-04,0.0,32.432,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.376,0.0,0.0,0.0,0.0,2015,7,4,5
2015-07-05,479.97,0.0,4.368,190.77,0.0,0.0,0.0,0.0,0.0,232.73600000000002,14.62,0.0,19.44,0.0,502.2,0.0,0.0,2015,7,5,6
2015-07-06,0.0,0.0,0.0,0.0,0.0,478.48,559.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,7,6,0
2015-07-07,0.0,0.0,0.0,0.0,0.0,172.186,0.0,0.0,0.0,69.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,7,7,1
2015-07-08,0.0,0.0,0.0,196.704,0.0,63.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.488,2015,7,8,2
2015-07-09,0.0,0.0,5.56,56.208000000000006,119.833,0.0,0.0,0.0,0.0,0.0,2.88,0.0,57.12,0.0,23.92,0.0,0.0,2015,7,9,3
2015-07-11,0.0,0.0,0.0,18.28,0.0,854.94,0.0,0.0,0.0,124.11,14.4,0.0,236.688,773.938,0.0,0.0,0.0,2015,7,11,5
2015-07-12,23.84,0.0,22.288,18.976,0.0,635.4939999999999,0.0,0.0,3.488,0.0,0.0,0.0,51.888000000000005,255.936,249.75,0.0,698.352,2015,7,12,6
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.216,2015,7,13,0
2015-07-14,0.0,39.48,59.524,29.932,0.0,0.0,0.0,0.0,0.0,31.984,0.0,0.0,0.0,75.75399999999999,55.92,0.0,0.0,2015,7,14,1
2015-07-15,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,7,15,2
2015-07-18,0.0,0.0,0.0,13.904,0.0,259.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,7,18,5
2015-07-19,0.0,0.0,0.0,30.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.98,0.0,0.0,70.56,2015,7,19,6
2015-07-20,41.94,0.0,13.12,125.77600000000001,0.0,981.372,0.0,0.0,0.0,59.760000000000005,0.0,0.0,159.56,0.0,904.2579999999999,0.0,0.0,2015,7,20,0
2015-07-21,0.0,4.992,99.2,1.044,0.0,1459.498,0.0,87.92,0.0,0.0,0.0,0.0,0.0,35.98,0.0,0.0,272.848,2015,7,21,1
2015-07-22,159.98,0.0,37.16,0.0,0.0,717.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.132,0.0,170.352,2015,7,22,2
2015-07-23,1647.9560000000001,0.0,9.24,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.1279999999999,0.0,40.7,0.0,2015,7,23,3
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.92,0.0,0.0,6.48,0.0,53.72,8203.17,0.0,2015,7,25,5
